stamp,brk_pressure_cmd_counter,f_brake_pressure_cmd,r_brake_pressure_cmd
"builtin_interfaces.msg.Time(sec=1751477681, nanosec=998848146)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=8981762)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=19047978)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=29042160)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=38877758)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=49007826)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=59054969)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=68868859)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=78869917)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=88953478)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=98965527)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=108976063)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=118916831)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=129115833)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=138870581)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=149287159)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=158970958)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=168930542)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=182285457)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=189011673)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=198996180)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=209008049)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=219031049)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=229006535)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=239004297)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=248986227)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=258894444)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=268994103)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=279035617)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=289055212)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=299034159)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=308918067)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=319831747)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=329013453)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=339026302)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=349018830)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=359035523)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=368890046)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=379077114)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=389100325)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=398970376)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=408931172)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=419063729)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=429057875)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=438919348)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=448932004)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=458912040)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=469167955)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=479076982)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=488939412)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=499063517)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=509041957)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=519083332)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=528995731)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=538925009)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=548914810)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=558937249)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=569084333)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=578937627)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=588930804)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=599074436)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=608917704)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=618971143)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=629102988)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=639106366)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=649061664)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=659251235)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=668937651)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=679064184)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=689053386)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=698929386)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=709036420)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=719081837)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=729081563)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=739085481)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=748944737)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=759100712)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=769115007)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=779056859)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=789088210)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=799040406)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=809053343)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=818968197)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=829154263)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=839072014)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=849080228)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=859090175)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=869092918)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=878927281)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=889121498)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=899096856)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=908865839)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=919097249)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=929083502)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=939074437)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=949091182)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=959090260)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=969075836)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=979106939)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477682, nanosec=988957738)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=292999)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=9035583)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=19110235)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=29075360)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=38977917)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=49088501)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=59086238)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=68941697)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=79070622)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=89151542)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=98996136)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=108968377)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=119086754)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=129103639)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=139078325)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=149056006)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=158937541)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=169060714)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=178980541)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=188991460)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=199125502)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=208994869)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=220595338)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=229134539)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=239116963)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=249030628)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=259915605)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=269085876)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=279147442)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=289176712)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=299002877)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=309098566)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=319071151)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=329023402)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=339109091)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=348974828)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=359008330)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=369054887)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=378996901)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=389118243)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=399142392)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=409059706)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=418978478)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=429072329)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=439876847)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=449144822)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=460418473)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=469254945)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=479016664)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=489179406)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=499005487)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=509035757)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=519145437)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=529113079)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=539689661)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=548953222)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=559180847)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=568953406)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=579680268)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=589188350)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=599196336)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=609353662)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=619145391)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=628994623)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=639042038)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=649118331)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=659026441)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=669140895)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=679138137)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=688988569)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=698979353)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=709030269)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=719802196)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=729012768)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=739051172)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=749159926)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=759091404)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=769113702)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=779203176)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=789772400)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=799007378)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=809169856)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=822464481)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=829034256)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=839197775)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=849245307)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=859155672)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=869141636)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=879009916)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=889267458)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=899187217)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=909322154)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=919001446)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=929120021)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=939165737)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=949135471)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=959011383)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=969166451)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=980683012)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=989019331)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477683, nanosec=999430595)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=9214747)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=19109794)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=29207179)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=39117587)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=49169121)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=59019585)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=69152599)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=79056782)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=89183587)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=99037278)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=109218435)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=119053322)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=129063539)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=139220212)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=149044339)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=159045850)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=169205303)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=179161678)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=190411847)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=199186686)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=209201125)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=219211818)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=229153888)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=239174874)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=249022935)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=259039650)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=269169606)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=279194902)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=289813925)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=299194950)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=309175728)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=319089549)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=329055741)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=339177997)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=349095357)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=359140400)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=369056700)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=379198161)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=389053811)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=399216566)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=409025829)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=419203598)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=429182519)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=439209125)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=449111313)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=459058247)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=470716209)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=479214819)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=489067174)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=499000245)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=509251856)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=519615756)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=529083690)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=539067214)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=549165323)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=559440887)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=569116941)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=579230151)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=589193757)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=599259559)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=609374368)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=619245649)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=629059173)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=639545328)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=649092032)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=659157346)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=669079936)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=679217383)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=692012861)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=699130065)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=709849022)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=719099402)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=729538853)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=739270934)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=749042147)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=759260369)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=769232133)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=779075209)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=788990092)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=799247566)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=809138620)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=819079995)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=829160739)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=839218077)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=849246740)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=859624539)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=869233388)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=879208075)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=889070919)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=899216517)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=909206694)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=919187800)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=929104731)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=939179282)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=949222280)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=959104166)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=969072559)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=979105997)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=989214290)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477684, nanosec=999261548)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=19123075)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=29237519)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=39107953)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=49272240)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=59095635)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=69136330)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=79117927)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=89209146)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=99332622)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=109229355)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=119578891)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=129242426)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=139131893)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=149232207)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=159246461)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=199255987)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=209129755)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=219353766)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=229294240)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=239311814)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=249119689)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=259206545)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=269220743)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=279228142)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=289159661)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=299142566)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=309153638)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=319254757)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=329321034)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=339164228)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=349114880)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=359128164)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=369243066)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=379653286)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=389113503)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=399344228)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=409285790)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=419318791)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=429159307)",5,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=439300972)",6,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=449249222)",7,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=459130133)",0,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=469115833)",1,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=479294304)",2,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=489173990)",3,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=499199145)",4,0,0
"builtin_interfaces.msg.Time(sec=1751477685, nanosec=509174493)",5,0,0
