stamp,battery_voltage,safety_switch_state,mode_switch_state,sys_state,raptor_rolling_counter
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=749876896)",13.9,4,False,9,251
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=954333499)",13.8,4,False,9,15
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=149976201)",13.9,4,False,9,35
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=349856109)",13.9,4,False,9,55
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=549868945)",13.9,4,False,9,75
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=754274012)",13.8,4,False,9,95
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=949905812)",13.9,4,False,9,115
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=149840667)",13.8,4,False,9,135
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=349963829)",13.9,4,False,9,155
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=550286180)",13.8,4,False,9,175
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=759938750)",13.8,4,False,9,196
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=949878481)",13.9,4,False,9,215
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=149873297)",13.9,4,False,9,235
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=359895906)",13.9,4,False,9,0
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=549888054)",13.8,4,False,9,19
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=749906170)",13.9,4,False,9,39
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=949865009)",13.9,4,False,9,59
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=149877762)",13.9,4,False,9,79
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=349860476)",13.9,4,False,9,99
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=560333413)",13.8,4,False,9,120
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=749954181)",13.9,4,False,9,139
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=949969413)",13.9,4,False,9,159
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=149961182)",13.8,4,False,9,179
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=350746673)",13.9,4,False,9,199
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=553915176)",13.8,4,False,9,219
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=750044753)",13.9,4,False,9,239
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=949865438)",13.9,4,False,9,3
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=149826675)",13.8,4,False,9,23
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=349843675)",13.8,4,False,9,43
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=559869543)",13.8,4,False,9,64
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=749953974)",13.9,4,False,9,83
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=950596383)",13.9,4,False,9,103
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=150074638)",13.9,4,False,9,123
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=350046399)",13.9,4,False,9,143
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=549988441)",13.8,4,False,9,163
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=749917775)",13.9,4,False,9,183
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=959906869)",13.9,4,False,9,204
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=150886018)",13.8,4,False,9,223
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=359908615)",13.8,4,False,9,244
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=550620701)",13.9,4,False,9,7
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=750305812)",13.8,4,False,9,27
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=952805322)",13.9,4,False,9,47
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=150764758)",13.9,4,False,9,67
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=350924170)",13.9,4,False,9,87
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=550756000)",13.9,4,False,9,107
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=749887263)",13.9,4,False,9,127
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=950565287)",13.9,4,False,9,147
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=152473043)",13.8,4,False,9,167
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=349852008)",13.8,4,False,9,187
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=550344859)",13.8,4,False,9,207
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=750767523)",13.8,4,False,9,227
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=949860813)",13.8,4,False,9,247
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=159894452)",13.8,4,False,9,12
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=349852928)",13.8,4,False,9,31
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=549828264)",13.8,4,False,9,51
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=749889539)",13.8,4,False,9,71
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=959845743)",13.8,4,False,9,92
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=150759397)",13.8,4,False,9,111
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=350754522)",13.8,4,False,9,131
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=551535474)",13.8,4,False,9,151
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=750831503)",13.8,4,False,9,171
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=950777976)",13.8,4,False,9,191
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=150770492)",13.8,4,False,9,211
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=350762642)",13.700000000000001,4,False,9,231
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=550748360)",13.700000000000001,4,False,9,251
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=750757765)",13.700000000000001,4,False,9,15
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=950768969)",14.0,4,False,9,35
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=150761657)",13.9,4,False,9,55
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=350764319)",14.0,4,False,9,75
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=550760784)",13.9,4,False,9,95
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=750774650)",13.9,4,False,9,115
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=950776381)",14.0,4,False,9,135
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=154274415)",14.0,4,False,9,155
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=351120088)",14.0,4,False,9,175
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=550784065)",14.0,4,False,9,195
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=750835290)",14.0,4,False,9,215
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=951106505)",14.0,4,False,9,235
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=150765358)",13.9,4,False,9,255
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=350890046)",13.8,4,False,9,19
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=551130437)",13.8,4,False,9,39
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=750780013)",13.9,4,False,9,59
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=950781972)",13.9,4,False,9,79
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=150821483)",13.8,4,False,9,99
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=351527025)",13.8,4,False,9,119
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=550776988)",13.8,4,False,9,139
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=750822784)",13.8,4,False,9,159
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=950821584)",13.700000000000001,4,False,9,179
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=151303226)",13.8,4,False,9,199
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=350820136)",13.8,4,False,9,219
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=550864545)",13.8,4,False,9,239
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=760817555)",13.700000000000001,4,False,9,4
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=950810429)",13.600000000000001,4,False,9,23
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=150797917)",13.9,4,False,9,43
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=350797839)",13.9,4,False,9,64
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=550804921)",13.700000000000001,4,False,9,83
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=750843720)",13.700000000000001,4,False,9,103
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=951919619)",13.9,4,False,9,123
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=150813874)",13.700000000000001,4,False,9,143
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=353922803)",13.700000000000001,4,False,9,163
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=550923921)",13.700000000000001,4,False,9,183
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=750901443)",13.700000000000001,4,False,9,203
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=950830082)",13.700000000000001,4,False,9,223
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=160831188)",13.700000000000001,4,False,9,244
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=350827665)",13.700000000000001,4,False,9,7
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=560876927)",13.700000000000001,4,False,9,28
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=750881900)",13.700000000000001,4,False,9,47
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=952043273)",13.700000000000001,4,False,9,67
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=150882347)",13.700000000000001,4,False,9,87
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=350879617)",13.700000000000001,4,False,9,107
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=550891166)",13.700000000000001,4,False,9,127
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=760899640)",13.700000000000001,4,False,9,148
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=950864114)",13.700000000000001,4,False,9,167
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=150956193)",13.700000000000001,4,False,9,187
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=350891506)",13.700000000000001,4,False,9,207
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=551178158)",13.700000000000001,4,False,9,227
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=760870480)",13.700000000000001,4,False,9,248
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=951378141)",13.700000000000001,4,False,9,11
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=160921155)",13.700000000000001,4,False,9,32
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=350832669)",13.700000000000001,4,False,9,51
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=551133214)",13.700000000000001,4,False,9,71
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=750926584)",13.700000000000001,4,False,9,91
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=960890211)",13.700000000000001,4,False,9,112
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=150890468)",13.700000000000001,4,False,9,131
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=360970060)",13.700000000000001,4,False,9,152
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=560970670)",13.8,4,False,9,172
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=760881645)",13.8,4,False,9,192
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=961090157)",13.700000000000001,4,False,9,212
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=150911474)",13.700000000000001,4,False,9,231
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=350915522)",13.8,4,False,9,251
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=550901178)",13.8,4,False,9,15
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=751093137)",13.700000000000001,4,False,9,35
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=960990175)",13.8,4,False,9,56
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=150907800)",13.8,4,False,9,75
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=360891605)",13.8,4,False,9,96
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=551066088)",13.8,4,False,9,115
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=761089618)",13.8,4,False,9,136
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=951105586)",13.8,4,False,9,155
"builtin_interfaces.msg.Time(sec=1751477782, nanosec=160904557)",13.8,4,False,9,176
"builtin_interfaces.msg.Time(sec=1751477782, nanosec=360968591)",13.8,4,False,9,196
"builtin_interfaces.msg.Time(sec=1751477782, nanosec=550863694)",13.8,4,False,9,215
"builtin_interfaces.msg.Time(sec=1751477782, nanosec=750940034)",13.700000000000001,4,False,9,235
"builtin_interfaces.msg.Time(sec=1751477782, nanosec=950912721)",13.700000000000001,4,False,9,255
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=160902694)",13.700000000000001,4,False,9,20
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=350990783)",13.8,4,False,9,39
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=550914707)",13.700000000000001,4,False,9,59
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=760878829)",13.700000000000001,4,False,9,80
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=950881219)",13.8,4,False,9,99
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=161058439)",13.8,4,False,9,120
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=350843635)",13.700000000000001,4,False,9,139
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=560883220)",13.8,4,False,9,160
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=760847170)",13.8,4,False,9,180
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=951607054)",13.8,4,False,9,199
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=150999041)",13.8,4,False,9,219
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=360886943)",13.8,4,False,9,240
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=561049926)",13.8,4,False,9,4
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=750884717)",13.8,4,False,9,23
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=960943797)",13.8,4,False,9,44
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=160895469)",13.700000000000001,4,False,9,64
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=360851647)",13.700000000000001,4,False,9,84
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=551776328)",13.700000000000001,4,False,9,103
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=952440028)",13.8,4,False,9,143
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=151757914)",13.8,4,False,9,163
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=351750199)",13.700000000000001,4,False,9,183
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=551983660)",13.8,4,False,9,203
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=751758708)",13.8,4,False,9,223
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=954507338)",13.8,4,False,9,243
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=151764726)",13.700000000000001,4,False,9,7
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=351794245)",13.700000000000001,4,False,9,27
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=557185061)",13.700000000000001,4,False,9,47
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=761903070)",13.700000000000001,4,False,9,68
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=952269595)",13.700000000000001,4,False,9,87
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=151861448)",13.700000000000001,4,False,9,107
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=351828121)",13.700000000000001,4,False,9,128
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=551861889)",13.700000000000001,4,False,9,147
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=751926830)",13.700000000000001,4,False,9,167
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=951791251)",13.700000000000001,4,False,9,187
"builtin_interfaces.msg.Time(sec=1751477790, nanosec=161838400)",13.700000000000001,4,False,9,208
"builtin_interfaces.msg.Time(sec=1751477790, nanosec=361790616)",13.700000000000001,4,False,9,228
"builtin_interfaces.msg.Time(sec=1751477790, nanosec=552180742)",13.700000000000001,4,False,9,247
"builtin_interfaces.msg.Time(sec=1751477790, nanosec=761980952)",13.700000000000001,4,False,9,12
"builtin_interfaces.msg.Time(sec=1751477790, nanosec=952947309)",13.700000000000001,4,False,9,31
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=151796117)",13.700000000000001,4,False,9,51
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=361823140)",13.700000000000001,4,False,9,72
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=551825867)",13.700000000000001,4,False,9,91
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=751805485)",13.700000000000001,4,False,9,111
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=953650019)",13.700000000000001,4,False,9,131
"builtin_interfaces.msg.Time(sec=1751477792, nanosec=151801838)",13.700000000000001,4,False,9,151
"builtin_interfaces.msg.Time(sec=1751477792, nanosec=351835031)",13.700000000000001,4,False,9,171
"builtin_interfaces.msg.Time(sec=1751477792, nanosec=561815178)",13.700000000000001,4,False,9,192
"builtin_interfaces.msg.Time(sec=1751477792, nanosec=751851392)",13.700000000000001,4,False,9,211
"builtin_interfaces.msg.Time(sec=1751477792, nanosec=951840267)",13.700000000000001,4,False,9,231
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=161835906)",13.700000000000001,4,False,9,252
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=351862031)",13.700000000000001,4,False,9,15
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=551837263)",13.700000000000001,4,False,9,35
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=761813723)",13.700000000000001,4,False,9,56
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=961817971)",13.700000000000001,4,False,9,76
"builtin_interfaces.msg.Time(sec=1751477794, nanosec=151793817)",13.700000000000001,4,False,9,95
"builtin_interfaces.msg.Time(sec=1751477794, nanosec=361955583)",13.700000000000001,4,False,9,116
"builtin_interfaces.msg.Time(sec=1751477794, nanosec=551947985)",13.700000000000001,4,False,9,135
"builtin_interfaces.msg.Time(sec=1751477794, nanosec=751828221)",13.700000000000001,4,False,9,155
"builtin_interfaces.msg.Time(sec=1751477794, nanosec=951894451)",13.700000000000001,4,False,9,175
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=151816179)",13.700000000000001,4,False,9,195
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=351879521)",13.700000000000001,4,False,9,215
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=553878655)",13.700000000000001,4,False,9,235
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=761839242)",13.700000000000001,4,False,9,0
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=951834558)",13.700000000000001,4,False,9,19
"builtin_interfaces.msg.Time(sec=1751477796, nanosec=151831854)",13.700000000000001,4,False,9,39
"builtin_interfaces.msg.Time(sec=1751477796, nanosec=351878248)",13.700000000000001,4,False,9,59
"builtin_interfaces.msg.Time(sec=1751477796, nanosec=552018748)",13.700000000000001,4,False,9,79
"builtin_interfaces.msg.Time(sec=1751477796, nanosec=751856732)",13.700000000000001,4,False,9,99
"builtin_interfaces.msg.Time(sec=1751477796, nanosec=961882469)",13.700000000000001,4,False,9,120
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=151879402)",13.700000000000001,4,False,9,139
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=361897576)",13.700000000000001,4,False,9,160
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=552231904)",13.700000000000001,4,False,9,179
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=751898407)",13.700000000000001,4,False,9,199
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=961986237)",13.700000000000001,4,False,9,220
"builtin_interfaces.msg.Time(sec=1751477798, nanosec=161963530)",13.700000000000001,4,False,9,240
"builtin_interfaces.msg.Time(sec=1751477798, nanosec=351888059)",13.700000000000001,4,False,9,3
"builtin_interfaces.msg.Time(sec=1751477798, nanosec=551859980)",13.700000000000001,4,False,9,23
"builtin_interfaces.msg.Time(sec=1751477798, nanosec=761890891)",13.700000000000001,4,False,9,44
"builtin_interfaces.msg.Time(sec=1751477798, nanosec=961902459)",13.700000000000001,4,False,9,64
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=152055708)",13.700000000000001,4,False,9,83
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=361840605)",13.700000000000001,4,False,9,104
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=552321810)",13.700000000000001,4,False,9,123
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=761853342)",13.700000000000001,4,False,9,144
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=961923749)",13.700000000000001,4,False,9,164
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=162400654)",13.700000000000001,4,False,9,184
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=361896360)",13.700000000000001,4,False,9,204
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=561846129)",13.700000000000001,4,False,9,224
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=752585335)",13.700000000000001,4,False,9,243
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=951907075)",13.700000000000001,4,False,9,7
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=161924874)",14.0,4,False,9,28
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=361980831)",14.0,4,False,9,48
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=552666016)",13.9,4,False,9,67
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=761925981)",13.8,4,False,9,88
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=961877894)",13.8,4,False,9,108
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=161844366)",14.0,4,False,9,128
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=361926692)",14.0,4,False,9,148
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=561958087)",14.0,4,False,9,168
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=761984200)",14.0,4,False,9,188
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=961907961)",14.0,4,False,9,208
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=162146843)",14.0,4,False,9,228
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=361964759)",14.0,4,False,9,248
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=561916720)",13.9,4,False,9,12
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=761893180)",13.9,4,False,9,32
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=961933509)",13.9,4,False,9,52
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=151956889)",13.8,4,False,9,71
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=361891902)",13.8,4,False,9,92
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=561849275)",13.9,4,False,9,112
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=762005439)",13.9,4,False,9,132
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=951895732)",13.9,4,False,9,151
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=161841703)",13.9,4,False,9,172
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=361941981)",13.9,4,False,9,192
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=551961589)",13.8,4,False,9,211
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=761895305)",13.8,4,False,9,232
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=961906485)",13.8,4,False,9,252
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=161919463)",13.8,4,False,9,16
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=362007572)",13.8,4,False,9,36
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=562421121)",13.700000000000001,4,False,9,56
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=761887221)",13.700000000000001,4,False,9,76
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=961917527)",13.700000000000001,4,False,9,96
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=162036017)",13.9,4,False,9,116
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=362375948)",13.9,4,False,9,136
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=551907083)",13.9,4,False,9,155
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=752795431)",14.0,4,False,9,175
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=956596232)",14.0,4,False,9,195
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=152766318)",14.0,4,False,9,215
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=352756751)",14.0,4,False,9,235
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=552874584)",13.8,4,False,9,255
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=754229210)",13.8,4,False,9,19
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=952753995)",13.8,4,False,9,39
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=152764737)",13.8,4,False,9,59
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=352759620)",14.0,4,False,9,79
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=552758259)",14.0,4,False,9,99
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=752815037)",13.9,4,False,9,119
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=953626547)",13.8,4,False,9,139
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=162843190)",13.700000000000001,4,False,9,160
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=362775995)",13.8,4,False,9,180
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=562784105)",13.700000000000001,4,False,9,200
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=762809718)",13.700000000000001,4,False,9,220
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=952784672)",13.700000000000001,4,False,9,239
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=154481230)",13.700000000000001,4,False,9,3
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=353099590)",13.700000000000001,4,False,9,23
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=552939525)",13.600000000000001,4,False,9,43
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=762789144)",13.600000000000001,4,False,9,64
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=962775409)",13.8,4,False,9,84
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=162793512)",13.9,4,False,9,104
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=362772519)",13.9,4,False,9,124
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=562795185)",13.9,4,False,9,144
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=754313898)",13.8,4,False,9,163
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=952792021)",13.700000000000001,4,False,9,183
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=162820067)",13.700000000000001,4,False,9,204
