stamp,group_fields,insstatus_mode,insstatus_gps_fix,insstatus_time_error,insstatus_imu_error,insstatus_mag_pres_error,insstatus_gps_error,insstatus_gps_heading_ins,insstatus_gps_compass,poslla_x,poslla_y,poslla_z,velbody_x,velbody_y,velbody_z,velned_x,velned_y,velned_z
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=890819208)",779,1,True,False,False,False,False,False,True,36.58774185861837,-121.75527244119192,199.31517046951194,-0.00343016954138875,-0.0032404474914073944,-5.6037701142486185e-05,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=930823584)",779,1,True,False,False,False,False,False,True,36.58774185277833,-121.75527245323173,199.31544459134057,-0.004216323606669903,-0.002029778202995658,-0.0008831872837617993,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=960824352)",779,1,True,False,False,False,False,False,True,36.587741851633396,-121.7552724519765,199.31545393710803,-0.0023429077118635178,-0.0026444047689437866,-0.002507089637219906,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=990829448)",779,1,True,False,False,False,False,False,True,36.58774185049738,-121.75527245085244,199.3154729972739,-0.004002964589744806,-0.0044609117321670055,-0.0008988316985778511,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=10832008)",779,1,True,False,False,False,False,False,True,36.58774184951279,-121.75527244981764,199.31550162389613,-0.007917684502899647,-0.0024960648734122515,-0.0024831723421812057,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=40837872)",779,1,True,False,False,False,False,False,True,36.587741848000164,-121.75527244821639,199.31550243839501,-0.003688336815685034,-0.003369498997926712,0.00041102184331975877,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=50837384)",779,1,True,False,False,False,False,False,True,36.58774184733075,-121.75527244776485,199.3155086804245,-0.007322354707866907,-0.004423743579536676,-0.0007741418667137623,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=90842504)",779,1,True,False,False,False,False,False,True,36.587741845291745,-121.75527244668544,199.3155094672038,-0.0026719197630882263,-0.0053490521386265755,-0.0032705864869058132,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=100841736)",779,1,True,False,False,False,False,False,True,36.58774184479303,-121.75527244633167,199.31554360202608,-0.002320702187716961,-0.004702280275523663,-0.0037497009616345167,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=110846320)",779,1,True,False,False,False,False,False,True,36.587741855491096,-121.75527245339403,199.31595611811827,-0.006251122336834669,-0.004712784197181463,0.000581506232265383,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=130847880)",779,1,True,False,False,False,False,False,True,36.58774185422801,-121.7552724529816,199.31595422865757,-0.0040833367966115475,-0.006307009141892195,-0.001443386310711503,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=170853512)",779,1,True,False,False,False,False,False,True,36.58774185157909,-121.75527245134329,199.31599494146758,-0.0024958071298897266,-0.004826590418815613,-0.0004407924134284258,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=180852488)",779,1,True,False,False,False,False,False,True,36.58774185106575,-121.75527245138737,199.31601031968057,-0.0022344563622027636,-0.006589952856302261,-0.0015572888078168035,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=190856072)",779,1,True,False,False,False,False,False,True,36.58774185036646,-121.75527245104851,199.3160414808499,-0.004175741225481033,-0.006057546008378267,-0.002625717781484127,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=200857120)",779,1,True,False,False,False,False,False,True,36.587741849404196,-121.75527245094767,199.31606553541496,-0.0063511524349451065,-0.007525981403887272,1.557151335873641e-05,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=210859144)",779,1,True,False,False,False,False,False,True,36.58774184876339,-121.7552724505387,199.31605790895992,-0.0032181167043745518,-0.00720076123252511,-0.000560798856895417,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=220857120)",779,1,True,False,False,False,False,False,True,36.58774184820489,-121.75527245054472,199.31606094408016,-0.002138972980901599,-0.006432483904063702,-0.0017358988989144564,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=230861704)",779,1,True,False,False,False,False,False,True,36.587741847463384,-121.75527245058936,199.3160856833838,-0.0038459093775600195,-0.008493674919009209,-0.002901429310441017,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=240863752)",779,1,True,False,False,False,False,False,True,36.587741846705335,-121.75527245028512,199.3161213015519,-0.003433144884184003,-0.008109495975077152,-0.0025061664637178183,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=250864520)",779,1,True,False,False,False,False,False,True,36.58774184562515,-121.75527244987661,199.31616107084756,-0.006135130766779184,-0.007127409800887108,0.00022520581842400134,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=260864264)",779,1,True,False,False,False,False,False,True,36.58774184489071,-121.7552724497769,199.31615766113828,-0.004796822089701891,-0.009512857533991337,-1.4952664059819654e-05,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=270865800)",779,1,True,False,False,False,False,False,True,36.58774184410372,-121.75527244963382,199.31613061984172,-0.0013896161690354347,-0.005210407078266144,-0.0005190720548853278,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=280869104)",779,1,True,False,False,False,False,False,True,36.58774184360951,-121.75527244999826,199.31614209184227,-0.001025256235152483,-0.006430782377719879,-0.002329967450350523,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=290868872)",779,1,True,False,False,False,False,False,True,36.58774184298292,-121.75527245004524,199.31616477452917,-0.0019332605879753828,-0.010657242499291897,-0.0007608589367009699,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=300870176)",779,1,True,False,False,False,False,False,True,36.58774184213233,-121.75527244983357,199.31615606303603,-0.0009565444779582322,-0.005166095681488514,0.0012055736733600497,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=310871200)",779,1,True,False,False,False,False,False,True,36.587741832174174,-121.75527246066511,199.31627342288266,0.0014013804029673338,-0.006974781397730112,0.002668995875865221,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=320871688)",779,1,True,False,False,False,False,False,True,36.58774183168943,-121.75527246154692,199.31638044686406,0.006108791567385197,-0.003925182856619358,4.330652882345021e-05,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=330875016)",779,1,True,False,False,False,False,False,True,36.58774183142738,-121.75527246228111,199.31637334015977,0.0029811502899974585,-0.005924890283495188,-0.0012697018682956696,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=340877064)",779,1,True,False,False,False,False,False,True,36.58774183084998,-121.7552724623933,199.31638378210118,-0.0011073597706854343,-0.009731162339448929,0.001900502946227789,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=350880648)",779,1,True,False,False,False,False,False,True,36.58774183020752,-121.75527246245926,199.31634552362084,0.00095241644885391,-0.007427894975990057,0.0026108238380402327,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=360882440)",779,1,True,False,False,False,False,False,True,36.5877418294634,-121.7552724628524,199.31632393771724,0.0006052890093997121,-0.006400411017239094,0.002313449513167143,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=370883208)",779,1,True,False,False,False,False,False,True,36.58774182901547,-121.75527246304873,199.31631903133348,0.0005678603774867952,-0.005635638255625963,-0.0006360658444464207,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=380882184)",779,1,True,False,False,False,False,False,True,36.587741828458924,-121.75527246322216,199.31633571229395,-0.0003045168414246291,-0.005153334233909845,-0.003908763639628887,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=390886024)",779,1,True,False,False,False,False,False,True,36.58774182785755,-121.75527246366302,199.31633940813117,-0.0008675497374497354,-0.007809099275618792,-0.0013605954591184855,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=400888072)",779,1,True,False,False,False,False,False,True,36.58774182733285,-121.75527246383858,199.3163543731007,0.003972943872213364,-0.005647963844239712,-0.00034975717426277697,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=410888840)",779,1,True,False,False,False,False,False,True,36.58774182719853,-121.75527246456537,199.31635007738987,0.004076534416526556,-0.004106291104108095,0.00028324173763394356,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=420888072)",779,1,True,False,False,False,False,False,True,36.5877418267923,-121.75527246540857,199.31636952748886,0.004570929333567619,-0.004305030219256878,-0.0020252387039363384,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=430891656)",779,1,True,False,False,False,False,False,True,36.587741826376636,-121.75527246577401,199.31638139656206,0.0024054732639342546,-0.004242759197950363,-0.0033133288379758596,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=440892448)",779,1,True,False,False,False,False,False,True,36.58774182575412,-121.75527246623618,199.3164198346949,-0.00026356600574217737,-0.007886244915425777,-0.0014495537616312504,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=450894472)",779,1,True,False,False,False,False,False,True,36.587741825295176,-121.75527246636318,199.3164112290042,0.003182966262102127,-0.007353973109275103,0.0005116513930261135,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=460893448)",779,1,True,False,False,False,False,False,True,36.587741824963004,-121.75527246706754,199.31638228431257,0.0038270470686256886,-0.005552264861762524,-9.393949585501105e-05,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=470897288)",779,1,True,False,False,False,False,False,True,36.587741824446695,-121.75527246760983,199.31639100558823,0.0031426369678229094,-0.006861151661723852,-0.0010514231398701668,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=480898336)",779,1,True,False,False,False,False,False,True,36.58774182391191,-121.75527246787554,199.31641658934132,0.001608105143532157,-0.006704853381961584,-0.002079766010865569,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=490899360)",779,1,True,False,False,False,False,False,True,36.587741822959714,-121.75527246814265,199.31643812278617,-0.0018495594849810004,-0.008530763909220695,0.000569681404158473,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=500898336)",779,1,True,False,False,False,False,False,True,36.587741822254756,-121.75527246810005,199.3162862964382,0.0017396101029589772,-0.0075093782506883144,0.0012252184096723795,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=510903688)",779,1,True,False,False,False,False,False,True,36.58774182210548,-121.7552724858025,199.31683337464165,0.004930894821882248,-0.006209048442542553,0.00017739523900672793,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=520905736)",779,1,True,False,False,False,False,False,True,36.587741821695296,-121.75527248632135,199.31682400585487,0.004413153976202011,-0.007204387802630663,-0.00109980592969805,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=530906248)",779,1,True,False,False,False,False,False,True,36.58774182118921,-121.75527248700642,199.31683887932923,0.00565064512193203,-0.006742450874298811,-0.0003713991027325392,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=540903968)",779,1,True,False,False,False,False,False,True,36.587741820573086,-121.75527248774483,199.3168330999033,0.0027357579674571753,-0.005175129044800997,0.001172848278656602,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=550908808)",779,1,True,False,False,False,False,False,True,36.587741820185634,-121.75527248862274,199.316822695655,0.004760413896292448,-0.006874058861285448,0.0003450190706644207,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=560909600)",779,1,True,False,False,False,False,False,True,36.587741819792676,-121.75527248948823,199.31682828333214,0.005676161032170057,-0.007121875416487455,-0.0022118454799056053,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=570911368)",779,1,True,False,False,False,False,False,True,36.587741819241806,-121.75527249000311,199.31684217081056,0.0011984396260231733,-0.00880380067974329,-0.0030818621162325144,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=580910344)",779,1,True,False,False,False,False,False,True,36.58774181846488,-121.7552724903,199.31686731968875,0.0011528662871569395,-0.011478403583168983,-0.0011504539288580418,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=590913928)",779,1,True,False,False,False,False,False,True,36.58774181754455,-121.75527249060555,199.31688009015852,0.0010237727547064424,-0.008063660934567451,0.0001824680803110823,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=600914720)",779,1,True,False,False,False,False,False,True,36.58774181674094,-121.75527249091192,199.31687661051546,0.000725975027307868,-0.007550550624728203,-6.649144779657945e-05,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=610916744)",779,1,True,False,False,False,False,False,True,36.58774181619617,-121.75527249153077,199.316885486096,0.002503326628357172,-0.0076240235939621925,-0.0027528342325240374,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=620915720)",779,1,True,False,False,False,False,False,True,36.58774181556496,-121.75527249189676,199.31691442469673,0.001467839814722538,-0.0066332644782960415,-0.004212261643260717,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=640920840)",779,1,True,False,False,False,False,False,True,36.587741814238946,-121.75527249266057,199.31694592286294,0.0033268847037106752,-0.006808164529502392,0.0002956152893602848,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=680924960)",779,1,True,False,False,False,False,False,True,36.58774181209876,-121.75527249409376,199.316961011471,-0.002376990392804146,-0.004692548885941505,0.0023044187109917402,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=690925728)",779,1,True,False,False,False,False,False,True,36.58774181160643,-121.75527249428708,199.31696316949456,0.0005596015835180879,-0.0057701594196259975,0.00022303327568806708,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=700924704)",779,1,True,False,False,False,False,False,True,36.58774181132961,-121.75527249469069,199.3169467701082,0.00131888163741678,-0.004534050356596708,-0.003152386052533984,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=710928288)",779,1,True,False,False,False,False,False,True,36.58774181447669,-121.75527250727968,199.3170699022594,-0.0010999742662534118,-0.005057655740529299,-0.004476808477193117,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=720930824)",779,1,True,False,False,False,False,False,True,36.58774181413405,-121.75527250703978,199.31720986372056,-0.0026281196624040604,-0.007182244211435318,-0.0019489405676722527,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=740932872)",779,1,True,False,False,False,False,False,True,36.58774181353137,-121.75527250734636,199.31722255518525,0.0018158131279051304,-0.002537703840062022,-0.0007292039226740599,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=760938248)",779,1,True,False,False,False,False,False,True,36.58774181314684,-121.75527250786624,199.31726931450976,0.001409416552633047,-0.003919094800949097,-0.001089300261810422,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=790947464)",779,1,True,False,False,False,False,False,True,36.58774181253683,-121.75527250867296,199.31729820256805,-0.0004231396014802158,-0.003962884657084942,-0.00369198783300817,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=810949280)",779,1,True,False,False,False,False,False,True,36.58774181170108,-121.75527250847661,199.3173502160771,-0.002234348561614752,-0.004285477101802826,-0.0009414279484190047,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=850958472)",779,1,True,False,False,False,False,False,True,36.58774181115782,-121.75527250926936,199.3173928185115,-0.0009473637328483164,-0.0031877646688371897,-0.0019934147130697966,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=880959496)",779,1,True,False,False,False,False,False,True,36.58774181083378,-121.75527251017384,199.31741816783324,0.002380267484113574,-0.001825992134399712,-0.003701599547639489,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=900963872)",779,1,True,False,False,False,False,False,True,36.587741810522154,-121.75527251046637,199.31733475727378,-0.0004804630298167467,0.00206736009567976,0.002641999162733555,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=950970248)",779,1,True,False,False,False,False,False,True,36.5877417748005,-121.75527253669458,199.31781586100806,0.0011835962068289518,-0.002363702980801463,-0.00286851660348475,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=960968968)",779,1,True,False,False,False,False,False,True,36.58774177473711,-121.7552725369443,199.31785321082543,0.003267719643190503,-0.002447325736284256,-0.004052960313856602,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=970972552)",779,1,True,False,False,False,False,False,True,36.587741774787496,-121.7552725370758,199.3178836273155,0.0017359730554744601,0.0007830731337890029,-0.004286497365683317,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=990975880)",779,1,True,False,False,False,False,False,True,36.58774177429552,-121.75527253737059,199.3179285799415,0.0022916060406714678,-0.002818366978317499,-0.0023069274611771107,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=10977952)",779,1,True,False,False,False,False,False,True,36.58774177411075,-121.75527253755631,199.31797537568127,-0.0021400772966444492,2.3354448785539716e-05,-0.004124744329601526,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=50984072)",779,1,True,False,False,False,False,False,True,36.587741773424185,-121.75527253768956,199.31805654858545,-0.0020088020246475935,0.0001296987902605906,-0.004890585318207741,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=80985608)",779,1,True,False,False,False,False,False,True,36.5877417734928,-121.75527253766681,199.31808912455563,-0.0009240884683094919,0.00035965489223599434,0.0009700792143121362,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=90989192)",779,1,True,False,False,False,False,False,True,36.587741773142206,-121.75527253733709,199.31809124160645,-0.00857656728476286,-0.003698711981996894,-0.0014821389922872186,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=100989728)",779,1,True,False,False,False,False,False,True,36.58774177285515,-121.75527253671312,199.31809524504934,-0.006149861495941877,-0.008349021896719933,0.002354984637349844,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=110993824)",779,1,True,False,False,False,False,False,True,36.587741778520204,-121.75527256825927,199.31834783493832,-0.008502925746142864,0.0031748150940984488,0.006378582213073969,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=120993800)",779,1,True,False,False,False,False,False,True,36.58774177867166,-121.75527256817395,199.3183773263081,-0.005507738329470158,0.0012283409014344215,0.0024809432215988636,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=130996384)",779,1,True,False,False,False,False,False,True,36.58774177853953,-121.75527256813949,199.3183810301598,-0.0048490553162992,-0.0029073189944028854,-0.0018388425232842565,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=140999176)",779,1,True,False,False,False,False,False,True,36.58774177836453,-121.75527256746274,199.31838539704768,-0.003168947994709015,-0.005675379186868668,0.0004435483133420348,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=150999944)",779,1,True,False,False,False,False,False,True,36.587741777905094,-121.75527256675028,199.3183773401979,-0.005449844058603048,0.0006669305148534477,0.0029312754049897194,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=160997664)",779,1,True,False,False,False,False,False,True,36.58774177756759,-121.75527256653889,199.31837359460405,-0.0049563683569431305,-4.9161171773448586e-05,-0.00045258650789037347,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=171002248)",779,1,True,False,False,False,False,False,True,36.587741777292806,-121.75527256606819,199.3183907738894,-0.006163555197417736,-0.0025430540554225445,-0.004425104707479477,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=181006600)",779,1,True,False,False,False,False,False,True,36.58774177730461,-121.75527256552807,199.31842373186737,-0.002401504199951887,-0.0028280997648835182,-0.0009323183330707252,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=191010440)",779,1,True,False,False,False,False,False,True,36.58774177700286,-121.75527256500297,199.31842874962604,-0.00430148234590888,0.0027398811653256416,0.0024824892170727253,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=201008160)",779,1,True,False,False,False,False,False,True,36.5877417768832,-121.75527256475223,199.31843350867712,-0.004715980961918831,0.0014351147692650557,-0.00014231965178623796,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=211012744)",779,1,True,False,False,False,False,False,True,36.58774177690357,-121.75527256438151,199.31844032293156,-0.005962220020592213,-0.0020185953471809626,-0.0026156131643801928,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=221014280)",779,1,True,False,False,False,False,False,True,36.58774177684939,-121.755272563621,199.3184662263575,-0.0040010144002735615,-0.0023500139359384775,7.662973075639457e-06,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=231017864)",779,1,True,False,False,False,False,False,True,36.58774177646209,-121.755272562933,199.31846678599504,-0.005492054857313633,0.0026716208085417747,0.0035361475311219692,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=241019912)",779,1,True,False,False,False,False,False,True,36.58774177631663,-121.75527256249634,199.31846085681718,-0.005191180855035782,0.0010614191414788365,-0.0003297794610261917,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=251020680)",779,1,True,False,False,False,False,False,True,36.587741776348615,-121.75527256210655,199.31846044616395,-0.004744432400912046,-0.0015548730734735727,-0.0022618980146944523,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=261018400)",779,1,True,False,False,False,False,False,True,36.58774177640391,-121.75527256157756,199.3184840414724,-0.0010328639764338732,-0.0011510185431689024,0.0002763663651421666,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=271022984)",779,1,True,False,False,False,False,False,True,36.58774177613899,-121.75527256117121,199.318488050445,-0.003186457557603717,0.003272964619100094,0.0031672706827521324,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=281024520)",779,1,True,False,False,False,False,False,True,36.587741776104586,-121.75527256102609,199.31846891204805,-0.004420517478138208,0.00021805506548844278,-4.1732448153197765e-05,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=291025288)",779,1,True,False,False,False,False,False,True,36.587741776055914,-121.75527256056132,199.31847561202812,-0.005323844496160746,-0.0032670681830495596,-0.002072330564260483,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=301023264)",779,1,True,False,False,False,False,False,True,36.58774177594399,-121.75527255980417,199.31849432757008,-0.003906788770109415,-0.0023632629308849573,0.0009016070398502052,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=311026848)",779,1,True,False,False,False,False,False,True,36.587741775136045,-121.75527255880193,199.3184097580015,-0.00827800203114748,0.0043670968152582645,0.0038200418930500746,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=321029384)",779,1,True,False,False,False,False,False,True,36.58774177710768,-121.75527257652294,199.31860232970212,-0.005740843713283539,0.0008834809996187687,0.0008335651364177465,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=331030152)",779,1,True,False,False,False,False,False,True,36.58774177712093,-121.75527257604686,199.31860922958367,-0.004921465180814266,-0.0021880948916077614,-0.0022164827678352594,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=341031688)",779,1,True,False,False,False,False,False,True,36.587741777186004,-121.75527257555018,199.31863596470612,-0.0009946809150278568,-0.0011620087316259742,0.0004213931388221681,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=351032456)",779,1,True,False,False,False,False,False,True,36.5877417769619,-121.7552725751943,199.3186373584922,-0.003078731242567301,0.003683001734316349,0.0027551092207431793,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=361031432)",779,1,True,False,False,False,False,False,True,36.58774177700064,-121.75527257514702,199.3186389354014,-0.002223813906311989,0.0021912138909101486,-0.0012174560688436031,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=371035528)",779,1,True,False,False,False,False,False,True,36.58774177714695,-121.75527257489816,199.31866324823932,-0.0023767000529915094,-0.001000959542579949,-0.004342840984463692,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=381037320)",779,1,True,False,False,False,False,False,True,36.5877417772807,-121.75527257453419,199.31870133514894,-0.0001099345536204055,-0.00034688334562815726,-0.0011269582901149988,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=391038088)",779,1,True,False,False,False,False,False,True,36.58774177710539,-121.75527257425948,199.31871646070795,-0.0014428140129894018,0.004174933768808842,0.001694834791123867,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=401035808)",779,1,True,False,False,False,False,False,True,36.587741777253854,-121.75527257416111,199.31871359433717,-0.001945895841345191,0.0024615726433694363,-0.0011285513173788786,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=411040392)",779,1,True,False,False,False,False,False,True,36.58774177744807,-121.75527257396408,199.31872746946829,-0.002495819702744484,-0.0002271176635986194,-0.002680526813492179,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=421041928)",779,1,True,False,False,False,False,False,True,36.58774177769718,-121.75527257367213,199.31874686743504,-0.00020050059538334608,-0.0010744233150035143,0.0008233150001615286,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=431044256)",779,1,True,False,False,False,False,False,True,36.58774177766171,-121.75527257330651,199.31873585492212,-0.0011487809242680669,0.004128063563257456,0.0037293198984116316,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=441044488)",779,1,True,False,False,False,False,False,True,36.58774177770688,-121.75527257316011,199.31872912113977,-0.002549985656514764,0.002516545355319977,-0.0002084222505800426,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=451048072)",779,1,True,False,False,False,False,False,True,36.587741777939286,-121.75527257297969,199.31875370308467,-0.004707425367087126,-6.331142503768206e-05,-0.0028851618990302086,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=461048864)",779,1,True,False,False,False,False,False,True,36.58774177796752,-121.75527257246135,199.31875710397617,-0.0012490702793002129,-0.002178502967581153,-8.925789006752893e-05,0.0,0.0,0.0
