stamp,fluid_pressure,variance
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=659045232)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=669046792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=679048304)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=689048048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=699043744)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=709046304)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=719046816)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=729047304)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=739046280)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=749048840)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=759048608)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=769049096)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=779046048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=789048864)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=799050632)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=809050632)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=819048840)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=829051400)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=839051168)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=849054728)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=859055496)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=869056240)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=879053704)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=889056264)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=899057288)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=909056288)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=919054240)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=929057800)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=939057568)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=949058056)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=959058824)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=969061384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=979062408)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=989061152)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=999059360)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=9062920)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=19063688)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=29063432)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=39061640)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=49064200)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=59065968)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=69064712)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=79062920)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=89065480)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=99066248)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=109065992)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=119063456)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=129066760)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=139066528)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=149067272)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=159065224)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=169068040)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=179068552)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=189068296)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=199066504)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=209069064)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=219069088)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=229070600)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=239067808)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=249068296)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=259067504)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=269069064)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=279067272)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=289069832)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=299070856)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=309070600)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=319068808)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=329072368)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=339072136)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=349074952)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=359075720)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=369078280)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=379076744)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=389079304)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=399080072)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=409079816)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=419078024)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=429080328)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=439081096)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=449080840)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=459079048)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=469081864)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=479085448)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=489085192)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=499083400)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=509084960)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=519087240)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=529085984)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=539085192)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=549086752)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=559088520)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=569088008)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=579084960)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=589088776)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=599088288)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=609089032)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=619087496)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=629090056)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=639089824)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=649090568)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=659088776)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=669091592)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=679092360)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=689092360)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=699090312)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=709091872)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=719093640)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=729093384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=739090592)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=749094152)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=759094176)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=769093920)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=779093128)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=789095688)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=799096968)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=809096712)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=819095176)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=829097736)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=839098760)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=849101320)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=859102344)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=869101320)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=879099784)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=889102600)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=899102368)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=909102112)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=919101320)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=929102880)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=939104648)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=949103392)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=959102600)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=969104416)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=979106184)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=989106184)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=999104392)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=9106952)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=19107720)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=29107464)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=39105672)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=49108232)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=59109256)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=69110000)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=79107208)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=89109768)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=99110792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=109110536)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=119107744)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=129111304)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=139112072)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=149111816)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=159109768)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=169112584)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=179113096)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=189112096)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=199111560)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=209114120)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=219115400)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=229114144)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=239113096)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=249115912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=259116680)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=269116680)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=279114632)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=289117192)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=299118216)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=309115960)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=319116424)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=329118984)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=339118752)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=349122312)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=359122592)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=369122336)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=379124104)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=389126920)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=399126432)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=409126176)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=419125640)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=429128200)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=439128200)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=449127688)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=459125896)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=469125384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=479123592)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=489127152)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=499127920)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=509126920)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=519124872)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=529128432)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=539128200)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=549127944)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=559126408)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=569128968)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=579129736)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=589129480)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=599127688)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=609129504)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=619131272)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=629131016)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=639128224)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=649131784)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=659132552)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=669132296)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=679130504)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=689133320)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=699133832)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=709132832)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=719132552)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=729134112)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=739135136)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=749135880)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=759134088)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=769136904)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=779137928)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=789137672)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=799134880)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=809138440)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=819138464)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=829138208)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=839137416)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=849141232)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=859141000)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=869141000)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=879138184)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=889141000)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=899142024)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=909140768)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=919140232)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=929142792)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=939143560)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=949142304)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=959141768)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=969144328)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=979145352)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=989145096)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=999143560)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=9146120)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=19146144)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=29145888)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=39146120)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=49149192)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=59150728)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=69151472)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=79151240)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=89155056)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=99155848)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=109155592)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=119152800)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=129156360)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=139156128)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=149157384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=159155592)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=169158152)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=179158432)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=189159432)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=199157664)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=209161480)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=219162248)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=229160992)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=239163272)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=249163016)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=259164552)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=269164296)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=279163504)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=289165064)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=299166088)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=309166088)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=319164552)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=329167112)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=339166880)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=349170440)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=359170464)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=369171208)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=379168416)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=389171232)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=399174280)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=409173024)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=419171488)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=429175304)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=439175072)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=449175816)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=459174024)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=469175584)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=479178120)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=489178120)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=499175328)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=509178144)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=519179912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=529179656)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=539178376)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=549180936)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=559181960)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=569181704)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=579179912)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=589185288)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=599186312)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=609186056)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=619184264)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=629186824)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=639188104)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=649187848)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=659186056)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=669188872)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=679188896)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=689188640)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=699187104)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=709189664)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=719191688)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=729191432)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=739189384)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=749192200)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=759192968)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=769193224)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=779191432)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=789193992)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=799195016)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=809193760)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=819192968)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=829195528)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=839196552)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=849199112)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=859198880)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=869199880)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=879198856)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=889200416)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=899201952)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=909202208)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=919202440)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=929205000)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=939206280)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=949206024)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=959206256)",0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=969207816)",0.0,0.0
