stamp,source_topic,group_fields,utc_year,utc_month,utc_day,utc_hour,utc_min,utc_sec,utc_ms,tow,week,numsats,fix,poslla_x,poslla_y,poslla_z,velned_x,velned_y,velned_z,dop_g,dop_p,dop_t,dop_v,dop_h,dop_n,dop_e
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=513556402)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322652200478035,0,0,8,36.586495613,-121.75242608699999,205.18720000000002,-3.5840001106262207,-16.552000045776367,0.8420000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=712271079)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322652600294899,0,19,8,36.586487967,-121.75248023299999,205.49079999999998,-2.809999942779541,-16.860000610351562,0.921999990940094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=712271079)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322652400477929,0,0,8,36.586489656999994,-121.75246324300001,205.0132,-3.0420000553131104,-16.659000396728516,0.9470000267028809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=909581918)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322652800294805,0,19,8,36.58648349,-121.75251790999998,205.3025,-2.197000026702881,-16.868999481201172,0.9779999852180481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=909581918)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322652600477823,0,0,8,36.586484636,-121.75250066400001,204.8296,-2.5239999294281006,-16.910999298095703,0.9800000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=109554757)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322653000294711,0,19,8,36.58648014,-121.75255545999998,205.1004,-1.5479999780654907,-16.72599983215332,0.9800000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=109554757)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322652800477718,0,0,8,36.586480712,-121.752538388,204.64010000000002,-1.871000051498413,-16.8700008392334,1.0420000553131104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=316521139)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322653200294617,0,19,8,36.586478079,-121.752592621,204.8956,-0.8069999814033508,-16.523000717163086,1.062000036239624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=316521139)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322653000477612,0,0,8,36.586477997,-121.75257620299999,204.4373,-1.156999945640564,-16.780000686645508,0.9890000224113464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=512460164)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322653400294523,0,19,8,36.58647723399999,-121.75262886600001,204.689,-0.10700000077486038,-16.031999588012695,0.9670000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=512460164)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322653200477506,0,0,8,36.58647655199999,-121.752613248,204.2264,-0.42800000309944153,-16.520999908447266,1.0989999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=712332339)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322653600294429,0,19,8,36.586477587,-121.75266461300001,204.48620000000003,0.5170000195503235,-15.86400032043457,1.003999948501587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=712332339)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322653400477400,0,0,8,36.586476372,-121.75264962799999,204.0256,0.2549999952316284,-16.062999725341797,0.9490000009536743,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=916920691)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322653800294335,0,19,8,36.586479167,-121.75269943299999,204.2995,1.1990000009536743,-15.293999671936035,0.8799999952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=916920691)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322653600477295,0,0,8,36.586477422,-121.752685378,203.8225,0.9700000286102295,-15.875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=116541053)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322654000294241,0,19,8,36.586481987,-121.75273331300001,204.1243,1.9600000381469727,-15.010000228881836,0.8420000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=116541053)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322653800477189,0,0,8,36.586479696,-121.75272020399998,203.63920000000002,1.5980000495910645,-15.302000045776367,0.9190000295639038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=318626199)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322654200294147,0,19,8,36.586486206,-121.752766494,203.95970000000003,2.743000030517578,-14.628000259399414,0.8809999823570251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=318626199)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322654000477083,0,0,8,36.58648335,-121.75275415,203.4608,2.430999994277954,-14.994000434875488,0.8069999814033508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=512494851)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322654400294053,0,19,8,36.586491994999996,-121.752798605,203.8088,3.638000011444092,-14.178999900817871,0.7129999995231628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=512494851)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322654200476977,0,0,8,36.58648848399999,-121.75278711600001,203.29670000000002,3.313999891281128,-14.543999671936035,0.8009999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=712471021)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322654600293959,0,19,8,36.586499337,-121.752829663,203.6552,4.565000057220459,-13.579000473022461,0.6399999856948853,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=712471021)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322654400476872,0,0,8,36.586495249,-121.75281905099999,203.1453,4.191999912261963,-14.050000190734863,0.7350000143051147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=909727385)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322654800293865,0,19,8,36.586508075,-121.75285952499999,203.5111,5.295000076293945,-13.086000442504883,0.6129999756813049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=909727385)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322654600476766,0,0,8,36.586503666,-121.75284983399999,202.99360000000001,5.14300012588501,-13.470999717712402,0.6050000190734863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=116577395)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322655000293771,0,19,8,36.58651827,-121.75288803,203.3599,6.099999904632568,-12.439000129699707,0.6069999933242798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=116577395)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322654800476660,0,0,8,36.586513505999996,-121.752879294,202.85660000000001,5.8979997634887695,-12.86400032043457,0.574999988079071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=316730647)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322655200293677,0,19,8,36.586529822,-121.75291507799999,203.222,6.743000030517578,-11.756999969482422,0.7630000114440918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=316730647)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322655000476554,0,0,8,36.586524804999996,-121.752907195,202.7123,6.636000156402588,-12.21500015258789,0.5989999771118164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=509463647)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322655400293583,0,19,8,36.586542527,-121.75294057299999,203.1014,7.375,-11.107000350952148,0.6129999756813049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=509463647)",/vectornav/raw/gps2,1722,0,0,0,0,0,0,0,322655200476448,0,0,8,36.586537328,-121.75293377199999,202.5818,7.326000213623047,-11.548999786376953,0.671999990940094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=709534764)",/vectornav/raw/gps,1722,0,0,0,0,0,0,0,322655600293489,0,19,8,36.586556263999995,-121.75296533599999,202.9892,7.84499979019165,-10.914999961853027,0.48500001430511475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
