stamp,fr_tire_temp_04,fr_tire_temp_03,fr_tire_temp_02,fr_tire_temp_01
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=756855089)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=756855089)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=756855089)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=756855089)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=756855089)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=756879256)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=756879256)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=756879256)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=756879256)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477800, nanosec=756879256)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=756984924)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=756984924)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=756984924)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=756984924)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=756984924)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=756927405)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=756927405)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=756927405)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=756927405)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477802, nanosec=756927405)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=757745238)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=757745238)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=757745238)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=757745238)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=757745238)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=757749383)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=757749383)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=757749383)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=757749383)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477804, nanosec=757749383)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=758846727)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=758846727)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=758846727)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=758846727)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=758846727)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=758168677)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=758168677)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=758168677)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=758168677)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=758168677)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=757785444)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=757785444)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=757785444)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=757785444)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=757785444)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=757806490)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=757806490)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=757806490)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=757806490)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477808, nanosec=757806490)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=757791267)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=757791267)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=757791267)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=757791267)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=757791267)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=757792040)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=757792040)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=757792040)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=757792040)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477810, nanosec=757792040)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=757814525)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=757814525)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=757814525)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=757814525)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=757814525)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=757795917)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=757795917)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=757795917)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=757795917)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=757795917)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=757815960)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=757815960)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=757815960)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=757815960)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=757815960)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477814, nanosec=758265681)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477814, nanosec=758265681)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477814, nanosec=758265681)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477814, nanosec=758265681)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477814, nanosec=758265681)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=758340531)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=758340531)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=758340531)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=758340531)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=758340531)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477816, nanosec=757858874)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477816, nanosec=757858874)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477816, nanosec=757858874)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477816, nanosec=757858874)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477816, nanosec=757858874)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=757850998)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=757850998)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=757850998)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=757850998)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=757850998)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=757889633)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=757889633)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=757889633)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=757889633)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=757889633)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=758196848)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=758196848)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=758196848)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=758196848)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=758196848)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=757884897)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=757884897)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=757884897)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=757884897)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=757884897)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=757892758)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=757892758)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=757892758)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=757892758)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=757892758)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477822, nanosec=758322527)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477822, nanosec=758322527)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477822, nanosec=758322527)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477822, nanosec=758322527)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477822, nanosec=758322527)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=757890669)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=757890669)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=757890669)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=757890669)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=757890669)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477824, nanosec=757841930)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477824, nanosec=757841930)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477824, nanosec=757841930)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477824, nanosec=757841930)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477824, nanosec=757841930)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=760091984)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=760091984)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=760091984)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=760091984)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=760091984)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477826, nanosec=758752311)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477826, nanosec=758752311)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477826, nanosec=758752311)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477826, nanosec=758752311)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477826, nanosec=758752311)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=758754714)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=758754714)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=758754714)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=758754714)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=758754714)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477828, nanosec=758763254)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477828, nanosec=758763254)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477828, nanosec=758763254)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477828, nanosec=758763254)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477828, nanosec=758763254)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=758751991)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=758751991)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=758751991)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=758751991)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=758751991)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477830, nanosec=758813814)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477830, nanosec=758813814)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477830, nanosec=758813814)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477830, nanosec=758813814)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477830, nanosec=758813814)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=758789108)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=758789108)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=758789108)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=758789108)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=758789108)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477832, nanosec=758816623)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477832, nanosec=758816623)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477832, nanosec=758816623)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477832, nanosec=758816623)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477832, nanosec=758816623)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=758796121)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=758796121)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=758796121)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=758796121)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=758796121)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=759016553)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=759016553)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=759016553)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=759016553)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477834, nanosec=759016553)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=758912647)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=758912647)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=758912647)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=758912647)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=758912647)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=758870102)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=758870102)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=758870102)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=758870102)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477836, nanosec=758870102)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=758816721)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=758816721)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=758816721)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=758816721)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=758816721)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477838, nanosec=758878282)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477838, nanosec=758878282)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477838, nanosec=758878282)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477838, nanosec=758878282)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477838, nanosec=758878282)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=758900640)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=758900640)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=758900640)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=758900640)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=758900640)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=758864539)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=758864539)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=758864539)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=758864539)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477840, nanosec=758864539)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=759023271)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=759023271)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=759023271)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=759023271)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=759023271)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477842, nanosec=758856928)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477842, nanosec=758856928)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477842, nanosec=758856928)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477842, nanosec=758856928)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477842, nanosec=758856928)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=759062017)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=759062017)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=759062017)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=759062017)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=759062017)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477844, nanosec=758873781)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477844, nanosec=758873781)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477844, nanosec=758873781)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477844, nanosec=758873781)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477844, nanosec=758873781)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=758924857)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=758924857)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=758924857)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=758924857)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=758924857)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477846, nanosec=758885933)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477846, nanosec=758885933)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477846, nanosec=758885933)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477846, nanosec=758885933)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477846, nanosec=758885933)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=759742480)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=759742480)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=759742480)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=759742480)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=759742480)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477848, nanosec=759760128)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477848, nanosec=759760128)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477848, nanosec=759760128)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477848, nanosec=759760128)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477848, nanosec=759760128)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=759739051)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=759739051)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=759739051)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=759739051)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=759739051)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477850, nanosec=759800158)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477850, nanosec=759800158)",-100.0,-100.0,-100.0,-100.0
"builtin_interfaces.msg.Time(sec=1751477850, nanosec=759800158)",-100.0,-100.0,-100.0,-100.0
