stamp,source_topic,nov_header_message_name,nov_header_message_id,nov_header_time_status,nov_header_gps_week,nov_header_gps_ms,nov_header_receiver_status,error,num_status_codes,rxstat,aux1_stat,aux2_stat,aux3_stat,aux4_stat,error_strs,rxstat_strs
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=101984092)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322428074,33587200,0,5,33587200,132,0,2181039104,2149580800,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=73041443)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322452024,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477634, nanosec=96392724)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322452036,33587200,0,5,33587200,132,0,2181039104,2149580801,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477635, nanosec=70928421)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322453024,33554432,0,5,33554432,128,0,2181039104,2097155,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477636, nanosec=92400907)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322454033,33587200,0,5,33587200,132,0,2181039104,2149580803,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477640, nanosec=68097803)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322458040,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477641, nanosec=108127147)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322459079,33587200,0,5,33587200,132,0,2181039104,2149580801,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=84528019)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322460049,33554432,0,5,33554432,128,0,2181039104,2097152,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477642, nanosec=118897921)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322460090,33587200,0,5,33587200,132,0,2181039104,2149580800,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477675, nanosec=103094840)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322493072,33587200,0,5,33587200,132,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477705, nanosec=103985021)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322523072,33587200,0,5,33554432,128,0,2181039104,2097152,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477706, nanosec=89824444)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322524028,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477707, nanosec=99312200)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322525034,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477707, nanosec=104179597)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322525058,33587200,0,5,33587200,132,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477708, nanosec=77754528)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322526026,33554432,0,5,33554432,128,0,2181039104,2097155,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477708, nanosec=78822114)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322526030,33554432,0,5,33554432,128,0,2181039104,2162691,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477708, nanosec=101752774)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322526031,33587200,0,5,33587200,132,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=76679743)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322531044,33554432,0,5,33554432,128,0,2181039104,2162689,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=107989846)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322531075,33587200,0,5,33587200,132,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=79706288)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322532047,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=112308561)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322532080,33587200,0,5,33587200,132,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=77936919)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322533045,33554432,0,5,33554432,128,0,2181039104,2097152,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477736, nanosec=80655994)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322554026,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=72760717)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322555024,33554432,0,5,33554432,128,0,2181039104,2097155,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=102642708)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322555032,33587200,0,5,33587200,132,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=103661143)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322555037,33587200,0,5,33587200,132,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=93415434)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322556042,33587200,0,5,33587200,133,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=121119794)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322557082,33587200,0,5,33587200,129,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=124905832)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322559090,33587200,0,5,33587200,129,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=80703426)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322560046,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=111440142)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322560066,33587200,0,5,33587200,132,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=79156584)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322561045,33554432,0,5,33554432,128,0,2181039104,2097152,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=116723557)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322561082,33587200,0,5,33587200,132,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=107608676)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322564073,33587200,0,5,33554432,128,0,2181039104,2097152,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=111212044)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322566064,33587200,0,5,33587200,132,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=79518147)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322578024,33554432,0,5,33554432,128,0,2181039104,2149580800,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=90846070)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322580031,33554432,0,5,33554432,128,0,2181039104,2149580801,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=74742769)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322581023,33554432,0,5,33554432,128,0,2181039104,2149580803,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=76738663)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322581028,33554432,0,5,33554432,128,0,2181039104,2149646339,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=101878221)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322581025,33587200,0,5,33587200,132,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=103515949)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322581030,33587200,0,5,33587200,132,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=104491551)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322581034,33587200,0,5,33587200,132,0,2181039104,2162691,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=112045373)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322585077,33587200,0,5,33587200,132,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=82504706)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322587047,33554432,0,5,33554432,128,0,2181039104,2149580801,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=106997818)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322587071,33587200,0,5,33587200,132,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=113961727)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322588079,33587200,0,5,33587200,132,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=98800877)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322589047,33587200,0,5,33587200,133,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=83198806)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322597047,33554432,0,5,33554432,128,0,2181039104,2149580800,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=79962486)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322599044,33554432,0,5,33554432,128,0,2181039104,2097152,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=110206182)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322603073,33587200,0,5,33587200,132,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=129377902)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322605078,33587200,0,5,33587200,133,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477794, nanosec=117215057)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322612080,33587200,0,5,33587200,132,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477806, nanosec=115749352)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322624063,33587200,0,5,33587200,133,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477812, nanosec=108528090)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322630040,33587200,0,5,33587200,133,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477814, nanosec=84853403)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322632029,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477814, nanosec=112210433)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322632074,33587200,0,5,33587200,132,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=74909553)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322633023,33554432,0,5,33554432,128,0,2181039104,2097155,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=107798943)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322633032,33587200,0,5,33587200,132,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=109867133)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322633040,33587200,0,5,33587200,132,0,2181039104,2162691,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=118098522)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322633081,33587200,0,5,33554432,128,0,2181039104,2162691,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477816, nanosec=82148124)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322634035,33587200,0,5,33587200,129,0,2181039104,2162691,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=99831483)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322635042,33587200,0,5,33587200,133,0,2181039104,2162691,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=109856073)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322637073,33587200,0,5,33587200,133,0,2181039104,2097155,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=80621826)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322638043,33554432,0,5,33554432,128,0,2181039104,2097153,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=106450000)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322638070,33587200,0,5,33587200,133,0,2181039104,2097153,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477822, nanosec=92175253)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322640050,33554432,0,5,33554432,128,0,2181039104,2097152,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477822, nanosec=114778625)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322640073,33587200,0,5,33587200,133,0,2181039104,2097152,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=99945554)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322641031,33587200,0,5,33587200,133,0,2181039104,2149580800,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477824, nanosec=102974299)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322642065,33587200,0,5,33587200,132,0,2181039104,2149580800,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=83077155)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322643028,33554432,0,5,33554432,128,0,2181039104,2149580800,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477872, nanosec=108769300)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322690033,33554432,0,5,33554432,128,0,2181039104,2149580801,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477873, nanosec=78085545)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322691023,33554432,0,5,33554432,128,0,2181039104,2149580803,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477873, nanosec=80693123)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322691027,33554432,0,5,33554432,128,0,2181039104,2149646339,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477873, nanosec=109324993)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322691032,33587200,0,5,33587200,132,0,2181039104,2149580801,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477873, nanosec=110841738)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322691038,33587200,0,5,33587200,132,0,2181039104,2149580803,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477873, nanosec=111667035)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322691042,33587200,0,5,33587200,132,0,2181039104,2149646339,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477876, nanosec=78956820)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322694039,33554432,0,5,33554432,128,0,2181039104,2149580803,,Version bit 0
"builtin_interfaces.msg.Time(sec=1751477876, nanosec=111549477)",/novatel_top/rxstatus,RXSTATUS,93,180,2373,322694071,33587200,0,5,33587200,132,0,2181039104,2149580803,,"Jammer detected, Version bit 0"
"builtin_interfaces.msg.Time(sec=1751477878, nanosec=85189191)",/novatel_side/rxstatus,RXSTATUS,93,180,2373,322696045,33554432,0,5,33554432,128,0,2181039104,2149580801,,Version bit 0
