stamp,source_topic,message_data_length
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=77339258)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=35244093)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=79549555)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=104172339)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=81369720)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=111190043)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=81978297)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=111507377)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=85807113)",/novatel_side/oem7raw,120
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=111822337)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=89127554)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=113063400)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=106476885)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=114233912)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=114302505)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=115473997)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=122897553)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=131616384)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=138307817)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=148277583)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=146390612)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=149053874)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=153899471)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=156533820)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=161838209)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=163529912)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=169838494)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=172578277)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=177985434)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=179538507)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=185921684)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=187536802)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=195949290)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=199218420)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=196722485)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=199836374)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=202253908)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=200320660)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=210085429)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=200877510)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=217954104)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=208516135)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=226042716)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=211550600)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=233773174)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=248656311)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=251956214)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=252828166)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=258497136)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=266140403)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=308343575)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=274161642)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=310452237)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=282309902)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=312475736)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=294394509)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=314393504)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=294880830)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=316326565)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=295403696)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=317334850)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=295919137)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=318007876)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=298227857)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=320339876)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=306044196)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=321120981)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=314029042)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=321888291)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=321921138)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=324360040)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=329978057)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=332719183)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=338029031)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=339422180)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=344311581)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=349882081)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=346272271)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=350410809)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=353837057)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=350802128)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=369339337)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=351167838)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=378230197)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=356414133)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=386106503)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=364527186)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=396090171)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=371370934)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=402299454)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=379287812)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=409954053)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=388493702)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=417951927)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=425976113)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=433620320)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=446290218)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=476552192)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=447063091)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=477590161)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=448205087)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=480445546)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=449118394)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=481045835)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=450144569)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=482620704)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=458248218)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=484068125)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=466010081)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=484587843)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=473956790)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=485106143)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=482093763)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=485611716)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=494827443)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=499221626)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=495396148)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=499772931)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=496275667)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=500941302)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=497417625)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=501616823)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=505952984)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=502107958)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=514067482)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=507288256)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=521238094)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=516246822)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=529044666)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=524430625)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=538009425)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=531084854)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=548622062)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=539065370)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=549193952)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=554905091)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=549745428)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=556999679)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=550173448)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=557709096)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=553956588)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=558253434)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=561081561)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=559042956)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=569967602)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=563310589)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=577829952)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=571242418)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=585799491)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=580252143)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=595404830)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=588214019)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=595886863)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=597503679)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=596347023)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=598486563)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=597016150)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=599105819)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=602032174)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=612318344)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=610086117)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=620143062)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=617940070)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=627288216)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=625813350)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=635197021)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=633932965)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=655429159)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=646409065)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=657198922)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=647267389)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=657680124)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=648260807)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=658015760)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=649984335)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=658387368)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=657984534)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=667006599)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=665988994)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=676269192)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=673941920)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=684262782)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=681284855)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=698903756)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=689174293)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=699711948)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=694539284)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=700389134)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=695064460)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=700737183)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=695465044)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=701041665)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=697887035)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=708191889)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=706025992)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=715265821)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=714207871)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=723312950)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=721249517)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=731160720)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=730023022)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=741565542)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=737920285)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=747752172)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=745499395)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=748602801)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=746326367)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=749272913)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=746786806)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=749880303)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=747099949)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=755383854)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=752943122)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=763547833)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=762757735)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=770195178)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=772028076)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=778202869)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=785150368)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=786299714)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=787185672)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=795391770)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=796089246)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=799302935)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=796512623)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=800468096)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=797048421)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=801050637)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=802255531)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=801539582)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=809977949)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=804318437)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=816952827)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=812184560)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=825753146)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=819243684)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=834200339)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=830918551)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=836175944)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=846328140)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=847280268)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=848562352)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=849489480)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=856230934)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=850083879)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=857307704)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=858356015)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=858023656)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=866218672)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=858519467)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=874223601)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=860035613)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=881282890)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=860501811)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=869104227)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=895357859)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=875433373)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=895860315)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=883398312)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=896439369)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=898443298)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=896993693)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=899072495)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=898283236)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=899762743)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=905924501)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=900397007)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=913250197)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=900849450)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=921923898)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=907349164)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=930587777)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=915335878)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=923429682)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=932325316)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=937975059)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=945096547)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=945651578)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=948080353)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=946100459)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=948694271)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=946436919)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=949420230)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=953910601)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=949980547)",/novatel_top/oem7raw,80
