stamp,source_topic,message_data_length
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=734183425)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=742695466)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=747462730)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=750018443)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=764476502)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=766698371)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=772436318)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=774482915)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=782684898)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=784909292)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=784970155)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=787332902)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=791254801)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=800725801)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=796617961)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=811690582)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=804477737)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=814058586)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=812375593)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=821983221)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=820761799)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=840323486)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=832072224)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=841066958)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=832823063)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=841810632)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=833620072)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=842420453)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=834563602)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=842702656)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=836634212)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=845676029)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=844522161)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=853699112)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=852495897)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=863081050)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=861137458)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=871058106)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=868527472)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=880970821)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=883692228)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=881448075)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=884288461)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=882021453)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=885138462)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=882500258)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=885911065)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=884388352)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=886418234)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=892330147)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=894829101)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=900360475)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=902777510)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=908692192)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=909822828)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=916406914)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=917648579)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=924347122)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=931550444)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=935001217)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=932226509)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=935766128)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=932825926)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=936603018)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=933155582)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=937021430)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=939555239)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=937585539)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=948961999)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=941763638)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=956449901)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=949659922)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=964359234)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=959741432)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=972599075)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=966658387)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=981836564)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=973697545)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=982517433)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=984977445)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=982862319)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=985722501)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=983192157)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=986273512)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=988800830)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477610, nanosec=986925520)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=59026730)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=22587028)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=60440759)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=65005634)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=62995836)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=71502748)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=64456019)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=74627480)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=81110933)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=87477756)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=92678159)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=102007494)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=108731511)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=109777768)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=116676567)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=118836284)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=124686151)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=138336808)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=149212744)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=165857687)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=172598805)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=189459031)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=181643081)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=190828689)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=188405230)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=191424207)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=195530333)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=191984340)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=204635920)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=208979934)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=212600573)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=222849690)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=220399023)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=246993347)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=240269454)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=254257206)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=244375962)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=255103612)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=259697854)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=262206422)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=268650217)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=271152389)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=280656736)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=287702478)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=284957938)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=291991349)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=291476801)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=302829066)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=308372876)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=310972356)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=316545708)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=327662091)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=323523189)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=336790124)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=334313805)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=342811310)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=348507879)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=351031929)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=355687437)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=357840510)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=364592299)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=366756193)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=372888513)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=374746497)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=382629216)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=384013313)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=387651504)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=384903612)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=396687996)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=385670480)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=404849193)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=386457436)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=412375799)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=460799394)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=419529439)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=462355311)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=436398371)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=466761827)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=444398164)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=467542823)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=451404459)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=467844921)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=468964815)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=470675412)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=480709354)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=484913045)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=481119266)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=485916050)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=492451226)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=503135187)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=500390044)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=510810027)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=515582706)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=517970116)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=524449178)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=540078243)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=535004999)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=542087943)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=536310752)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=546262259)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=547618409)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=549992925)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=556422968)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=559065417)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=564297629)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=574846301)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=572318577)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=593687621)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=588434372)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=598674833)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=596431885)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=606629355)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=604523916)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=616961415)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=620428456)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=623069072)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=631290751)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=639805924)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=632669794)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=641707590)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=643470596)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=645848557)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=652557427)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=662885258)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=660595363)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=669933465)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=676824555)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=684150179)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=684419262)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=694822315)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=692733423)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=701777526)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=707572117)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=718551228)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=716515412)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=727606485)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=724388839)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=735475933)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=732644310)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=736210464)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=739684625)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=750846493)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=756584942)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=758697722)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=764431474)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=773672311)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=771449157)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=789235699)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=783678945)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=791029563)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=788911553)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=801228635)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=796533548)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=808883705)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=812602257)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=815627634)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=820521240)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=822721361)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=831575232)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=840487558)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=832157269)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=840989867)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=832799203)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=843773626)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=852490659)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=861936545)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=868679718)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=869851254)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=881061290)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=884088464)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=884827962)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=894030208)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=892523530)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=901942549)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=908494668)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=910974555)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=916413437)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=918960986)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=931284882)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=937512492)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=940525773)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=950990193)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=956570395)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=957917070)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=964734145)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=965915952)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=972526226)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=974931609)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=981451426)",/novatel_side/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=985624758)",/novatel_top/oem7raw,104
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=982039417)",/novatel_side/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=986657589)",/novatel_top/oem7raw,76
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=982471280)",/novatel_side/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=987108971)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=982985634)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=987748766)",/novatel_top/oem7raw,80
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=988620487)",/novatel_side/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=989916459)",/novatel_top/oem7raw,56
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=65812526)",/novatel_side/oem7raw,76
