stamp,rr_tire_temp_04,rr_tire_temp_03,rr_tire_temp_02,rr_tire_temp_01
"builtin_interfaces.msg.Time(sec=1751477617, nanosec=748057300)",58.20000000000002,55.0,44.30000000000001,38.099999999999994
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=749366940)",56.5,54.20000000000002,42.900000000000006,36.80000000000001
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=749366940)",56.5,54.20000000000002,42.900000000000006,36.80000000000001
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=749366940)",56.5,54.20000000000002,42.900000000000006,36.80000000000001
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=749366940)",56.5,54.20000000000002,42.900000000000006,36.80000000000001
"builtin_interfaces.msg.Time(sec=1751477618, nanosec=749366940)",56.5,54.20000000000002,42.900000000000006,36.80000000000001
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748780117)",57.0,55.0,45.400000000000006,38.099999999999994
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748780117)",57.0,55.0,45.400000000000006,38.099999999999994
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748780117)",57.0,55.0,45.400000000000006,38.099999999999994
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748780117)",57.0,55.0,45.400000000000006,38.099999999999994
"builtin_interfaces.msg.Time(sec=1751477619, nanosec=748780117)",57.0,55.0,45.400000000000006,38.099999999999994
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748779895)",58.10000000000002,55.400000000000006,45.20000000000002,39.30000000000001
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748779895)",58.10000000000002,55.400000000000006,45.20000000000002,39.30000000000001
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748779895)",58.10000000000002,55.400000000000006,45.20000000000002,39.30000000000001
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748779895)",58.10000000000002,55.400000000000006,45.20000000000002,39.30000000000001
"builtin_interfaces.msg.Time(sec=1751477620, nanosec=748779895)",58.10000000000002,55.400000000000006,45.20000000000002,39.30000000000001
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748974724)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748974724)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748974724)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748974724)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477621, nanosec=748974724)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748822755)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748822755)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
"builtin_interfaces.msg.Time(sec=1751477622, nanosec=748822755)",57.20000000000002,55.80000000000001,44.599999999999994,38.599999999999994
