stamp,sd_system_warning,sd_system_failure,sd_brake_warning1,sd_brake_warning2,sd_brake_warning3,sd_steer_warning1,sd_steer_warning2,sd_steer_warning3,motec_warning,est1_oos_front_brk,est2_oos_rear_brk,est3_low_eng_speed,est4_sd_comms_loss,est5_motec_comms_loss,est6_sd_ebrake,adlink_hb_lost,rc_lost
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=562016067)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=572010977)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=582066686)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=592770123)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=601992991)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=612027794)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=621988353)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=632036978)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=641927250)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=651950525)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=662012837)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=672051774)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=681976379)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=692778522)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=701932121)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=711993418)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=721981887)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=732005036)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=742061631)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=752003728)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=762226378)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=772724107)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=782034902)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=792164143)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=801914762)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=811929511)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=822770527)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=831917365)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=842780748)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=851908006)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=862052977)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=871922953)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=882403736)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=891972365)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=902030116)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=912040904)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=921999769)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=931995455)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=942416966)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=951900788)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=962019281)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=971915993)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=981991467)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477784, nanosec=992042263)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=2009274)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=11959582)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=22033065)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=31897904)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=41927815)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=52158603)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=62004987)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=72450332)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=81994736)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=92019207)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=102772279)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=112786047)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=122655387)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=132456411)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=141992148)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=152129216)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=162006977)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=173265224)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=182004262)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=192035372)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=202832315)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=212090435)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=222432677)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=232021379)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=242378852)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=252087954)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=262151046)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=272054646)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=282375040)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=291926023)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=302025826)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=312601754)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=322017455)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=331929652)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=342729626)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=351994849)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=361968955)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=371946510)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=382018648)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=398499432)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=402087546)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=411970208)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=421989970)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=431988056)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=441917643)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=452043219)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=462037574)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=474527891)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=482048855)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=491993981)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=502792503)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=512018020)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=522003700)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=532004884)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=542142561)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=552100449)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=562078728)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=572176068)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=582011541)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=592794206)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=602007105)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=611950708)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=622018464)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=632067928)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=643194065)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=652323194)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=662079456)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=673794103)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=682050184)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=694812100)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=702043609)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=712226605)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=722075015)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=732064213)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=743444553)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=751984794)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=766535759)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=772054937)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=782004901)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=382040785)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=412015669)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=444423426)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=472044605)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=503326861)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=552054013)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=612006773)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=631992864)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=741957244)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=752026008)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=772026285)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=782049475)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=792836920)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=806626878)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=812069099)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=821981026)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=832831894)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=842007896)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=852083651)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=861931321)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=872759114)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=882837890)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=902845719)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=913068844)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=922477024)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=943179114)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=952617854)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=962986711)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=972907630)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=982885754)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477786, nanosec=992909130)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=2239840)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=12419972)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=22160939)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=35248297)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=46729635)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=51929173)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=72890800)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=82897046)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=102848155)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=112045034)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=122659243)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=133028812)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=141984031)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=152068935)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=162057981)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=172055556)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=182267530)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=194266759)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=203078166)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=212123822)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=222578413)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=232098562)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=246500105)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=252822718)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=262644356)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=273817248)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=282033951)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=292390317)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=302857601)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=312040611)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=321957013)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=332159664)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=342802768)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=352868394)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=362174754)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=372775740)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=382825544)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=391927934)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=402106375)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=412040948)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=421933348)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=432154601)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=443637263)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=453300232)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=462358905)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=482024627)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=482024627)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=492176665)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=503080301)",False,False,False,False,False,False,False,False,0,False,False,False,False,False,False,False,False
