stamp,fl_tire_temp_04,fl_tire_temp_03,fl_tire_temp_02,fl_tire_temp_01
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=753774839)",31.900000000000006,32.400000000000006,29.599999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=753774839)",31.900000000000006,32.400000000000006,29.599999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=753774839)",31.900000000000006,32.400000000000006,29.599999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=753787885)",31.700000000000017,30.80000000000001,29.400000000000006,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=753787885)",31.700000000000017,30.80000000000001,29.400000000000006,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=753787885)",31.700000000000017,30.80000000000001,29.400000000000006,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=753787885)",31.700000000000017,30.80000000000001,29.400000000000006,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=753787885)",31.700000000000017,30.80000000000001,29.400000000000006,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=753852591)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=753852591)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=753852591)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=753852591)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=753852591)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=754004041)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=754004041)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=754004041)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=754004041)",31.900000000000006,32.80000000000001,30.900000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=753799622)",30.900000000000006,32.30000000000001,29.099999999999994,28.30000000000001
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=753799622)",30.900000000000006,32.30000000000001,29.099999999999994,28.30000000000001
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=753799622)",30.900000000000006,32.30000000000001,29.099999999999994,28.30000000000001
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=753799622)",30.900000000000006,32.30000000000001,29.099999999999994,28.30000000000001
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=753799622)",30.900000000000006,32.30000000000001,29.099999999999994,28.30000000000001
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=753900084)",29.900000000000006,30.900000000000006,28.599999999999994,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=753900084)",29.900000000000006,30.900000000000006,28.599999999999994,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=753900084)",29.900000000000006,30.900000000000006,28.599999999999994,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=753900084)",29.900000000000006,30.900000000000006,28.599999999999994,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=753900084)",29.900000000000006,30.900000000000006,28.599999999999994,26.60000000000001
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=753783122)",32.5,32.80000000000001,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=753783122)",32.5,32.80000000000001,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=753783122)",32.5,32.80000000000001,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=753783122)",32.5,32.80000000000001,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=753783122)",32.5,32.80000000000001,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=753843075)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=753843075)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=753843075)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=753843075)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=753843075)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=753777051)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=753777051)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=753777051)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=753777051)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=753777051)",31.599999999999994,32.400000000000006,30.0,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=754200153)",32.80000000000001,31.700000000000017,30.0,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=754200153)",32.80000000000001,31.700000000000017,30.0,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=754200153)",32.80000000000001,31.700000000000017,30.0,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=754200153)",32.80000000000001,31.700000000000017,30.0,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=754200153)",32.80000000000001,31.700000000000017,30.0,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=754206028)",32.0,32.80000000000001,30.099999999999994,26.80000000000001
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=754206028)",32.0,32.80000000000001,30.099999999999994,26.80000000000001
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=754206028)",32.0,32.80000000000001,30.099999999999994,26.80000000000001
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=754206028)",32.0,32.80000000000001,30.099999999999994,26.80000000000001
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=754206028)",32.0,32.80000000000001,30.099999999999994,26.80000000000001
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=754681838)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=754681838)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=754681838)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=754681838)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=754681838)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=753843797)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=753843797)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=753843797)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=753843797)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=753843797)",31.700000000000017,32.80000000000001,30.099999999999994,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=753773986)",33.0,33.30000000000001,31.900000000000006,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=753773986)",33.0,33.30000000000001,31.900000000000006,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=753773986)",33.0,33.30000000000001,31.900000000000006,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=753773986)",33.0,33.30000000000001,31.900000000000006,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=753773986)",33.0,33.30000000000001,31.900000000000006,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=753774853)",31.700000000000017,32.599999999999994,29.80000000000001,27.5
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=753774853)",31.700000000000017,32.599999999999994,29.80000000000001,27.5
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=753774853)",31.700000000000017,32.599999999999994,29.80000000000001,27.5
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=753774853)",31.700000000000017,32.599999999999994,29.80000000000001,27.5
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=753774853)",31.700000000000017,32.599999999999994,29.80000000000001,27.5
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=753814672)",32.599999999999994,32.5,31.400000000000006,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=753814672)",32.599999999999994,32.5,31.400000000000006,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=753814672)",32.599999999999994,32.5,31.400000000000006,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=753814672)",32.599999999999994,32.5,31.400000000000006,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=753814672)",32.599999999999994,32.5,31.400000000000006,27.400000000000006
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=753770234)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=753770234)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=753770234)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=753770234)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=753770234)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=754743511)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=754743511)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=754743511)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=754743511)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=754743511)",32.80000000000001,33.80000000000001,30.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=754741117)",33.30000000000001,34.0,32.70000000000002,28.599999999999994
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=754741117)",33.30000000000001,34.0,32.70000000000002,28.599999999999994
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=754741117)",33.30000000000001,34.0,32.70000000000002,28.599999999999994
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=754741117)",33.30000000000001,34.0,32.70000000000002,28.599999999999994
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=754741117)",33.30000000000001,34.0,32.70000000000002,28.599999999999994
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=754801020)",32.0,32.80000000000001,31.0,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=754801020)",32.0,32.80000000000001,31.0,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=754801020)",32.0,32.80000000000001,31.0,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=754801020)",32.0,32.80000000000001,31.0,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=754801020)",32.0,32.80000000000001,31.0,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=754812809)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=754812809)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=754812809)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=754812809)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=754812809)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=758135465)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=758135465)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=758135465)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=758135465)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=758135465)",32.5,33.099999999999994,30.80000000000001,26.700000000000003
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=754777693)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=754777693)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=754777693)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=754777693)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=754777693)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=754856070)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=754856070)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=754856070)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=754856070)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=754856070)",31.30000000000001,32.099999999999994,28.80000000000001,27.30000000000001
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=754809845)",33.0,32.20000000000002,31.5,26.0
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=754809845)",33.0,32.20000000000002,31.5,26.0
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=754809845)",33.0,32.20000000000002,31.5,26.0
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=754809845)",33.0,32.20000000000002,31.5,26.0
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=754809845)",33.0,32.20000000000002,31.5,26.0
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=754770305)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=754770305)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=754770305)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=754770305)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=754770305)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=754806139)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=754806139)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=754806139)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=754806139)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=754806139)",33.20000000000002,33.5,31.400000000000006,28.400000000000006
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=754776806)",32.599999999999994,32.5,30.099999999999994,26.400000000000006
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=754776806)",32.599999999999994,32.5,30.099999999999994,26.400000000000006
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=754776806)",32.599999999999994,32.5,30.099999999999994,26.400000000000006
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=754776806)",32.599999999999994,32.5,30.099999999999994,26.400000000000006
"builtin_interfaces.msg.Time(sec=1751477764, nanosec=754776806)",32.599999999999994,32.5,30.099999999999994,26.400000000000006
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=754847176)",32.900000000000006,34.900000000000006,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=754847176)",32.900000000000006,34.900000000000006,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=754847176)",32.900000000000006,34.900000000000006,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=754847176)",32.900000000000006,34.900000000000006,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=754847176)",32.900000000000006,34.900000000000006,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=754788332)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=754788332)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=754788332)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=754788332)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477766, nanosec=754788332)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=754780232)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=754780232)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=754780232)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=754780232)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=754780232)",33.20000000000002,35.30000000000001,31.400000000000006,29.5
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=754786249)",33.099999999999994,33.400000000000006,32.099999999999994,27.200000000000003
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=754786249)",33.099999999999994,33.400000000000006,32.099999999999994,27.200000000000003
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=754786249)",33.099999999999994,33.400000000000006,32.099999999999994,27.200000000000003
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=754786249)",33.099999999999994,33.400000000000006,32.099999999999994,27.200000000000003
"builtin_interfaces.msg.Time(sec=1751477768, nanosec=754786249)",33.099999999999994,33.400000000000006,32.099999999999994,27.200000000000003
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=754794934)",32.70000000000002,34.0,31.0,28.5
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=754794934)",32.70000000000002,34.0,31.0,28.5
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=754794934)",32.70000000000002,34.0,31.0,28.5
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=754794934)",32.70000000000002,34.0,31.0,28.5
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=754794934)",32.70000000000002,34.0,31.0,28.5
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=754777591)",32.80000000000001,33.5,31.700000000000017,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=754777591)",32.80000000000001,33.5,31.700000000000017,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=754777591)",32.80000000000001,33.5,31.700000000000017,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=754777591)",32.80000000000001,33.5,31.700000000000017,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477770, nanosec=754777591)",32.80000000000001,33.5,31.700000000000017,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=754786178)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=754786178)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=754786178)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=754786178)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=754786178)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=754784240)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=754784240)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=754784240)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=754784240)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477772, nanosec=754784240)",32.0,33.5,31.400000000000006,26.30000000000001
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=758409573)",33.30000000000001,34.0,31.5,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=758409573)",33.30000000000001,34.0,31.5,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=758409573)",33.30000000000001,34.0,31.5,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=758409573)",33.30000000000001,34.0,31.5,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=758409573)",33.30000000000001,34.0,31.5,28.099999999999994
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=755760922)",34.900000000000006,34.5,32.5,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=755760922)",34.900000000000006,34.5,32.5,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=755760922)",34.900000000000006,34.5,32.5,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=755760922)",34.900000000000006,34.5,32.5,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477774, nanosec=755760922)",34.900000000000006,34.5,32.5,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=755785764)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=755785764)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=755785764)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=755785764)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=755785764)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=755790835)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=755790835)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=755790835)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=755790835)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477776, nanosec=755790835)",33.400000000000006,33.400000000000006,31.700000000000017,27.80000000000001
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=755778524)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=755778524)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=755778524)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=755778524)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=755778524)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=755781231)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=755781231)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=755781231)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=755781231)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477778, nanosec=755781231)",34.0,35.20000000000002,33.400000000000006,28.900000000000006
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=758247369)",34.0,35.099999999999994,33.20000000000002,28.80000000000001
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=758247369)",34.0,35.099999999999994,33.20000000000002,28.80000000000001
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=758247369)",34.0,35.099999999999994,33.20000000000002,28.80000000000001
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=758247369)",34.0,35.099999999999994,33.20000000000002,28.80000000000001
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=758247369)",34.0,35.099999999999994,33.20000000000002,28.80000000000001
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=755777914)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=755777914)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=755777914)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=755777914)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477780, nanosec=755777914)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=755802426)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=755802426)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=755802426)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=755802426)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=755802426)",34.599999999999994,35.400000000000006,33.30000000000001,29.30000000000001
