stamp,wheel_potentiometer_rr,wheel_potentiometer_rl,wheel_potentiometer_fr,wheel_potentiometer_fl
"builtin_interfaces.msg.Time(sec=1751478012, nanosec=768954808)",43.410000000000004,44.21,35.62,35.21
"builtin_interfaces.msg.Time(sec=1751478012, nanosec=968971465)",43.49,44.1,35.5,35.25
"builtin_interfaces.msg.Time(sec=1751478013, nanosec=168911080)",43.5,44.18,35.39,35.38
"builtin_interfaces.msg.Time(sec=1751478013, nanosec=368914048)",43.46,44.12,35.38,35.21
"builtin_interfaces.msg.Time(sec=1751478013, nanosec=568964822)",43.42,43.980000000000004,35.480000000000004,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751478013, nanosec=768969045)",43.39,43.93,35.53,34.800000000000004
"builtin_interfaces.msg.Time(sec=1751478013, nanosec=969792722)",43.36,43.980000000000004,35.730000000000004,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478014, nanosec=168985741)",43.36,44.160000000000004,35.730000000000004,34.88
"builtin_interfaces.msg.Time(sec=1751478014, nanosec=369684756)",43.25,44.26,35.71,34.84
"builtin_interfaces.msg.Time(sec=1751478014, nanosec=569002527)",43.17,44.24,35.730000000000004,34.96
"builtin_interfaces.msg.Time(sec=1751478014, nanosec=768926991)",43.32,44.27,35.730000000000004,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751478014, nanosec=970109043)",43.39,44.46,35.59,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751478015, nanosec=169012590)",43.53,44.46,35.57,34.7
"builtin_interfaces.msg.Time(sec=1751478015, nanosec=368932484)",43.64,44.53,35.59,34.7
"builtin_interfaces.msg.Time(sec=1751478015, nanosec=569807585)",43.64,44.52,35.59,34.68
"builtin_interfaces.msg.Time(sec=1751478015, nanosec=768997063)",43.65,44.49,35.550000000000004,34.68
"builtin_interfaces.msg.Time(sec=1751478015, nanosec=968953096)",43.800000000000004,44.480000000000004,35.550000000000004,34.68
"builtin_interfaces.msg.Time(sec=1751478016, nanosec=168943512)",43.71,44.57,35.68,34.64
"builtin_interfaces.msg.Time(sec=1751478016, nanosec=368907133)",43.79,44.74,35.25,34.160000000000004
"builtin_interfaces.msg.Time(sec=1751478016, nanosec=568938891)",43.36,44.35,35.75,34.71
"builtin_interfaces.msg.Time(sec=1751478016, nanosec=768969125)",43.43,44.410000000000004,35.68,34.550000000000004
"builtin_interfaces.msg.Time(sec=1751478016, nanosec=968925650)",43.160000000000004,44.64,35.730000000000004,34.38
"builtin_interfaces.msg.Time(sec=1751478017, nanosec=168932895)",43.550000000000004,44.53,35.57,34.75
"builtin_interfaces.msg.Time(sec=1751478017, nanosec=368920097)",43.5,44.7,35.730000000000004,34.46
"builtin_interfaces.msg.Time(sec=1751478017, nanosec=569398616)",43.410000000000004,44.52,35.730000000000004,34.57
"builtin_interfaces.msg.Time(sec=1751478017, nanosec=768894952)",43.5,44.49,35.75,34.64
"builtin_interfaces.msg.Time(sec=1751478017, nanosec=968927277)",43.64,44.37,35.730000000000004,34.7
"builtin_interfaces.msg.Time(sec=1751478018, nanosec=169261680)",43.5,44.29,34.57,34.57
"builtin_interfaces.msg.Time(sec=1751478018, nanosec=368893915)",43.54,44.21,35.660000000000004,34.38
"builtin_interfaces.msg.Time(sec=1751478018, nanosec=568899491)",43.64,44.49,34.84,34.64
"builtin_interfaces.msg.Time(sec=1751478018, nanosec=768902846)",43.77,44.44,35.7,34.800000000000004
"builtin_interfaces.msg.Time(sec=1751478018, nanosec=968851930)",43.85,44.36,35.71,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751478019, nanosec=168918834)",43.58,44.33,35.7,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751478019, nanosec=368959695)",43.550000000000004,44.36,35.68,34.46
"builtin_interfaces.msg.Time(sec=1751478019, nanosec=768909583)",43.44,44.1,35.75,34.84
"builtin_interfaces.msg.Time(sec=1751478019, nanosec=968929094)",43.59,43.910000000000004,35.730000000000004,34.93
"builtin_interfaces.msg.Time(sec=1751478020, nanosec=168832175)",43.46,44.0,35.71,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751478020, nanosec=368873116)",43.25,43.800000000000004,35.68,34.87
"builtin_interfaces.msg.Time(sec=1751478020, nanosec=570305933)",43.53,43.660000000000004,35.57,34.96
"builtin_interfaces.msg.Time(sec=1751478020, nanosec=769919440)",43.37,43.64,35.730000000000004,35.04
"builtin_interfaces.msg.Time(sec=1751478020, nanosec=968996885)",43.35,43.86,35.68,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478021, nanosec=168883798)",43.37,43.86,35.7,34.86
"builtin_interfaces.msg.Time(sec=1751478021, nanosec=369795826)",43.52,43.86,35.68,35.21
"builtin_interfaces.msg.Time(sec=1751478021, nanosec=569585058)",43.46,43.99,35.730000000000004,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478021, nanosec=768878164)",43.31,43.99,35.62,34.75
"builtin_interfaces.msg.Time(sec=1751478021, nanosec=968884677)",43.32,43.71,35.75,35.25
"builtin_interfaces.msg.Time(sec=1751478022, nanosec=168897908)",43.61,43.87,35.59,35.07
"builtin_interfaces.msg.Time(sec=1751478022, nanosec=368904693)",43.53,43.74,35.71,35.34
"builtin_interfaces.msg.Time(sec=1751478022, nanosec=569380181)",43.52,43.81,35.730000000000004,35.46
"builtin_interfaces.msg.Time(sec=1751478022, nanosec=769807627)",43.58,43.74,35.68,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751478022, nanosec=968884807)",43.69,43.62,35.660000000000004,35.59
"builtin_interfaces.msg.Time(sec=1751478023, nanosec=170533755)",43.59,43.83,35.63,35.57
"builtin_interfaces.msg.Time(sec=1751478023, nanosec=368810706)",43.6,43.68,35.730000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751478023, nanosec=570283924)",43.62,43.46,35.730000000000004,35.59
"builtin_interfaces.msg.Time(sec=1751478023, nanosec=769090900)",43.44,43.69,35.68,35.46
"builtin_interfaces.msg.Time(sec=1751478023, nanosec=968814959)",43.44,43.480000000000004,35.68,35.62
"builtin_interfaces.msg.Time(sec=1751478024, nanosec=168805029)",43.52,43.76,35.68,35.57
"builtin_interfaces.msg.Time(sec=1751478024, nanosec=368843188)",43.37,43.87,35.550000000000004,35.25
"builtin_interfaces.msg.Time(sec=1751478024, nanosec=569279872)",43.660000000000004,43.76,35.37,35.59
"builtin_interfaces.msg.Time(sec=1751478024, nanosec=769019869)",43.660000000000004,44.09,35.37,35.45
"builtin_interfaces.msg.Time(sec=1751478024, nanosec=968792591)",43.52,43.92,35.09,35.29
"builtin_interfaces.msg.Time(sec=1751478025, nanosec=168796517)",43.62,43.77,35.36,35.52
"builtin_interfaces.msg.Time(sec=1751478025, nanosec=368909456)",43.46,43.87,35.37,35.25
"builtin_interfaces.msg.Time(sec=1751478025, nanosec=568801767)",43.59,43.99,35.7,35.46
"builtin_interfaces.msg.Time(sec=1751478025, nanosec=768830691)",43.54,44.0,35.68,35.39
"builtin_interfaces.msg.Time(sec=1751478025, nanosec=968891809)",43.480000000000004,43.77,35.54,35.13
"builtin_interfaces.msg.Time(sec=1751478026, nanosec=168790191)",43.550000000000004,43.7,35.300000000000004,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751478026, nanosec=368863253)",43.54,43.99,35.64,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751478026, nanosec=568840930)",43.6,43.96,35.480000000000004,35.14
"builtin_interfaces.msg.Time(sec=1751478026, nanosec=770823043)",43.7,43.69,35.54,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751478026, nanosec=968835479)",43.59,44.300000000000004,35.660000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751478027, nanosec=168777429)",43.410000000000004,43.910000000000004,35.57,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751478027, nanosec=368773297)",43.550000000000004,43.87,35.68,35.14
"builtin_interfaces.msg.Time(sec=1751478027, nanosec=568777389)",43.410000000000004,44.02,35.64,34.93
"builtin_interfaces.msg.Time(sec=1751478027, nanosec=768878686)",43.35,44.0,35.68,34.96
"builtin_interfaces.msg.Time(sec=1751478027, nanosec=968855090)",43.46,44.27,35.68,35.07
"builtin_interfaces.msg.Time(sec=1751478028, nanosec=168774385)",43.49,44.02,35.62,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751478028, nanosec=368792601)",43.49,44.11,35.730000000000004,35.38
"builtin_interfaces.msg.Time(sec=1751478028, nanosec=568815705)",43.5,44.08,35.62,35.25
"builtin_interfaces.msg.Time(sec=1751478028, nanosec=768817463)",43.49,44.050000000000004,35.730000000000004,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751478028, nanosec=968803166)",43.52,44.03,35.730000000000004,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751478029, nanosec=168758245)",43.54,44.2,35.730000000000004,35.07
"builtin_interfaces.msg.Time(sec=1751478029, nanosec=368758559)",43.76,44.37,35.63,34.800000000000004
"builtin_interfaces.msg.Time(sec=1751478029, nanosec=568750015)",43.87,44.46,35.660000000000004,34.87
"builtin_interfaces.msg.Time(sec=1751478029, nanosec=769860249)",43.99,44.42,35.480000000000004,34.75
"builtin_interfaces.msg.Time(sec=1751478029, nanosec=968751521)",43.99,44.43,35.53,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751478030, nanosec=168743181)",44.02,44.52,35.46,34.95
"builtin_interfaces.msg.Time(sec=1751478030, nanosec=368759030)",43.910000000000004,44.300000000000004,35.29,34.96
"builtin_interfaces.msg.Time(sec=1751478030, nanosec=568754295)",44.08,44.53,34.5,34.18
"builtin_interfaces.msg.Time(sec=1751478030, nanosec=770633195)",44.0,44.26,35.59,35.46
"builtin_interfaces.msg.Time(sec=1751478030, nanosec=968761999)",44.04,44.51,35.18,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751478031, nanosec=168760861)",43.93,44.550000000000004,35.46,35.03
"builtin_interfaces.msg.Time(sec=1751478031, nanosec=368752264)",43.74,44.64,35.46,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751478031, nanosec=568897094)",43.69,44.64,35.54,35.03
"builtin_interfaces.msg.Time(sec=1751478031, nanosec=768803024)",43.62,44.62,35.63,35.07
"builtin_interfaces.msg.Time(sec=1751478031, nanosec=968783089)",43.480000000000004,44.65,35.730000000000004,35.2
"builtin_interfaces.msg.Time(sec=1751478032, nanosec=168854389)",43.480000000000004,44.6,35.68,35.36
"builtin_interfaces.msg.Time(sec=1751478032, nanosec=368044367)",43.52,44.65,35.62,35.39
"builtin_interfaces.msg.Time(sec=1751478032, nanosec=568823063)",43.6,44.480000000000004,35.52,35.52
"builtin_interfaces.msg.Time(sec=1751478032, nanosec=768836907)",43.44,44.68,35.68,35.38
"builtin_interfaces.msg.Time(sec=1751478032, nanosec=968838218)",43.21,44.75,35.64,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751478033, nanosec=171782227)",43.25,44.65,35.53,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751478033, nanosec=368185210)",43.44,44.52,35.480000000000004,35.5
"builtin_interfaces.msg.Time(sec=1751478033, nanosec=568194925)",43.5,44.660000000000004,35.59,35.53
"builtin_interfaces.msg.Time(sec=1751478033, nanosec=768279528)",43.58,44.46,35.480000000000004,35.59
"builtin_interfaces.msg.Time(sec=1751478033, nanosec=967907586)",43.910000000000004,44.2,35.18,35.59
"builtin_interfaces.msg.Time(sec=1751478034, nanosec=167963359)",43.87,44.27,35.34,35.59
"builtin_interfaces.msg.Time(sec=1751478034, nanosec=368806220)",43.980000000000004,43.96,35.12,35.64
"builtin_interfaces.msg.Time(sec=1751478034, nanosec=568442115)",43.83,44.12,35.2,35.57
"builtin_interfaces.msg.Time(sec=1751478034, nanosec=768090140)",43.44,44.37,35.59,35.62
"builtin_interfaces.msg.Time(sec=1751478034, nanosec=968102610)",43.39,44.7,35.63,35.59
"builtin_interfaces.msg.Time(sec=1751478035, nanosec=167998809)",43.31,44.730000000000004,35.57,35.53
"builtin_interfaces.msg.Time(sec=1751478035, nanosec=368012989)",43.31,44.58,35.64,35.57
"builtin_interfaces.msg.Time(sec=1751478035, nanosec=568046381)",43.39,44.53,35.730000000000004,35.59
"builtin_interfaces.msg.Time(sec=1751478035, nanosec=768007627)",43.31,44.49,35.730000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751478035, nanosec=968036326)",43.21,44.68,35.62,35.57
"builtin_interfaces.msg.Time(sec=1751478036, nanosec=168007225)",43.46,44.27,35.43,35.63
"builtin_interfaces.msg.Time(sec=1751478036, nanosec=367959260)",43.7,44.12,35.32,35.63
"builtin_interfaces.msg.Time(sec=1751478036, nanosec=567993204)",43.54,44.14,35.38,35.57
"builtin_interfaces.msg.Time(sec=1751478036, nanosec=768514275)",43.28,44.43,35.71,35.59
"builtin_interfaces.msg.Time(sec=1751478036, nanosec=968023913)",43.28,44.44,35.660000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751478037, nanosec=168027836)",43.35,44.32,35.64,35.59
"builtin_interfaces.msg.Time(sec=1751478037, nanosec=368021175)",43.39,44.25,35.68,35.57
"builtin_interfaces.msg.Time(sec=1751478037, nanosec=567887442)",43.39,44.18,35.71,35.57
"builtin_interfaces.msg.Time(sec=1751478037, nanosec=767873427)",43.43,44.18,35.730000000000004,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751478037, nanosec=967899117)",43.35,44.2,35.730000000000004,35.54
"builtin_interfaces.msg.Time(sec=1751478038, nanosec=167961335)",43.32,44.19,35.730000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751478038, nanosec=367878585)",43.26,44.26,35.75,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751478038, nanosec=567967030)",43.12,44.33,35.71,35.45
"builtin_interfaces.msg.Time(sec=1751478038, nanosec=767900922)",43.14,44.2,35.07,35.52
"builtin_interfaces.msg.Time(sec=1751478038, nanosec=967964028)",43.410000000000004,44.09,35.7,35.57
"builtin_interfaces.msg.Time(sec=1751478039, nanosec=169516054)",43.54,44.08,35.71,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751478039, nanosec=367901966)",43.410000000000004,44.02,35.71,35.54
"builtin_interfaces.msg.Time(sec=1751478039, nanosec=567961684)",43.46,44.03,35.730000000000004,35.45
"builtin_interfaces.msg.Time(sec=1751478039, nanosec=767945629)",43.15,43.910000000000004,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751478039, nanosec=969536813)",43.1,43.59,35.730000000000004,35.27
"builtin_interfaces.msg.Time(sec=1751478040, nanosec=167961334)",43.21,43.75,35.71,35.14
"builtin_interfaces.msg.Time(sec=1751478040, nanosec=367878478)",43.54,43.61,35.64,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478040, nanosec=568009879)",43.46,43.64,35.59,35.12
"builtin_interfaces.msg.Time(sec=1751478040, nanosec=767945511)",43.46,43.660000000000004,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751478040, nanosec=967959773)",43.52,43.71,35.68,35.29
"builtin_interfaces.msg.Time(sec=1751478041, nanosec=168103250)",43.44,43.86,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751478041, nanosec=368452429)",43.39,43.71,35.64,35.12
"builtin_interfaces.msg.Time(sec=1751478041, nanosec=568704772)",43.35,43.68,35.68,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751478041, nanosec=769167817)",43.25,43.800000000000004,35.68,35.13
"builtin_interfaces.msg.Time(sec=1751478041, nanosec=967946273)",43.300000000000004,43.77,35.730000000000004,35.21
"builtin_interfaces.msg.Time(sec=1751478042, nanosec=167888408)",43.21,43.76,34.87,35.43
"builtin_interfaces.msg.Time(sec=1751478042, nanosec=367839457)",43.17,43.71,35.75,35.39
"builtin_interfaces.msg.Time(sec=1751478042, nanosec=568707371)",43.09,43.58,35.7,35.54
"builtin_interfaces.msg.Time(sec=1751478042, nanosec=767892963)",43.08,43.59,35.730000000000004,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751478042, nanosec=967949108)",43.02,43.61,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751478043, nanosec=167940348)",42.95,43.62,35.660000000000004,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751478043, nanosec=367922567)",43.28,43.660000000000004,35.54,34.84
"builtin_interfaces.msg.Time(sec=1751478043, nanosec=567912797)",43.39,43.9,35.45,34.77
"builtin_interfaces.msg.Time(sec=1751478043, nanosec=769326361)",43.44,43.92,35.5,34.75
"builtin_interfaces.msg.Time(sec=1751478043, nanosec=968904755)",43.35,43.82,35.550000000000004,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478044, nanosec=167885106)",43.2,43.85,35.46,34.75
"builtin_interfaces.msg.Time(sec=1751478044, nanosec=367957178)",43.17,43.75,35.43,35.07
"builtin_interfaces.msg.Time(sec=1751478044, nanosec=567943451)",43.14,43.87,35.68,35.04
"builtin_interfaces.msg.Time(sec=1751478044, nanosec=767927382)",43.2,43.980000000000004,35.43,34.7
"builtin_interfaces.msg.Time(sec=1751478044, nanosec=969860186)",43.21,43.93,35.68,35.07
"builtin_interfaces.msg.Time(sec=1751478045, nanosec=167927317)",43.160000000000004,43.87,35.7,35.07
"builtin_interfaces.msg.Time(sec=1751478045, nanosec=367888541)",43.15,43.910000000000004,35.62,34.84
"builtin_interfaces.msg.Time(sec=1751478045, nanosec=568582667)",43.12,43.980000000000004,35.64,34.93
"builtin_interfaces.msg.Time(sec=1751478045, nanosec=767918755)",43.06,44.12,35.5,34.93
"builtin_interfaces.msg.Time(sec=1751478045, nanosec=967890129)",42.99,44.21,35.550000000000004,34.68
"builtin_interfaces.msg.Time(sec=1751478046, nanosec=167861194)",42.89,44.09,35.57,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478046, nanosec=369178156)",42.86,43.92,35.52,35.03
"builtin_interfaces.msg.Time(sec=1751478046, nanosec=568012260)",42.980000000000004,43.910000000000004,35.29,35.09
"builtin_interfaces.msg.Time(sec=1751478046, nanosec=767838978)",42.89,43.83,35.300000000000004,34.96
"builtin_interfaces.msg.Time(sec=1751478046, nanosec=967868576)",43.09,43.93,35.57,35.04
"builtin_interfaces.msg.Time(sec=1751478047, nanosec=169056477)",43.08,43.79,35.32,35.18
"builtin_interfaces.msg.Time(sec=1751478047, nanosec=367869295)",42.77,43.35,34.07,33.8
"builtin_interfaces.msg.Time(sec=1751478047, nanosec=567893030)",42.910000000000004,43.480000000000004,35.59,35.57
"builtin_interfaces.msg.Time(sec=1751478047, nanosec=768917042)",43.21,43.82,34.84,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751478047, nanosec=967886643)",43.06,43.660000000000004,35.160000000000004,35.32
"builtin_interfaces.msg.Time(sec=1751478048, nanosec=167919943)",43.39,43.87,35.07,35.34
"builtin_interfaces.msg.Time(sec=1751478048, nanosec=367861910)",43.71,43.59,34.93,35.64
"builtin_interfaces.msg.Time(sec=1751478048, nanosec=567882137)",43.62,43.62,35.2,35.59
"builtin_interfaces.msg.Time(sec=1751478048, nanosec=767846402)",43.71,43.6,34.68,34.79
"builtin_interfaces.msg.Time(sec=1751478048, nanosec=967841774)",43.69,44.0,34.75,34.5
"builtin_interfaces.msg.Time(sec=1751478049, nanosec=168002780)",43.75,44.29,34.96,34.14
"builtin_interfaces.msg.Time(sec=1751478049, nanosec=367841377)",43.86,44.27,35.13,34.43
"builtin_interfaces.msg.Time(sec=1751478049, nanosec=567845317)",43.74,44.49,35.230000000000004,34.550000000000004
"builtin_interfaces.msg.Time(sec=1751478049, nanosec=767896785)",43.94,44.53,35.2,34.82
"builtin_interfaces.msg.Time(sec=1751478049, nanosec=967856286)",43.96,44.53,35.12,34.82
"builtin_interfaces.msg.Time(sec=1751478050, nanosec=167856150)",43.81,44.46,35.300000000000004,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751478050, nanosec=367814758)",43.36,44.410000000000004,35.64,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478050, nanosec=567850711)",43.17,44.42,35.730000000000004,34.86
"builtin_interfaces.msg.Time(sec=1751478050, nanosec=767839829)",43.44,44.2,35.68,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478050, nanosec=967839347)",43.42,44.57,35.68,34.75
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=167840083)",43.160000000000004,43.83,35.64,35.32
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=367858769)",43.35,44.53,35.730000000000004,34.95
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=569700361)",43.35,44.4,35.71,35.07
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=767837513)",43.160000000000004,44.64,35.7,34.96
"builtin_interfaces.msg.Time(sec=1751478051, nanosec=967813228)",43.300000000000004,44.57,35.68,34.96
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=167794085)",43.160000000000004,44.46,35.68,35.07
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=367824041)",43.43,44.37,35.7,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=567774226)",43.61,44.31,35.7,35.38
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=757781332)",43.68,44.03,35.68,35.46
"builtin_interfaces.msg.Time(sec=1751478052, nanosec=967778435)",43.77,44.02,35.57,35.37
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=167775857)",43.57,44.21,35.730000000000004,35.36
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=367778866)",43.6,44.09,35.730000000000004,35.36
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=567786043)",43.7,44.12,35.7,35.34
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=768035816)",43.910000000000004,43.980000000000004,35.71,35.59
"builtin_interfaces.msg.Time(sec=1751478053, nanosec=967813427)",43.910000000000004,43.96,35.62,35.46
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=167863784)",43.82,44.03,35.730000000000004,35.46
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=370721871)",43.75,44.27,35.71,35.46
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=567818199)",43.980000000000004,44.09,35.63,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=767827532)",44.11,43.93,35.57,35.57
"builtin_interfaces.msg.Time(sec=1751478054, nanosec=967804468)",44.12,44.09,35.63,35.57
"builtin_interfaces.msg.Time(sec=1751478055, nanosec=168024378)",44.04,44.07,35.68,35.59
"builtin_interfaces.msg.Time(sec=1751478055, nanosec=367758652)",43.81,44.24,35.68,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751478055, nanosec=567745697)",43.76,44.2,35.64,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751478055, nanosec=767758772)",43.59,44.08,35.62,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751478055, nanosec=967758792)",43.86,43.99,35.59,35.53
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=167753540)",43.660000000000004,44.050000000000004,35.68,35.36
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=367747737)",43.71,44.14,35.59,35.46
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=567798765)",43.69,44.11,35.57,35.45
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=767790697)",43.52,44.050000000000004,35.59,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751478056, nanosec=967746221)",43.58,44.050000000000004,35.54,35.46
"builtin_interfaces.msg.Time(sec=1751478057, nanosec=169317892)",43.62,44.08,35.43,35.29
"builtin_interfaces.msg.Time(sec=1751478057, nanosec=367757688)",43.46,43.92,35.53,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751478057, nanosec=568457865)",43.65,44.04,35.5,35.53
"builtin_interfaces.msg.Time(sec=1751478057, nanosec=767762774)",43.59,44.14,35.59,35.45
"builtin_interfaces.msg.Time(sec=1751478057, nanosec=967753515)",43.49,44.31,35.71,35.29
"builtin_interfaces.msg.Time(sec=1751478058, nanosec=167749954)",43.28,44.410000000000004,35.75,35.18
"builtin_interfaces.msg.Time(sec=1751478058, nanosec=367772184)",43.52,44.37,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751478058, nanosec=567045657)",43.37,44.21,35.57,35.04
"builtin_interfaces.msg.Time(sec=1751478058, nanosec=767187332)",43.14,44.37,35.730000000000004,35.050000000000004
"builtin_interfaces.msg.Time(sec=1751478058, nanosec=967058983)",43.08,44.62,35.730000000000004,35.07
"builtin_interfaces.msg.Time(sec=1751478059, nanosec=167033675)",43.160000000000004,44.52,35.59,35.02
"builtin_interfaces.msg.Time(sec=1751478059, nanosec=366935463)",43.08,44.44,35.7,34.96
"builtin_interfaces.msg.Time(sec=1751478059, nanosec=566955978)",43.1,44.050000000000004,35.62,34.96
"builtin_interfaces.msg.Time(sec=1751478059, nanosec=767028535)",43.03,44.27,35.59,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751478059, nanosec=967078514)",43.1,44.24,35.64,35.07
"builtin_interfaces.msg.Time(sec=1751478060, nanosec=169441357)",43.24,44.35,35.730000000000004,35.050000000000004
"builtin_interfaces.msg.Time(sec=1751478060, nanosec=367835115)",42.910000000000004,44.4,35.730000000000004,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751478060, nanosec=567033461)",43.1,44.37,35.68,35.04
"builtin_interfaces.msg.Time(sec=1751478060, nanosec=767050506)",43.25,44.33,35.59,34.95
"builtin_interfaces.msg.Time(sec=1751478060, nanosec=966970681)",43.17,44.300000000000004,35.75,35.14
"builtin_interfaces.msg.Time(sec=1751478061, nanosec=168863588)",43.300000000000004,44.24,35.75,35.21
"builtin_interfaces.msg.Time(sec=1751478061, nanosec=366993974)",43.42,44.24,35.68,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751478061, nanosec=567028460)",43.57,44.1,35.64,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751478061, nanosec=766998395)",43.550000000000004,44.0,35.57,35.37
"builtin_interfaces.msg.Time(sec=1751478061, nanosec=966908946)",43.69,43.94,35.5,35.37
"builtin_interfaces.msg.Time(sec=1751478062, nanosec=167027106)",43.81,44.37,35.34,34.800000000000004
"builtin_interfaces.msg.Time(sec=1751478062, nanosec=367006307)",44.03,44.49,35.03,34.52
"builtin_interfaces.msg.Time(sec=1751478062, nanosec=566927304)",44.0,44.62,35.07,34.43
"builtin_interfaces.msg.Time(sec=1751478062, nanosec=766961136)",44.300000000000004,44.51,35.050000000000004,34.71
"builtin_interfaces.msg.Time(sec=1751478062, nanosec=967100139)",44.37,44.64,35.160000000000004,34.550000000000004
"builtin_interfaces.msg.Time(sec=1751478063, nanosec=167000489)",44.300000000000004,44.7,35.27,34.480000000000004
"builtin_interfaces.msg.Time(sec=1751478063, nanosec=366916883)",44.32,44.800000000000004,35.2,34.5
"builtin_interfaces.msg.Time(sec=1751478063, nanosec=567703399)",44.31,44.77,35.21,34.64
"builtin_interfaces.msg.Time(sec=1751478063, nanosec=767729807)",44.410000000000004,44.76,35.14,34.550000000000004
"builtin_interfaces.msg.Time(sec=1751478063, nanosec=967000275)",44.410000000000004,44.76,35.14,34.54
"builtin_interfaces.msg.Time(sec=1751478064, nanosec=166939969)",43.85,44.21,35.75,35.52
"builtin_interfaces.msg.Time(sec=1751478064, nanosec=366994257)",43.81,44.2,35.64,35.32
"builtin_interfaces.msg.Time(sec=1751478064, nanosec=567058621)",43.82,44.19,35.68,35.34
"builtin_interfaces.msg.Time(sec=1751478064, nanosec=766868061)",43.81,44.18,35.730000000000004,35.38
"builtin_interfaces.msg.Time(sec=1751478064, nanosec=966966457)",43.81,44.160000000000004,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751478065, nanosec=166931286)",43.81,44.15,35.730000000000004,35.34
