stamp,wheel_potentiometer_rr,wheel_potentiometer_rl,wheel_potentiometer_fr,wheel_potentiometer_fl
"builtin_interfaces.msg.Time(sec=1751477711, nanosec=948863421)",43.61,44.19,35.730000000000004,35.050000000000004
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=149136831)",43.74,44.15,35.730000000000004,35.07
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=349002526)",43.81,44.12,35.71,35.2
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=548829505)",43.83,44.21,35.730000000000004,35.050000000000004
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=748959071)",43.86,44.11,35.730000000000004,35.09
"builtin_interfaces.msg.Time(sec=1751477712, nanosec=948898177)",43.71,44.03,35.75,35.13
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=148837083)",43.76,44.07,35.75,34.87
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=348908764)",43.75,44.12,35.730000000000004,34.84
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=550212074)",43.82,44.03,35.63,35.04
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=748808458)",44.07,44.29,35.75,34.84
"builtin_interfaces.msg.Time(sec=1751477713, nanosec=949085131)",43.910000000000004,44.15,35.75,34.800000000000004
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=148939376)",43.99,44.300000000000004,35.730000000000004,34.96
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=348834386)",44.160000000000004,44.15,35.730000000000004,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=548833469)",43.96,44.1,35.300000000000004,35.0
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=748828434)",43.96,44.1,35.53,34.59
"builtin_interfaces.msg.Time(sec=1751477714, nanosec=948842240)",43.86,43.96,35.7,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=150856774)",43.74,43.800000000000004,35.64,34.89
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=348951280)",43.81,43.910000000000004,35.63,34.63
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=549152553)",43.550000000000004,43.81,35.730000000000004,34.84
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=758927974)",43.68,43.52,35.730000000000004,35.14
"builtin_interfaces.msg.Time(sec=1751477715, nanosec=948884794)",43.44,43.57,35.730000000000004,34.93
"builtin_interfaces.msg.Time(sec=1751477716, nanosec=148841842)",43.910000000000004,43.550000000000004,35.730000000000004,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477716, nanosec=349652492)",43.82,43.85,35.730000000000004,35.2
"builtin_interfaces.msg.Time(sec=1751477716, nanosec=549306110)",43.83,43.87,35.730000000000004,35.03
"builtin_interfaces.msg.Time(sec=1751477716, nanosec=754819695)",43.57,43.74,35.75,35.07
"builtin_interfaces.msg.Time(sec=1751477716, nanosec=948872343)",43.6,44.050000000000004,35.78,34.62
"builtin_interfaces.msg.Time(sec=1751477717, nanosec=148901809)",43.7,44.1,35.75,34.75
"builtin_interfaces.msg.Time(sec=1751477717, nanosec=349236560)",43.86,43.99,35.730000000000004,35.21
"builtin_interfaces.msg.Time(sec=1751477717, nanosec=549036113)",43.96,44.08,35.68,35.18
"builtin_interfaces.msg.Time(sec=1751477717, nanosec=748854973)",43.81,44.2,35.7,35.12
"builtin_interfaces.msg.Time(sec=1751477717, nanosec=948935825)",43.85,44.11,35.730000000000004,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751477718, nanosec=149117931)",43.76,44.14,35.730000000000004,35.14
"builtin_interfaces.msg.Time(sec=1751477718, nanosec=348895224)",43.75,44.1,35.730000000000004,35.18
"builtin_interfaces.msg.Time(sec=1751477718, nanosec=548900467)",43.71,44.14,35.730000000000004,35.18
"builtin_interfaces.msg.Time(sec=1751477718, nanosec=748930540)",43.7,44.12,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477718, nanosec=949023797)",43.77,44.24,35.62,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751477719, nanosec=149037046)",43.71,44.1,35.660000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477719, nanosec=349033379)",43.57,44.15,35.730000000000004,35.25
"builtin_interfaces.msg.Time(sec=1751477719, nanosec=549239018)",43.61,44.18,35.71,35.39
"builtin_interfaces.msg.Time(sec=1751477719, nanosec=749034880)",43.6,44.31,35.7,35.2
"builtin_interfaces.msg.Time(sec=1751477719, nanosec=949019992)",43.52,44.29,35.71,35.2
"builtin_interfaces.msg.Time(sec=1751477720, nanosec=148977128)",43.57,44.4,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477720, nanosec=349094012)",43.61,44.4,35.730000000000004,35.39
"builtin_interfaces.msg.Time(sec=1751477720, nanosec=548993241)",43.64,44.4,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477720, nanosec=749523645)",43.62,44.300000000000004,35.71,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477720, nanosec=948930850)",43.74,44.18,35.64,35.53
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=149345264)",43.7,44.27,35.730000000000004,35.25
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=349764446)",43.69,44.21,35.730000000000004,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=548979694)",43.61,44.24,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=749765748)",43.68,44.36,35.7,35.14
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=949755291)",43.69,44.21,35.730000000000004,35.25
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=148913861)",43.61,44.25,35.64,35.25
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=349770158)",43.62,44.27,35.730000000000004,35.25
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=549765008)",43.71,44.26,35.730000000000004,35.25
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=749047074)",43.69,44.36,35.7,35.21
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=949895216)",43.5,44.43,35.730000000000004,35.14
"builtin_interfaces.msg.Time(sec=1751477723, nanosec=148976511)",43.660000000000004,44.27,35.730000000000004,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477723, nanosec=348934435)",43.79,44.21,35.68,35.34
"builtin_interfaces.msg.Time(sec=1751477723, nanosec=549158042)",43.75,44.12,35.63,35.36
"builtin_interfaces.msg.Time(sec=1751477723, nanosec=748968006)",43.71,44.12,35.71,35.37
"builtin_interfaces.msg.Time(sec=1751477723, nanosec=950397537)",43.83,44.09,35.730000000000004,35.46
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=150468622)",43.71,44.050000000000004,35.730000000000004,35.38
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=349728953)",43.62,44.050000000000004,35.730000000000004,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=549186313)",43.65,44.1,35.57,34.93
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=749915633)",43.64,44.14,35.68,35.14
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=949710395)",43.58,44.24,35.75,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=149867119)",43.550000000000004,44.29,35.75,35.2
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=349810860)",43.74,44.300000000000004,35.63,35.18
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=549899247)",43.69,44.300000000000004,35.730000000000004,35.36
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=749923590)",43.550000000000004,44.42,35.300000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=948920830)",43.550000000000004,44.53,35.730000000000004,35.14
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=148920664)",43.6,44.300000000000004,35.75,35.18
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=349882674)",43.57,44.27,35.59,35.03
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=549763634)",43.61,44.2,35.75,35.38
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=749854484)",43.75,44.29,35.730000000000004,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=949899298)",43.7,44.14,35.75,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751477727, nanosec=149954353)",43.65,44.1,35.730000000000004,35.18
"builtin_interfaces.msg.Time(sec=1751477727, nanosec=349838196)",43.44,44.11,35.64,35.02
"builtin_interfaces.msg.Time(sec=1751477727, nanosec=549828459)",43.550000000000004,43.980000000000004,35.64,35.29
"builtin_interfaces.msg.Time(sec=1751477727, nanosec=749819580)",43.7,43.93,35.46,35.57
"builtin_interfaces.msg.Time(sec=1751477727, nanosec=949814570)",43.71,44.19,35.71,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477728, nanosec=149942139)",43.800000000000004,44.26,35.59,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477728, nanosec=354879555)",43.61,44.2,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477728, nanosec=549987759)",43.71,44.08,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477728, nanosec=749962659)",43.64,44.19,35.71,35.12
"builtin_interfaces.msg.Time(sec=1751477728, nanosec=949868092)",43.660000000000004,44.25,35.71,35.21
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=149916071)",43.64,44.14,35.730000000000004,35.36
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=350163926)",43.6,44.29,35.71,35.18
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=551471529)",43.57,44.21,35.75,35.25
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=749844886)",43.6,44.25,35.63,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=949930207)",43.26,44.14,35.53,34.59
"builtin_interfaces.msg.Time(sec=1751477730, nanosec=150246804)",42.92,43.61,35.29,34.62
"builtin_interfaces.msg.Time(sec=1751477730, nanosec=349864168)",43.19,43.660000000000004,35.64,35.04
"builtin_interfaces.msg.Time(sec=1751477730, nanosec=550022805)",43.26,44.0,35.5,34.7
"builtin_interfaces.msg.Time(sec=1751477730, nanosec=749795483)",43.37,43.86,35.53,34.96
"builtin_interfaces.msg.Time(sec=1751477730, nanosec=950258369)",43.46,44.11,35.59,35.07
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=152383853)",43.49,44.08,35.730000000000004,35.14
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=349893834)",43.57,44.1,35.75,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=549815476)",43.54,44.12,35.730000000000004,35.14
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=749812057)",43.69,44.2,35.71,35.34
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=949955276)",43.69,44.32,35.730000000000004,35.36
"builtin_interfaces.msg.Time(sec=1751477732, nanosec=149805237)",43.71,44.32,35.730000000000004,35.18
"builtin_interfaces.msg.Time(sec=1751477732, nanosec=349932201)",43.59,44.19,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477732, nanosec=549811520)",43.64,44.25,35.71,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477732, nanosec=749942011)",43.660000000000004,44.26,35.730000000000004,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477732, nanosec=949866533)",43.6,44.35,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=150046345)",43.75,44.36,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=349895645)",43.83,44.27,35.7,35.36
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=550439433)",43.71,44.21,35.75,35.38
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=749878595)",43.64,44.29,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=950291242)",43.58,44.37,35.730000000000004,35.12
"builtin_interfaces.msg.Time(sec=1751477734, nanosec=149899817)",43.62,44.24,35.71,35.18
"builtin_interfaces.msg.Time(sec=1751477734, nanosec=350141763)",43.54,44.32,35.75,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751477734, nanosec=550041579)",43.550000000000004,44.24,35.730000000000004,35.29
"builtin_interfaces.msg.Time(sec=1751477734, nanosec=749823336)",43.74,44.26,35.71,35.34
"builtin_interfaces.msg.Time(sec=1751477734, nanosec=949912834)",43.7,44.21,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=149899099)",43.68,44.2,35.75,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=349948874)",43.550000000000004,44.46,35.68,35.18
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=551338670)",43.69,44.21,35.730000000000004,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=750404002)",43.71,44.160000000000004,35.730000000000004,35.46
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=949975046)",43.71,44.21,35.730000000000004,35.43
"builtin_interfaces.msg.Time(sec=1751477736, nanosec=150010790)",43.82,44.1,35.63,35.43
"builtin_interfaces.msg.Time(sec=1751477736, nanosec=349862050)",43.68,44.11,35.730000000000004,35.46
"builtin_interfaces.msg.Time(sec=1751477736, nanosec=550452842)",43.53,44.19,35.71,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477736, nanosec=750187352)",43.64,44.4,35.59,35.03
"builtin_interfaces.msg.Time(sec=1751477736, nanosec=949855147)",43.69,44.160000000000004,35.63,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=149865945)",43.62,44.18,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=359896875)",43.65,44.18,35.730000000000004,35.37
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=549902782)",43.7,44.19,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=750032032)",43.6,44.21,35.71,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=949947277)",43.62,44.18,35.68,35.37
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=149860693)",43.660000000000004,44.14,35.54,35.34
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=349913462)",43.58,43.96,35.59,35.45
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=549959982)",43.68,44.21,35.64,35.46
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=750104033)",43.660000000000004,44.21,35.63,35.29
"builtin_interfaces.msg.Time(sec=1751477738, nanosec=950829098)",43.480000000000004,44.18,35.730000000000004,35.27
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=149889651)",43.46,43.75,35.730000000000004,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=349878958)",43.68,44.0,35.300000000000004,35.25
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=558292559)",43.7,44.02,35.62,35.5
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=750779117)",43.74,44.050000000000004,35.64,35.5
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=949879186)",43.71,44.07,35.64,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=149909194)",43.81,44.21,35.7,35.57
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=350108188)",43.74,44.14,35.7,35.46
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=559981344)",43.59,44.26,35.59,35.54
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=750106905)",43.61,44.21,35.59,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751477740, nanosec=949977952)",43.57,44.300000000000004,35.57,35.5
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=150110060)",43.480000000000004,44.27,35.46,35.5
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=349953521)",43.300000000000004,44.050000000000004,35.37,35.46
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=549902453)",43.37,44.21,35.480000000000004,35.5
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=760266764)",43.32,44.33,35.54,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=950826037)",43.35,44.35,35.550000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=149927058)",43.46,44.36,35.480000000000004,35.59
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=349940162)",43.65,44.35,35.21,35.45
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=554933927)",43.39,44.35,35.43,35.5
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=750067391)",43.36,44.410000000000004,35.45,35.53
"builtin_interfaces.msg.Time(sec=1751477742, nanosec=950019405)",43.26,44.550000000000004,35.39,35.38
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=150058634)",43.21,44.69,35.64,35.32
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=350159052)",43.21,44.65,35.71,35.59
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=550850396)",43.24,44.7,35.59,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=750804753)",43.28,44.59,35.730000000000004,35.59
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=950841535)",43.46,44.43,35.410000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=150764929)",43.46,44.37,35.480000000000004,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=349969705)",43.410000000000004,44.42,35.480000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=550789174)",43.37,44.410000000000004,35.46,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=750085284)",43.39,44.26,35.550000000000004,35.64
"builtin_interfaces.msg.Time(sec=1751477744, nanosec=949992310)",43.65,44.160000000000004,35.230000000000004,35.54
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=150920383)",43.61,44.160000000000004,35.410000000000004,35.59
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=350172693)",43.61,44.15,35.410000000000004,35.63
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=550120677)",43.54,44.25,35.34,35.57
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=750786546)",43.6,44.24,35.52,35.62
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=950865132)",43.550000000000004,44.21,35.550000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=150830877)",43.46,44.24,35.660000000000004,35.64
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=350769218)",43.5,44.46,35.57,35.34
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=550768185)",43.28,44.21,35.730000000000004,35.64
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=752752604)",43.39,44.59,35.64,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477746, nanosec=950756649)",43.17,44.31,35.75,35.57
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=151296550)",43.24,44.43,35.59,35.18
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=350754411)",43.21,44.37,35.54,35.43
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=550800087)",43.300000000000004,44.52,35.730000000000004,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=750757433)",43.28,44.58,35.71,35.43
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=950885736)",43.35,44.32,35.730000000000004,35.550000000000004
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=150814788)",43.14,44.44,35.54,35.04
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=350822635)",43.39,43.79,35.53,35.57
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=550970814)",43.53,43.94,35.29,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=751487839)",43.39,44.46,35.25,35.03
"builtin_interfaces.msg.Time(sec=1751477748, nanosec=950863479)",43.27,44.25,35.730000000000004,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=150880967)",43.43,44.29,35.62,35.18
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=350853292)",43.32,44.37,35.75,35.18
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=550863425)",43.25,44.49,35.75,35.14
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=750881873)",43.1,44.660000000000004,35.730000000000004,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=952328544)",43.02,44.800000000000004,35.75,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=152031184)",43.1,44.82,35.75,35.07
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=350798172)",43.36,44.660000000000004,35.730000000000004,35.07
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=550803824)",43.28,44.46,35.75,35.18
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=750969500)",43.19,44.52,35.75,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751477750, nanosec=950874758)",43.17,44.58,35.730000000000004,34.84
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=151178155)",43.21,44.33,35.75,34.96
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=351135932)",43.19,44.58,35.75,34.730000000000004
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=550809466)",43.17,44.57,35.68,34.77
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=750820188)",43.21,44.44,35.75,35.18
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=951034496)",43.39,44.43,35.75,35.07
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=150986246)",43.37,44.31,35.730000000000004,35.09
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=351019241)",43.37,44.42,35.75,35.07
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=550972838)",43.32,44.44,35.75,35.04
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=760940646)",43.21,44.52,35.75,35.050000000000004
"builtin_interfaces.msg.Time(sec=1751477752, nanosec=950881559)",43.17,44.37,35.730000000000004,34.93
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=150895430)",43.15,44.410000000000004,35.59,34.79
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=350932794)",43.21,44.27,35.75,35.12
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=550863442)",43.25,44.57,35.730000000000004,34.89
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=751967776)",43.35,44.33,35.75,35.18
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=950965250)",43.49,44.25,35.64,35.160000000000004
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=151301501)",43.59,44.11,35.730000000000004,35.38
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=350947532)",43.54,44.24,35.75,35.25
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=550882837)",43.57,44.21,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=750889678)",43.660000000000004,44.18,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477754, nanosec=954646105)",43.49,44.18,35.75,35.25
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=151598451)",43.42,44.27,35.730000000000004,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=350875431)",43.37,44.35,35.75,35.050000000000004
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=550875322)",43.42,44.410000000000004,35.75,35.09
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=754458195)",43.52,44.44,35.75,35.230000000000004
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=950883655)",43.54,44.44,35.75,35.21
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=151062668)",43.61,44.27,35.64,35.32
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=350877610)",43.550000000000004,44.31,35.730000000000004,35.46
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=550899000)",43.52,44.42,35.75,35.18
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=750970960)",43.64,44.24,35.75,35.57
"builtin_interfaces.msg.Time(sec=1751477756, nanosec=950883595)",43.75,44.21,35.730000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=150943125)",43.71,44.18,35.730000000000004,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=351759628)",43.76,44.160000000000004,35.730000000000004,35.57
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=551516986)",43.69,44.18,35.730000000000004,35.34
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=751006310)",43.54,44.29,35.59,34.93
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=950960200)",43.660000000000004,44.03,35.730000000000004,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=151055114)",43.6,44.29,35.730000000000004,35.2
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=350894122)",43.53,44.32,35.730000000000004,34.980000000000004
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=561206728)",43.5,44.300000000000004,35.25,34.910000000000004
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=758015280)",43.15,43.83,35.71,35.34
"builtin_interfaces.msg.Time(sec=1751477758, nanosec=951747364)",43.43,44.21,35.54,34.95
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=151747850)",43.46,43.93,35.59,35.25
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=351016449)",43.69,43.99,35.64,35.43
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=554820745)",43.7,44.02,35.71,35.45
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=751111355)",43.59,44.21,35.75,35.34
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=950955945)",43.65,44.25,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=150900172)",43.71,44.0,35.730000000000004,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=350911727)",43.71,44.2,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=551766322)",43.7,44.2,35.730000000000004,35.410000000000004
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=751018956)",43.660000000000004,44.21,35.75,35.37
"builtin_interfaces.msg.Time(sec=1751477760, nanosec=950967257)",43.82,44.29,35.62,35.39
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=150936082)",43.77,43.96,35.7,35.37
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=351814214)",43.660000000000004,44.12,35.730000000000004,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=551217183)",43.61,44.2,35.730000000000004,35.21
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=751043993)",43.65,44.2,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=951757323)",43.800000000000004,44.160000000000004,35.730000000000004,35.38
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=151854965)",43.660000000000004,44.25,35.730000000000004,35.29
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=351010202)",43.71,44.12,35.71,35.480000000000004
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=551802671)",43.71,44.2,35.730000000000004,35.36
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=751077490)",43.58,44.24,35.75,35.300000000000004
"builtin_interfaces.msg.Time(sec=1751477762, nanosec=953103106)",43.59,44.21,35.730000000000004,35.21
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=151862503)",43.71,44.18,35.68,35.43
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=351103540)",43.61,44.18,35.730000000000004,35.29
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=551893847)",43.62,44.25,35.62,35.230000000000004
