stamp,engine_oil_temperature,torque_wheels,driver_traction_aim_switch_fbk,driver_traction_range_switch_fbk
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=533833320)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=553827198)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=553827198)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=563818540)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=573845823)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=583831724)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=593833326)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=604062564)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=613819492)",46.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=623891242)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=633848054)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=644138668)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=653816775)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=663874290)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=674894550)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=683891219)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=699239247)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=704343505)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=714016466)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=723841633)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=733834670)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=743814411)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=754167153)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=764784918)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=774249801)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=783815784)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=793808128)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=804315041)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=813820817)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=823846724)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=834388597)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=843882815)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=853835167)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=863841584)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=873830961)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=883874540)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=894073849)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=903891979)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=913825444)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=923828606)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=934897477)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=943921807)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=953820255)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=963811870)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=974189597)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=983851635)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=993845492)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=3805315)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=14243333)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=23874152)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=33908312)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=44110592)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=53895709)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=63785671)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=73889129)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=83888163)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=93903580)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=103853423)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=114312093)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=123879488)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=133909664)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=143936107)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=153877975)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=164013070)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=174009452)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=183852270)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=193791254)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=203927790)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=213904203)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=223901885)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=234019939)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=244290563)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=254089527)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=263935019)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=273884209)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=283836994)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=294361591)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=303871596)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=314605829)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=323923624)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=333834639)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=346022112)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=355688125)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=364530807)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=373908143)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=383995457)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=393874657)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=404080667)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=413880317)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=426917275)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=434606460)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=444924223)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=453827671)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=464356030)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=474593380)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=493920273)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=493920273)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=506559173)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=514440631)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=524003084)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=533898309)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=545460783)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=553868896)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=563846740)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=574081681)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=586995936)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=593948855)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=606591598)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=614243210)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=623825503)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=638354654)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=638354654)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=655086587)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=663836784)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=674939866)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=683792823)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=694259546)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=705911351)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=714530697)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=723911955)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=734061519)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=744010822)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=754585591)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=763788914)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=773830076)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=785844179)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=793964914)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=806342815)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=813839341)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=823903417)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=833905394)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=844258382)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=853830488)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=864744788)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=874757785)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=884014058)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=893853048)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=903835049)",47.0,-332.5,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=914069826)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=924262962)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=940587889)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=944034081)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=954154889)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=964080816)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=973943172)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=983934738)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477818, nanosec=994423590)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=5006805)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=13934992)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=24009071)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=36886761)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=44005088)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=54680890)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=63939405)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=74031205)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=84037078)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=93940658)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=103968195)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=114136055)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=124714670)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=133969218)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=144500872)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=154270804)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=163938837)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=173855654)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=183839596)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=193941148)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=203828807)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=213831848)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=223819639)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=233838176)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=253967813)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=253967813)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=263831446)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=273904969)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=284456425)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=295872509)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=303860600)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=314400932)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=323835358)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=334241267)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=347207878)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=353863111)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=365023896)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=374788598)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=383860152)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=393885431)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=404061145)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=413973878)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=424038176)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=433859182)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=443867471)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=454055474)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=463894517)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=473896475)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=486312378)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=494048005)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=504571411)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=513968623)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=524063356)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=533974483)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=544038848)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=554954553)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=564169416)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=583975689)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=583975689)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=604211798)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=604211798)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=613900800)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=624044899)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=644041479)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=644041479)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=654032422)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=663986054)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=684054950)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=684054950)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=694200804)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=704074403)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=714059441)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=724933592)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=734105593)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=744187973)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=754287416)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=764291944)",47.0,-341.20000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=774076628)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=784053262)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=794821801)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=804052852)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=813964038)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=824021969)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=834351073)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=845018588)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=853937621)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=864019010)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=873964815)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=884061656)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=894147112)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=904945651)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=915090928)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=924138395)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=936216190)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=944073484)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=953972007)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=963967981)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=974101826)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=984470763)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=995029919)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=3901821)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=14063225)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=24442791)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=34042172)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=45963986)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=53873154)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=64695512)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=74152473)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=84115586)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=93985676)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=104123524)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=114011973)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=124047895)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=134660120)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=143896585)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=156775505)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=164000859)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=173882403)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=183855386)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=194034223)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=203985013)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=214906253)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=224597980)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=234308568)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=246651548)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=258662846)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=263873045)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=277342515)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=283910066)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=293994853)",47.0,-350.0,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=303992586)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=313856936)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=324540149)",47.0,-358.70000000000005,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=333960281)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=344075330)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=353916747)",47.0,-367.5,0,0
"builtin_interfaces.msg.Time(sec=1751477820, nanosec=363964810)",47.0,-376.20000000000005,0,0
