stamp,engine_oil_temperature,torque_wheels,driver_traction_aim_switch_fbk,driver_traction_range_switch_fbk
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=726002484)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=735978335)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=745952704)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=755988636)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=766046057)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=776013213)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=786017231)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=795940819)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=805900052)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=816004219)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=826002705)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=835973885)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=846003496)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=855995174)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=866020951)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=876042105)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=886007266)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=896769076)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=906019708)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=916092712)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=926053095)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=936032907)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=946054311)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=955971877)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=966003856)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=976011087)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=986023840)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478080, nanosec=996006752)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=6720253)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=16008680)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=25989871)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=36033344)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=45951633)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=56003588)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=65977956)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=77814036)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=77814036)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=96931943)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=106027826)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=116062529)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=126007827)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=136011775)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=146499693)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=156003893)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=166002120)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=176038417)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=185990139)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=196047686)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=206572193)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=216021342)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=225957521)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=236052350)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=246019838)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=255959057)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=266030387)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=276020441)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=286042349)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=296035499)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=306027018)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=316059293)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=326005006)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=336055659)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=346094853)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=356179579)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=366228875)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=376623526)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=386210724)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=396318213)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=406040394)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=416269505)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=426364461)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=438929382)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=446004656)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=456231267)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=465976725)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=476050699)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=486044208)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=496124070)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=506032662)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=516016553)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=526033346)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=536017438)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=546016478)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=556034127)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=565990611)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=576007716)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=585968406)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=595988262)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=606750184)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=616066292)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=626015026)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=636018914)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=646034472)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=657551118)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=666027263)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=675999365)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=686019099)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=697023525)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=706183298)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=716073918)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=726079634)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=736045334)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=746159118)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=758836491)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=766175667)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=776055698)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=786028045)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=796028050)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=806089660)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=816035629)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=826090530)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=836270009)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=846079349)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=856076558)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=866095269)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=876193220)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=886119455)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=896077775)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=906080570)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=916075865)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=925960642)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=936148091)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=946090430)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=956146872)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=966048503)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=975997528)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=986160529)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478081, nanosec=995996678)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=6094209)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=16069273)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=25980235)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=36048978)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=46055726)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=58566132)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=66081213)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=76096545)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=86079062)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=96768986)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=106025271)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=118617155)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=126008256)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=136136360)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=146143163)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=156124042)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=166082062)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=175974198)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=186034337)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=196066151)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=206008833)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=216041407)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=226053781)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=236011954)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=246098114)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=256024506)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=265969314)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=276016491)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=285984589)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=296079016)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=305977978)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=316424247)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=326019130)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=335953615)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=345984797)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=356360672)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=365921637)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=375940990)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=386002518)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=395992470)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=405996307)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=416032463)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=426008715)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=435950369)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=446002208)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=455951695)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=466349496)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=475927827)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=485952898)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=495931306)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=506518416)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=515956403)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=525978641)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=535972710)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=545923538)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=556002961)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=565994652)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=575987487)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=585889883)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=595987237)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=605976026)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=616027372)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=625966710)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=635896890)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=646008842)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=656013057)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=666011344)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=676014395)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=685994013)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=695963662)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=705921062)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=715974499)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=726001418)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=736012253)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=746007427)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=756005629)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=765934235)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=776243454)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=785997883)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=796487137)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=805994093)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=815929967)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=826370959)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=835994173)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=845903871)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=856009112)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=865998886)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=876011994)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=885997848)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=895956375)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=905998902)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=916015661)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=925999624)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=936035942)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=946049652)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=956052807)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=966001352)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=976011957)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=986008735)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478082, nanosec=996117421)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=6009965)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=15997693)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=25997918)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=36025965)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=46053327)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=56048045)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=65964611)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=76037597)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=85914493)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=96839843)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=105997252)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=116033707)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=126749706)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=126749706)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=146148847)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=156793909)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=166059538)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=176071254)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=185982966)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=196007778)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=205936825)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=216002466)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=226009906)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=236031172)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=245954972)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=255982965)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=266110491)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=276009358)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=285967997)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=296042349)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=305893409)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=315999053)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=325985813)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=335906661)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=345983988)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=355979278)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=365995769)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=375970618)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=386051949)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=396870586)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=406172622)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=416043824)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=426036183)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=435992470)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=446749538)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=455963513)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=466090392)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=476024841)",59.0,-227.5,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=486039685)",59.0,-218.70000000000002,0,0
"builtin_interfaces.msg.Time(sec=1751478083, nanosec=496816833)",59.0,-227.5,0,0
