stamp,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,orient_w
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=100989728)",0.0,0.0,0.0,-0.017160587012767792,-0.006135963834822178,0.5942808985710144,0.8040510416030884
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=110993824)",0.0,0.0,0.0,-0.01722734607756138,-0.006156935356557369,0.5943168997764587,0.8040228486061096
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=120993800)",0.0,0.0,0.0,-0.01724858768284321,-0.006140842102468014,0.594325840473175,0.8040159940719604
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=140999176)",0.0,0.0,0.0,-0.01721350848674774,-0.006159791257232428,0.5943261384963989,0.8040162920951843
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=150999944)",0.0,0.0,0.0,-0.01721123792231083,-0.00616407347843051,0.594329833984375,0.8040136098861694
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=160997664)",0.0,0.0,0.0,-0.017186498269438744,-0.006158938631415367,0.5943138599395752,0.8040260076522827
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=171002248)",0.0,0.0,0.0,-0.017159150913357735,-0.006192227825522423,0.5943021774291992,0.804034948348999
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=181006600)",0.0,0.0,0.0,-0.017136504873633385,-0.006165316794067621,0.5943049192428589,0.804033637046814
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=191010440)",0.0,0.0,0.0,-0.017169147729873657,-0.006172478199005127,0.5943129658699036,0.8040269613265991
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=201008160)",0.0,0.0,0.0,-0.017167091369628906,-0.0061698067001998425,0.5943148136138916,0.8040256500244141
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=211012744)",0.0,0.0,0.0,-0.01715744659304619,-0.006195773836225271,0.5943223834037781,0.8040199279785156
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=221014280)",0.0,0.0,0.0,-0.01713847741484642,-0.006189512554556131,0.5943416953086853,0.8040060997009277
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=231017864)",0.0,0.0,0.0,-0.017141170799732208,-0.006215242203325033,0.5943622589111328,0.8039906620979309
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=241019912)",0.0,0.0,0.0,-0.01711556874215603,-0.0062288581393659115,0.5943670272827148,0.8039876818656921
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=251020680)",0.0,0.0,0.0,-0.017091454938054085,-0.006253798026591539,0.594366729259491,0.8039882183074951
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=261018400)",0.0,0.0,0.0,-0.017080722376704216,-0.006230310536921024,0.594369113445282,0.8039868474006653
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=271022984)",0.0,0.0,0.0,-0.017086956650018692,-0.006233594845980406,0.5943729877471924,0.8039838075637817
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=281024520)",0.0,0.0,0.0,-0.017075190320611,-0.006230985280126333,0.5943635106086731,0.8039911389350891
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=291025288)",0.0,0.0,0.0,-0.017053425312042236,-0.006236530840396881,0.594364583492279,0.8039907217025757
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=301023264)",0.0,0.0,0.0,-0.017049867659807205,-0.0062187835574150085,0.5943772196769714,0.8039814829826355
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=311026848)",0.0,0.0,0.0,-0.01706240139901638,-0.0062345825135707855,0.5943910479545593,0.8039709329605103
