stamp,message_name,message_id,message_type,sequence_number,time_status,gps_week_number,gps_week_milliseconds,receiver_status,idle_time,sol_status,vel_type,latency,diff_age,hor_speed,trk_gnd,ver_speed
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=730589507)",BESTVEL,1430,0,0,180,2373,322418700,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.699999988079071,0.01976717357889232,154.74760127667167,0.09995432911324448
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=780903067)",BESTVEL,1430,0,0,180,2373,322418750,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.75,0.013956893972537195,331.3783714873918,0.04363693867444055
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=832366651)",BESTVEL,1430,0,0,180,2373,322418800,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.800000011920929,0.02319894214908761,260.0677289344098,-0.018048280948459512
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=881419555)",BESTVEL,1430,0,0,180,2373,322418850,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8500000238418579,0.026304829181990383,132.5744091137845,-0.03125680508126906
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=930835051)",BESTVEL,1430,0,0,180,2373,322418900,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.8999999761581421,0.018396507587643215,306.26110014425007,0.021894400817947156
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=981015381)",BESTVEL,1430,0,0,180,2373,322418950,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,0.949999988079071,0.011275267804718006,222.46318052093113,0.008944564220228678
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=62396286)",BESTVEL,1430,0,0,180,2373,322419000,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0,0.02619132877622502,209.10030681057876,-0.01465281851616719
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=81943549)",BESTVEL,1430,0,0,180,2373,322419050,33554432,49,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.0499999523162842,0.021300228051018732,29.237276713718543,0.02294214305539535
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=132603701)",BESTVEL,1430,0,0,180,2373,322419100,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.100000023841858,0.020806265896683378,67.96282171747035,-0.04305444246098883
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=182254602)",BESTVEL,1430,0,0,180,2373,322419150,33554432,55,0,novatel_oem7_msgs.msg.PositionOrVelocityType(type=50),0.02500000037252903,1.149999976158142,0.043731363208572564,245.69734203048318,0.027037532461148546
