stamp,motor_duty_cycle_cmd,motor_duty_cycle_fbk,motor_current_fbk,sbw_ecu_voltage,sbw_ecu_temp,sbw_error_code,sbw_motor_torque_estimate
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=174231384)",4.0,-4.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=183844512)",-6.0,3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=193869080)",4.0,-4.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=203864247)",-6.0,3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=213864757)",-8.0,-4.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=224214609)",3.0,-6.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=233859807)",-3.0,2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=243984210)",-2.0,-1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=253867499)",-7.0,0.0,0.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=263870209)",-2.0,-5.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=273875660)",-3.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=283891258)",2.0,-1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=293877539)",-3.0,1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=303869565)",-2.0,-1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=314333273)",-2.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=323855069)",-7.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=333868243)",3.0,-5.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=343857607)",-10.0,2.0,0.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=354218370)",-2.0,-8.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=363872119)",-8.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=373853807)",-3.0,-6.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=383835672)",1.0,-1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=393848093)",-9.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=403856116)",2.0,-7.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=413851572)",3.0,1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=423906550)",-3.0,2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=433936327)",-2.0,-1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=443883250)",-7.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=453855946)",-2.0,-5.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=463868373)",2.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=473874818)",-2.0,1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=483980671)",3.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=494291768)",-1.0,2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=504137618)",-5.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=513917699)",4.0,-3.0,0.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=523913197)",-1.0,3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=533962957)",0.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=544894854)",-1.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=553849038)",0.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=563879939)",0.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=573898995)",0.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=583870734)",0.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=593964785)",0.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=603854536)",-5.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=614302762)",-3.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=625032324)",3.0,-1.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=635496258)",-2.0,2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=643980732)",-6.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=654237776)",4.0,-4.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=664848231)",-2.0,3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=674047189)",-1.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=684101437)",-8.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=697082710)",4.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=703907338)",-7.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=714474260)",-1.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=724454019)",3.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=734369357)",-2.0,2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=743981463)",-1.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=756134056)",-1.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=764825204)",-6.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=774376034)",-1.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=783880254)",3.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=796823633)",-7.0,2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=804425782)",-1.0,-5.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=814009488)",-10.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=824734878)",-2.0,-8.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=833911211)",-4.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=844750692)",-4.0,-2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=854005049)",-4.0,-2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=863955356)",1.0,-2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=874050139)",-11.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=886399849)",-8.0,-9.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=894664928)",-5.0,-6.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=904616326)",-5.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=914360925)",-5.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=924537505)",-5.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=933962641)",-5.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=944057328)",-5.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=954349463)",0.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=964057304)",-10.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=974106755)",1.0,-8.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=984129667)",-10.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477644, nanosec=993989095)",-4.0,-8.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=4075375)",-1.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=14144931)",-15.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=24146966)",0.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=34183702)",-2.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=44048777)",-5.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=55710551)",-4.0,-3.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=64711093)",-10.0,-8.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=74047074)",-5.0,-8.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=83927838)",-16.0,-14.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=94058824)",-6.0,-4.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=103988150)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=113915775)",-8.0,-6.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=126750790)",-3.0,-1.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=133975806)",-8.0,-6.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=144015668)",-7.0,-5.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=153971522)",-4.0,-2.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=164456113)",-7.0,-5.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=174227495)",-6.0,-4.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=184673925)",-7.0,-5.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=193914442)",-2.0,0.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=203899377)",-21.0,-20.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=213924494)",-6.0,-4.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=223889444)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=233905210)",-13.0,-11.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=243965211)",-3.0,-1.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=254555962)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=263899459)",-3.0,-1.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=273880546)",-15.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=283936649)",-7.0,-5.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=296850277)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=303964676)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=313946717)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=324409744)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=333992845)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=345085368)",-15.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=354031404)",-13.0,-11.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=363959561)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=373950797)",-6.0,-4.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=383918112)",-5.0,-3.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=393973263)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=403895950)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=418503508)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=423961914)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=433924330)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=443965442)",-16.0,-14.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=453966292)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=464188619)",-11.0,-9.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=473923082)",-9.0,-7.0,0.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=483888552)",-5.0,-3.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=493927248)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=503891803)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=513901851)",-14.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=524020400)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=533898321)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=543894833)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=554105101)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=563889376)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=573971069)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=583894125)",-15.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=593895636)",-3.0,-1.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=603882386)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=613950119)",-3.0,-1.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=624293560)",-13.0,-11.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=634250939)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=645736720)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=654316806)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=663947052)",-8.0,-6.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=673954547)",-13.0,-11.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=684287911)",-3.0,-1.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=693955716)",-9.0,-7.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=703972604)",-13.0,-11.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=713937861)",-3.0,-1.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=723986147)",-21.0,-20.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=734313921)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=743905462)",-6.0,-4.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=754003422)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=764348543)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=774153007)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=783886103)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=793921975)",-15.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=803947509)",-5.0,-3.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=813976832)",-11.0,-9.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=823990612)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=833988504)",-10.0,-8.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=843986208)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=854026903)",-18.0,-16.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=863991251)",-5.0,-3.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=873969931)",-7.0,-5.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=884050626)",-15.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=894047989)",-10.0,-8.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=903930418)",-11.0,-9.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=914161046)",-6.0,-4.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=924094478)",-11.0,-9.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=933947855)",-15.0,-13.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=943940334)",-5.0,-3.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=953927815)",-16.0,-14.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=964001194)",-5.0,-3.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=973913820)",-11.0,-9.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=984060567)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477645, nanosec=993986022)",-10.0,-8.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=4011882)",-5.0,-3.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=13995940)",-15.0,-13.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=23968216)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=33977818)",-15.0,-13.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=44374341)",-4.0,-2.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=54337082)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=64264751)",-12.0,-11.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=74277899)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=86236603)",-10.0,-8.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=93896906)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=104275729)",-10.0,-8.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=114332804)",-15.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=126432052)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=134579042)",-6.0,-4.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=144560516)",-3.0,-1.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=154373474)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=164010127)",-8.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=173975543)",-14.0,-13.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=183986587)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=194758323)",-5.0,-3.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=203930781)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=214015266)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=223905610)",-14.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=233992547)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=246345624)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=254009898)",-5.0,-3.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=266341150)",-10.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=273946894)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=284042506)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=293896499)",-9.0,-7.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=304018095)",-9.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=313928289)",-14.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=324192224)",-9.0,-13.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=334144523)",-10.0,-7.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=343963889)",2.0,-8.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=353956493)",-10.0,1.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=363906180)",-7.0,-8.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=373953893)",-8.0,-5.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=383910153)",-7.0,-6.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=393915139)",-8.0,-5.0,1.0,14.4,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=403943309)",-12.0,-6.0,1.0,14.5,28.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477646, nanosec=413930152)",-3.0,-11.0,1.0,14.4,28.0,0,0.0
