stamp,motor_duty_cycle_cmd,motor_duty_cycle_fbk,motor_current_fbk,sbw_ecu_voltage,sbw_ecu_temp,sbw_error_code,sbw_motor_torque_estimate
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=139208343)",6.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=158864446)",-6.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=168871832)",6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=179229383)",4.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=189030044)",-1.0,3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=198808696)",11.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=208834858)",3.0,11.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=218806243)",5.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=228798798)",5.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=239330938)",7.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=248836358)",10.0,6.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=258804454)",6.0,9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=268999194)",-3.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=278813477)",14.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=289204429)",5.0,13.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=298800145)",7.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=309839279)",1.0,6.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=318880584)",6.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=328811741)",8.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=338827525)",6.0,7.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=338827525)",6.0,7.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=358826765)",6.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=368802831)",5.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=378801659)",10.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=388801759)",5.0,9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=398829006)",9.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=408841808)",9.0,8.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=418840544)",-3.0,8.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=428898715)",15.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=438844957)",10.0,14.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=449118859)",13.0,9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=458883406)",-1.0,13.0,1.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=468831392)",9.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=479015918)",2.0,8.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=490299036)",-3.0,1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=499448461)",-9.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=508820005)",4.0,-7.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=518992479)",6.0,3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=528824973)",2.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=539686851)",5.0,1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=548816000)",-7.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=558808408)",3.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=568960287)",1.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=578849951)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=589479046)",-4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=598943999)",8.0,-2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=608873935)",0.0,7.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=618868551)",2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=628856041)",-4.0,1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=638856033)",-4.0,-2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=648802065)",0.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=658856913)",-6.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=669093613)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=679011908)",-12.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=688926190)",3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=699022998)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=709383709)",-3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=718995459)",-2.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=728898012)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=738986686)",3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=749486359)",3.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=758964892)",-6.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=758964892)",-6.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=778802819)",-7.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=788783096)",-8.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=798815901)",-9.0,-6.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=808807240)",-5.0,-7.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=818796398)",-6.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=828784233)",-1.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=838793590)",-5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=849177201)",-5.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=858876821)",-10.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=868788230)",0.0,-8.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=878816309)",-11.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=888805948)",0.0,-9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=898802138)",-6.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=908820460)",-5.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=908820460)",-5.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=928823198)",-5.0,-8.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=939448682)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=948807401)",-6.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=958861897)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=968839822)",-12.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=978923751)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=988849094)",5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477947, nanosec=998961952)",-11.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=8808208)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=18861635)",-10.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=28826460)",-4.0,-2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=38831399)",-11.0,-9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=48822585)",2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=58858858)",-7.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=68871409)",-10.0,-8.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=80125416)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=88845788)",-6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=98872032)",0.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=109686546)",-18.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=118888011)",-5.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=128809365)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=138889234)",-12.0,-11.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=148856689)",-6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=158903185)",-5.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=169224518)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=178836305)",-12.0,-11.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=188854896)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=198861147)",-7.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=208828514)",-5.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=218943560)",-11.0,-9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=218943560)",-11.0,-9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=238932396)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=249787988)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=258924795)",-12.0,-11.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=268914251)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=278880783)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=288857160)",-11.0,-9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=298832792)",-6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=308867831)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=318882885)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=328955048)",-12.0,-11.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=328955048)",-12.0,-11.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=348858913)",-4.0,-2.0,1.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=358822822)",-4.0,-2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=368969442)",-8.0,-6.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=368969442)",-8.0,-6.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=388862711)",-7.0,0.0,1.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=400012100)",-11.0,-9.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=409095688)",-6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=418837004)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=428835734)",-5.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=438834929)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=438834929)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=458879653)",-6.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=458879653)",-6.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=478855541)",3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=488818023)",-4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=498828782)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=508839074)",0.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=518833265)",-3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=528805636)",5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=538858700)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=548818356)",-6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=559068306)",-6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=569140784)",5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=578972468)",-8.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=578972468)",-8.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=599346856)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=608831893)",8.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=619245253)",-4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=628823776)",2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=638896436)",3.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=648819340)",-4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=658869985)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=668800664)",3.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=678904649)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=688883780)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=698822404)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=708818386)",4.0,3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=718802446)",6.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=718802446)",6.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=738852691)",3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=748847006)",-4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=758787106)",8.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=768818835)",-5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=778826769)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=788838160)",3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=798871443)",0.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=808815209)",3.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=818863572)",0.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=829034605)",-4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=838799639)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=848856132)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=859212350)",-6.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=868809992)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=878887679)",1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=889062108)",3.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=898862567)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=898862567)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=928840370)",-7.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=938815932)",-3.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=949278456)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=959237160)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=968838812)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=978816613)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=989310209)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477948, nanosec=999551096)",4.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=8854885)",-3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=18826260)",1.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=28841287)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=38845832)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=48794917)",6.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=58884686)",-1.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=68834372)",5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=79002527)",-5.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=88861376)",1.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=98862101)",-5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=109142647)",0.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=119187471)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=128852891)",4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=138808472)",-5.0,3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=148875582)",0.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=158854009)",-1.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=168894836)",-5.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=178897120)",-1.0,-3.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=188891219)",-7.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=198867458)",-2.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=208834172)",-3.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=218830838)",-7.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=228847936)",5.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=238816968)",-3.0,4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=249461923)",6.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=258866371)",-7.0,5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=268925084)",-1.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=278942795)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=288869034)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=298886460)",-4.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=308883080)",-2.0,-2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=308883080)",-2.0,-2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=329217567)",-7.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=338985318)",-2.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=338985318)",-2.0,-5.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=358795914)",-3.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=368902344)",-1.0,-1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=378809646)",2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=388845189)",3.0,1.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=398822963)",-6.0,2.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=408919954)",-1.0,-4.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=418916595)",-2.0,0.0,0.0,14.4,27.0,0,0.0
"builtin_interfaces.msg.Time(sec=1751477949, nanosec=428947696)",-2.0,0.0,0.0,14.4,27.0,0,0.0
