stamp,position_x,position_y,position_z,rpy_x,rpy_y,rpy_z,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,angular_acceleration_x,angular_acceleration_y,angular_acceleration_z,slip_angle_x,slip_angle_y,slip_angle_z,slip_angle_front,slip_angle_rear,trust,status
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=889834157)",122.99484129043735,142.03362101920885,0.0,0.0,0.0,-2.3871094150958383,0.002415456473137342,0.00041448056656000453,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007828997580218989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=930306477)",122.99420886488791,142.03358334474476,0.0,0.0,0.0,-2.387053756154694,0.0027656866250569795,-0.00019283691451154442,0.0,0.0,0.0,0.0,0.0,0.0,0.004913665808372182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=960137736)",122.99392925030533,142.033380071979,0.0,0.0,0.0,-2.3869282039148545,0.002995770205812645,-0.0002464604004674227,0.0,0.0,0.0,0.0,0.0,0.0,0.0036450292070905554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477599, nanosec=989807614)",122.99377425663701,142.0331588399757,0.0,0.0,0.0,-2.3869435023353365,0.0031426581267929763,-0.0001503152597441158,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016268581878809783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=10753520)",122.99373927941107,142.03312945949267,0.0,0.0,0.0,-2.3869603911448434,0.003099499387170226,-0.00014877000860205416,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021790969473161045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=40049778)",122.9936885689161,142.03308691142684,0.0,0.0,0.0,-2.3868809173985577,0.0030346885926995242,-0.00014673589459252107,0.0,0.0,0.0,0.0,0.0,0.0,0.0036584835431183924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=50196438)",122.99367212712346,142.0330731294786,0.0,0.0,0.0,-2.386843168881858,0.0030130857714054274,-0.00014608217233885495,0.0,0.0,0.0,0.0,0.0,0.0,0.0037748489054773757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=89851277)",122.99336818492714,142.03274837494357,0.0,0.0,0.0,-2.3867501495562116,0.0032972711717720975,-9.799115502077259e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.001492397591372138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=100194311)",122.99335021072068,142.03273261642815,0.0,0.0,0.0,-2.386741457028405,0.003274478813922243,-9.754155112305917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0008692500499259581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=120198584)",122.9928313127878,142.03277640890852,0.0,0.0,0.0,-2.3867505769884927,0.0035373378150889336,-0.000663534190746257,0.0,0.0,0.0,0.0,0.0,0.0,0.0011620435332084613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=140075088)",122.99268777419316,142.03267438617235,0.0,0.0,0.0,-2.3867156861375145,0.0036169425808227377,-0.0006762082675745859,0.0,0.0,0.0,0.0,0.0,0.0,0.002935421722248154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=179945783)",122.99259604993021,142.0326195053045,0.0,0.0,0.0,-2.386561034660665,0.0035184592028484362,-0.0006633700848725092,0.0,0.0,0.0,0.0,0.0,0.0,0.003937754543394966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=189849661)",122.99240339861264,142.03251080198524,0.0,0.0,0.0,-2.3865417638415694,0.003691319188205678,-0.0007310687813879619,0.0,0.0,0.0,0.0,0.0,0.0,0.003317307128291072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=200564717)",122.99237945691864,142.0324968440044,0.0,0.0,0.0,-2.3865168425997334,0.003666029004158359,-0.0007275371184360697,0.0,0.0,0.0,0.0,0.0,0.0,0.002492122216863868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=210090709)",122.99235582381841,142.03248309241698,0.0,0.0,0.0,-2.386496932779973,0.003640724795269469,-0.000723957847978958,0.0,0.0,0.0,0.0,0.0,0.0,0.0019909800331817887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=220025931)",122.99233249785267,142.03246954549425,0.0,0.0,0.0,-2.386482643889188,0.003615412299716742,-0.0007203299129640398,0.0,0.0,0.0,0.0,0.0,0.0,0.0014288871595140177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=230137569)",122.99230947746763,142.03245620148581,0.0,0.0,0.0,-2.3864721406635923,0.0035900953942757793,-0.0007166611936694245,0.0,0.0,0.0,0.0,0.0,0.0,0.001050320664460199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=240064758)",122.99228976521974,142.03252520725258,0.0,0.0,0.0,-2.3864575017230485,0.0035038122337498747,-0.0007997174863250897,0.0,0.0,0.0,0.0,0.0,0.0,0.0014325759956644191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=250264574)",122.99206960412782,142.03235918836663,0.0,0.0,0.0,-2.386441393258673,0.003738491934783145,-0.000830579448952889,0.0,0.0,0.0,0.0,0.0,0.0,0.0029667068282312205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=260245141)",122.9920451066576,142.03234578946424,0.0,0.0,0.0,-2.3863930029313596,0.0037125349637735067,-0.0008265580228203001,0.0,0.0,0.0,0.0,0.0,0.0,0.004839030987357716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=270810898)",122.9920209269921,142.0323325941073,0.0,0.0,0.0,-2.3863294864416438,0.003686556966980982,-0.0008225619705369969,0.0,0.0,0.0,0.0,0.0,0.0,0.006351647247887236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=279854052)",122.9919970633929,142.0323196005654,0.0,0.0,0.0,-2.3862642746472957,0.0036605744475522646,-0.0008185422169633506,0.0,0.0,0.0,0.0,0.0,0.0,0.006521177731339011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=289928314)",122.99197417525771,142.03237522787722,0.0,0.0,0.0,-2.386217419973432,0.0035853136140332944,-0.0008882801659314292,0.0,0.0,0.0,0.0,0.0,0.0,0.00472858846641802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=300537224)",122.99175103568183,142.03220688619925,0.0,0.0,0.0,-2.3862121139892722,0.0038221843274326103,-0.000918014227181276,0.0,0.0,0.0,0.0,0.0,0.0,0.0020034079023516908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=310527979)",122.99131725886951,142.03221599263802,0.0,0.0,0.0,-2.3862351922243072,0.004088395559127258,-0.0013558298571024181,0.0,0.0,0.0,0.0,0.0,0.0,0.0013582949299299105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=320186015)",122.99128751173092,142.03220390270556,0.0,0.0,0.0,-2.3862226659659758,0.004060464299448266,-0.0013491884563077128,0.0,0.0,0.0,0.0,0.0,0.0,0.0012526247176122302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=330269537)",122.99125813731159,142.03219200774404,0.0,0.0,0.0,-2.3862136963923475,0.004032516132138586,-0.0013424779386478247,0.0,0.0,0.0,0.0,0.0,0.0,0.0008969562573574033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=340553861)",122.99107451038363,142.03206944990322,0.0,0.0,0.0,-2.3862440923333357,0.004200632581214817,-0.0013734335124731332,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015327460688675805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=349898550)",122.99104390578239,142.03205681748307,0.0,0.0,0.0,-2.3862695500487403,0.004172152872906899,-0.0013665998736607607,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025457726594070927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=360483097)",122.99101368296827,142.03204438665517,0.0,0.0,0.0,-2.3862815515217655,0.00414362739170834,-0.001359766389253123,0.0,0.0,0.0,0.0,0.0,0.0,-0.001200148410953026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=370195332)",122.99098384013712,142.03203215569619,0.0,0.0,0.0,-2.3862730488236905,0.004115053220239986,-0.0013529642296968767,0.0,0.0,0.0,0.0,0.0,0.0,0.0008502687091764951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=380251917)",122.99095437528908,142.03202012292718,0.0,0.0,0.0,-2.3862395567874017,0.004086430995033936,-0.0013462135358573487,0.0,0.0,0.0,0.0,0.0,0.0,0.003349202540228255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=389936536)",122.99092525935603,142.0320906228332,0.0,0.0,0.0,-2.3861891055488353,0.0039990016500093635,-0.0014294618975325963,0.0,0.0,0.0,0.0,0.0,0.0,0.00500750793133051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=399950502)",122.99089626148418,142.03207978011667,0.0,0.0,0.0,-2.3861388156145082,0.003970835326050774,-0.0014222429234977563,0.0,0.0,0.0,0.0,0.0,0.0,0.005028992543717436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=410269815)",122.99086763688615,142.03206912011134,0.0,0.0,0.0,-2.3861021268330616,0.003942689742109316,-0.001414919576647538,0.0,0.0,0.0,0.0,0.0,0.0,0.003668877262794912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=420796035)",122.99083938408492,142.03205864042826,0.0,0.0,0.0,-2.3860944936348734,0.0039145916836958675,-0.0014074327970216717,0.0,0.0,0.0,0.0,0.0,0.0,0.000763318944524828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=429950968)",122.99061786543275,142.03183166138172,0.0,0.0,0.0,-2.3861077287663734,0.00418702979917053,-0.0013625665276666276,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019796600461623282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=439864816)",122.99057968144491,142.0318944581387,0.0,0.0,0.0,-2.386123739694694,0.004110800562235549,-0.001445629739449941,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015463567467657042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=450252844)",122.99032436534662,142.0316376236848,0.0,0.0,0.0,-2.38618128979706,0.004426960027055312,-0.001402086680987172,0.0,0.0,0.0,0.0,0.0,0.0,-0.004468431350254864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=460629410)",122.99029283347575,142.03162427951796,0.0,0.0,0.0,-2.3862210117209965,0.004396475182375211,-0.0013948642908338535,0.0,0.0,0.0,0.0,0.0,0.0,-0.003972193750792364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=470179515)",122.99026170286344,142.03161114924174,0.0,0.0,0.0,-2.386243869089838,0.004365951099853612,-0.001387662567551619,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022857382267409015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=479858940)",122.99023097151948,142.03159823082171,0.0,0.0,0.0,-2.3862566025004606,0.00433540388222115,-0.0013804535313477649,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012733423904990866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=489904324)",122.98995384237982,142.03140989337132,0.0,0.0,0.0,-2.3862533596639803,0.004615779498059906,-0.0014348316547168364,0.0,0.0,0.0,0.0,0.0,0.0,0.0013288974361073665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=499776314)",122.98992108351776,142.0313957947832,0.0,0.0,0.0,-2.386226307040938,0.004583944627527279,-0.0014277583608884722,0.0,0.0,0.0,0.0,0.0,0.0,0.0027052607331057425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=509955685)",122.98955492469298,142.03135751448607,0.0,0.0,0.0,-2.386231076249328,0.0048212789530133835,-0.001735124955170935,0.0,0.0,0.0,0.0,0.0,0.0,0.0030735800540465387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=520212797)",122.98951898718974,142.03134407310495,0.0,0.0,0.0,-2.3862154901555783,0.004788413529607351,-0.001726646648468912,0.0,0.0,0.0,0.0,0.0,0.0,0.0015586080720552736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=530101080)",122.9894834969749,142.031330853066,0.0,0.0,0.0,-2.386214779760876,0.004755545915694578,-0.001718026584896503,0.0,0.0,0.0,0.0,0.0,0.0,7.103817915210813e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=539789057)",122.98943280459198,142.03139992467274,0.0,0.0,0.0,-2.3862327383130992,0.004676088673648281,-0.001814555720098306,0.0,0.0,0.0,0.0,0.0,0.0,-0.001838357955568844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=549869192)",122.9894216427634,142.03111930887317,0.0,0.0,0.0,-2.386284333653633,0.004816856713884512,-0.0014883433922581884,0.0,0.0,0.0,0.0,0.0,0.0,-0.003743880000532345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=560232878)",122.98938719451336,142.0311043585169,0.0,0.0,0.0,-2.3863196512910783,0.004784063845627622,-0.0014808103562327036,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035317657111801327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=570201477)",122.98935318006639,142.03108964376145,0.0,0.0,0.0,-2.3863504525325387,0.00475123656484525,-0.0014732394210736394,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030801260895206655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=580216190)",122.98931959754859,142.03107516239373,0.0,0.0,0.0,-2.386376926818737,0.0047183823425538144,-0.0014656318118345018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026474305403813483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=589836871)",122.9892594727134,142.03081060699355,0.0,0.0,0.0,-2.38640279174691,0.0048841977982802785,-0.0012127937434396512,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011482330758705807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=599964511)",122.98922629125936,142.03079361140175,0.0,0.0,0.0,-2.386389615182996,0.004850849420880418,-0.001206841413116778,0.0,0.0,0.0,0.0,0.0,0.0,0.0013176535536251006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=610542872)",122.98919353185227,142.03077687369426,0.0,0.0,0.0,-2.386356287684931,0.004817450601321534,-0.0012009394906334974,0.0,0.0,0.0,0.0,0.0,0.0,0.003332747003017543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=620144031)",122.98916119234899,142.03076039183273,0.0,0.0,0.0,-2.3863121055622822,0.0047840200207692,-0.001195044027597719,0.0,0.0,0.0,0.0,0.0,0.0,0.004418209495296249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=630265857)",122.98912927078997,142.03074416348707,0.0,0.0,0.0,-2.386274711052696,0.004750585813034645,-0.0011890713717414327,0.0,0.0,0.0,0.0,0.0,0.0,0.0037394482229029693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=639952684)",122.9890948191267,142.03079241570944,0.0,0.0,0.0,-2.386261484382389,0.004673621209933638,-0.0012560563158651157,0.0,0.0,0.0,0.0,0.0,0.0,0.001374557951341597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=680214465)",122.98892047130916,142.03044604271037,0.0,0.0,0.0,-2.386367320472694,0.004775065250811862,-0.0009817909984658373,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024776736392038636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=690285174)",122.98890044800751,142.03018798752893,0.0,0.0,0.0,-2.386382800074201,0.004904939106433335,-0.0007039635229048734,0.0,0.0,0.0,0.0,0.0,0.0,-8.176074433793178e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=700344795)",122.98887044815653,142.03016795364582,0.0,0.0,0.0,-2.38636308307329,0.004871067247068957,-0.0007005069573696244,0.0,0.0,0.0,0.0,0.0,0.0,0.0019716955311140593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=710731963)",122.98916662423427,142.02992344517662,0.0,0.0,0.0,-2.3863710771023112,0.004751001482389154,-0.00011813866070582404,0.0,0.0,0.0,0.0,0.0,0.0,0.002674349086074456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=720219368)",122.98914056818924,142.0299003127805,0.0,0.0,0.0,-2.386346582731614,0.00471857704581226,-0.0001176780000840479,0.0,0.0,0.0,0.0,0.0,0.0,0.0024494310027617632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=739944165)",122.98912885087432,142.02963348182334,0.0,0.0,0.0,-2.3863228176335918,0.004781753079197542,0.00016550146569285963,0.0,0.0,0.0,0.0,0.0,0.0,0.0017813680554628205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=759896284)",122.98907979347065,142.02958343806006,0.0,0.0,0.0,-2.386315443122327,0.004716829664580272,0.0001638066762752591,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004749231318002956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=789873211)",122.98897520545474,142.02923329207522,0.0,0.0,0.0,-2.3864005388974747,0.004842732852170996,0.00043085586143999524,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026438796046676307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=810083293)",122.98892893256351,142.02917970707261,0.0,0.0,0.0,-2.386402239399716,0.0047764467515808515,0.00042653279947650076,0.0,0.0,0.0,0.0,0.0,0.0,0.0009275737495678575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=850096147)",122.98880193756816,142.02876765157976,0.0,0.0,0.0,-2.386358842726653,0.004889816709227495,0.000710924191235676,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001405396618425995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=880103537)",122.98873802171966,142.02868300461398,0.0,0.0,0.0,-2.3864433605159516,0.0047879570685261255,0.0007003383738973214,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035132948540735546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=900153166)",122.98892090786192,142.02800231301256,0.0,0.0,0.0,-2.386564852329171,0.004992928066054019,0.0015989796604431994,0.0,0.0,0.0,0.0,0.0,0.0,-0.002540507044880303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=949904174)",122.98885275063363,142.02748124732648,0.0,0.0,0.0,-2.386542449173222,0.005057088613137613,0.0019511488614313687,0.0,0.0,0.0,0.0,0.0,0.0,0.001684263075608352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=960586887)",122.98883722943681,142.02744383736837,0.0,0.0,0.0,-2.3865374042871514,0.0050224085259811925,0.0019413315145949753,0.0,0.0,0.0,0.0,0.0,0.0,0.0005044758021835723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=970162525)",122.98882196044396,142.0274068918398,0.0,0.0,0.0,-2.3865458269824216,0.004987679718396213,0.0019315071464661726,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008422821557721557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=989857075)",122.98877262135368,142.02713972953208,0.0,0.0,0.0,-2.386622991604573,0.005072031076761826,0.0021051694296753813,0.0,0.0,0.0,0.0,0.0,0.0,-0.003618949222791329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=19956957)",122.9887292379497,142.02702582387207,0.0,0.0,0.0,-2.386716390683748,0.004967413366066225,0.0020737374961160913,0.0,0.0,0.0,0.0,0.0,0.0,-0.002379773568293124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=50028876)",122.98868800842303,142.02691615539956,0.0,0.0,0.0,-2.3867452413832764,0.004862859273319644,0.0020413060142047807,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007949068941591808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=90368781)",122.98841324855377,142.0263825883451,0.0,0.0,0.0,-2.386883886802863,0.005187441204710325,0.002201782033232357,0.0,0.0,0.0,0.0,0.0,0.0,-0.005557452427261494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=99919199)",122.9883987095028,142.02634332527677,0.0,0.0,0.0,-2.3869255900558155,0.005151279807492387,0.0021908289154704053,0.0,0.0,0.0,0.0,0.0,0.0,-0.004170337695177608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=110246668)",122.98788009814183,142.02637239682127,0.0,0.0,0.0,-2.3869730277968824,0.005449544538719938,0.0015886642923724323,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008078561584791173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=119980674)",122.98786037390283,142.02633524586923,0.0,0.0,0.0,-2.386930691823766,0.005412172706767734,0.0015805328734199112,0.0,0.0,0.0,0.0,0.0,0.0,0.004233587168132332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=130269147)",122.98784095190997,142.0262985648103,0.0,0.0,0.0,-2.386876357240469,0.005374795732243895,0.0015722730922163126,0.0,0.0,0.0,0.0,0.0,0.0,0.005433448321085174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=140609789)",122.98781148331248,142.02604062657417,0.0,0.0,0.0,-2.386841737520715,0.005503648325163114,0.0017954983606976145,0.0,0.0,0.0,0.0,0.0,0.0,0.00504464971516497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=150319999)",122.98779255167037,142.0260017142442,0.0,0.0,0.0,-2.38681219494921,0.0054661314564730555,0.001786473472160018,0.0,0.0,0.0,0.0,0.0,0.0,0.0029542467925409155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=160270173)",122.98777391506123,142.02596328673124,0.0,0.0,0.0,-2.386803018691004,0.005428548051242382,0.0017774884692121466,0.0,0.0,0.0,0.0,0.0,0.0,0.0009176156016984588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
