stamp,source_topic,battery_voltage,system_voltage,system_temperature,system_mode,system_ok,laser_ok,scanner_ok,receiver_ok,datapath_ok
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=2437956)",/luminar_left/status,13.965058326721191,0.0,31.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=2539586)",/luminar_front/status,13.813592910766602,0.0,30.0,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477729, nanosec=2502221)",/luminar_right/status,14.222548484802246,0.0,28.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=2663375)",/luminar_left/status,13.889325141906738,0.0,31.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=2757392)",/luminar_front/status,13.874178886413574,0.0,29.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477731, nanosec=2724948)",/luminar_right/status,14.267987251281738,0.0,28.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=2885271)",/luminar_left/status,14.010497093200684,0.0,31.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=2978680)",/luminar_front/status,13.85903263092041,0.0,29.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477733, nanosec=2953262)",/luminar_right/status,14.267987251281738,0.0,28.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=3112502)",/luminar_left/status,13.934764862060547,0.0,31.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=3209582)",/luminar_front/status,13.828739166259766,0.0,29.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477735, nanosec=3180025)",/luminar_right/status,14.313426971435547,0.0,28.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=3327634)",/luminar_left/status,13.99535083770752,0.0,30.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=3415462)",/luminar_front/status,13.798446655273438,0.0,29.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477737, nanosec=3386798)",/luminar_right/status,14.328573226928711,0.0,28.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=3532900)",/luminar_left/status,13.919618606567383,0.0,30.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=3617590)",/luminar_front/status,13.85903263092041,0.0,29.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477739, nanosec=3586429)",/luminar_right/status,14.343720436096191,0.0,28.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=3733334)",/luminar_left/status,13.934764862060547,0.0,30.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=3820688)",/luminar_front/status,13.843886375427246,0.0,29.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477741, nanosec=3789484)",/luminar_right/status,14.298280715942383,0.0,28.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=3943661)",/luminar_left/status,13.965058326721191,0.0,30.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=4039247)",/luminar_front/status,13.843886375427246,0.0,29.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477743, nanosec=4007664)",/luminar_right/status,14.313426971435547,0.0,28.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=4165680)",/luminar_left/status,13.980204582214355,0.0,30.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=4260403)",/luminar_front/status,13.753006935119629,0.0,29.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477745, nanosec=4226005)",/luminar_right/status,14.389159202575684,0.0,28.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=4381604)",/luminar_left/status,13.980204582214355,0.0,30.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=4504337)",/luminar_front/status,13.813592910766602,0.0,29.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477747, nanosec=4471574)",/luminar_right/status,14.328573226928711,0.0,28.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=4619732)",/luminar_left/status,13.965058326721191,0.0,30.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=4709087)",/luminar_front/status,13.85903263092041,0.0,29.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477749, nanosec=4677652)",/luminar_right/status,14.343720436096191,0.0,28.0,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=4851241)",/luminar_left/status,14.010497093200684,0.0,30.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=4934744)",/luminar_front/status,13.828739166259766,0.0,29.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477751, nanosec=4909754)",/luminar_right/status,14.37401294708252,0.0,27.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=5085751)",/luminar_left/status,13.949911117553711,0.0,30.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=5196818)",/luminar_front/status,13.843886375427246,0.0,29.125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477753, nanosec=5158987)",/luminar_right/status,14.434598922729492,0.0,27.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=5323920)",/luminar_left/status,13.949911117553711,0.0,30.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=5431491)",/luminar_front/status,13.843886375427246,0.0,29.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477755, nanosec=5399910)",/luminar_right/status,14.419452667236328,0.0,27.875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=5564945)",/luminar_left/status,13.980204582214355,0.0,30.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=5683772)",/luminar_front/status,13.737860679626465,0.0,29.0,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477757, nanosec=5642740)",/luminar_right/status,14.343720436096191,0.0,27.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=5807464)",/luminar_left/status,13.949911117553711,0.0,30.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=5901331)",/luminar_front/status,13.828739166259766,0.0,28.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477759, nanosec=5868941)",/luminar_right/status,14.328573226928711,0.0,27.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=6019935)",/luminar_left/status,13.980204582214355,0.0,30.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=6115217)",/luminar_front/status,13.919618606567383,0.0,28.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477761, nanosec=6083428)",/luminar_right/status,14.37401294708252,0.0,27.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=6257409)",/luminar_left/status,13.904472351074219,0.0,30.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=6352903)",/luminar_front/status,13.889325141906738,0.0,28.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477763, nanosec=6322804)",/luminar_right/status,14.495184898376465,0.0,27.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=6485179)",/luminar_left/status,13.934764862060547,0.0,30.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=6610391)",/luminar_front/status,13.768153190612793,0.0,28.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477765, nanosec=6543953)",/luminar_right/status,14.328573226928711,0.0,27.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=6727842)",/luminar_left/status,13.949911117553711,0.0,30.125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=6823142)",/luminar_front/status,13.692420959472656,0.0,28.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477767, nanosec=6790919)",/luminar_right/status,14.37401294708252,0.0,27.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=6945690)",/luminar_left/status,13.965058326721191,0.0,30.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=7034034)",/luminar_front/status,13.85903263092041,0.0,28.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477769, nanosec=7004957)",/luminar_right/status,14.37401294708252,0.0,27.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=7148958)",/luminar_left/status,13.919618606567383,0.0,30.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=7240091)",/luminar_front/status,13.798446655273438,0.0,28.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477771, nanosec=7209116)",/luminar_right/status,14.358866691589355,0.0,27.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=7360070)",/luminar_left/status,13.949911117553711,0.0,30.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=7453358)",/luminar_front/status,13.753006935119629,0.0,28.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477773, nanosec=7422927)",/luminar_right/status,14.343720436096191,0.0,27.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=7576674)",/luminar_left/status,13.889325141906738,0.0,29.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=7667893)",/luminar_front/status,13.7227144241333,0.0,28.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477775, nanosec=7639868)",/luminar_right/status,14.389159202575684,0.0,27.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=7787818)",/luminar_left/status,13.934764862060547,0.0,29.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=7898912)",/luminar_front/status,13.813592910766602,0.0,28.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477777, nanosec=7865934)",/luminar_right/status,14.343720436096191,0.0,27.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=8024324)",/luminar_left/status,13.85903263092041,0.0,29.875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=8136043)",/luminar_front/status,13.874178886413574,0.0,28.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477779, nanosec=8093681)",/luminar_right/status,14.37401294708252,0.0,27.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=8260473)",/luminar_left/status,13.99535083770752,0.0,29.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=8363044)",/luminar_front/status,13.798446655273438,0.0,28.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477781, nanosec=8331772)",/luminar_right/status,14.389159202575684,0.0,27.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=8484753)",/luminar_left/status,13.99535083770752,0.0,29.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=8575972)",/luminar_front/status,13.783300399780273,0.0,28.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477783, nanosec=8550089)",/luminar_right/status,14.343720436096191,0.0,27.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=8692597)",/luminar_left/status,13.965058326721191,0.0,29.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=8795056)",/luminar_front/status,13.85903263092041,0.0,28.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477785, nanosec=8765029)",/luminar_right/status,14.283134460449219,0.0,27.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=8922758)",/luminar_left/status,13.980204582214355,0.0,29.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=9041890)",/luminar_front/status,13.813592910766602,0.0,28.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=8999821)",/luminar_right/status,14.252840995788574,0.0,27.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=9179101)",/luminar_left/status,13.919618606567383,0.0,29.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=9294576)",/luminar_front/status,13.85903263092041,0.0,28.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=9256990)",/luminar_right/status,14.404306411743164,0.0,27.125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=9420443)",/luminar_left/status,13.965058326721191,0.0,29.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=9537879)",/luminar_front/status,13.843886375427246,0.0,28.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477791, nanosec=9485484)",/luminar_right/status,14.37401294708252,0.0,27.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=9669779)",/luminar_left/status,13.843886375427246,0.0,29.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=9787336)",/luminar_front/status,13.828739166259766,0.0,28.125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477793, nanosec=9748911)",/luminar_right/status,14.283134460449219,0.0,27.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=9913772)",/luminar_left/status,13.934764862060547,0.0,29.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=10005396)",/luminar_front/status,13.798446655273438,0.0,28.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477795, nanosec=9977210)",/luminar_right/status,14.328573226928711,0.0,26.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=10151972)",/luminar_left/status,13.949911117553711,0.0,29.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=10242743)",/luminar_front/status,13.753006935119629,0.0,28.0,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477797, nanosec=10213735)",/luminar_right/status,14.328573226928711,0.0,26.875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=10395782)",/luminar_left/status,13.85903263092041,0.0,29.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=10478425)",/luminar_front/status,13.737860679626465,0.0,27.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477799, nanosec=10452286)",/luminar_right/status,14.298280715942383,0.0,26.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=10595872)",/luminar_left/status,13.99535083770752,0.0,29.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=10689841)",/luminar_front/status,13.828739166259766,0.0,27.875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477801, nanosec=10660703)",/luminar_right/status,14.419452667236328,0.0,26.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=10814442)",/luminar_left/status,13.934764862060547,0.0,29.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=10899820)",/luminar_front/status,13.828739166259766,0.0,27.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477803, nanosec=10867862)",/luminar_right/status,14.404306411743164,0.0,26.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=11034060)",/luminar_left/status,13.934764862060547,0.0,29.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=11128728)",/luminar_front/status,13.798446655273438,0.0,27.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477805, nanosec=11095983)",/luminar_right/status,14.283134460449219,0.0,26.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=11271676)",/luminar_left/status,13.965058326721191,0.0,29.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=11368651)",/luminar_front/status,13.631834983825684,0.0,27.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477807, nanosec=11333737)",/luminar_right/status,14.328573226928711,0.0,26.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=11490942)",/luminar_left/status,13.99535083770752,0.0,29.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=11578994)",/luminar_front/status,13.813592910766602,0.0,27.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477809, nanosec=11550135)",/luminar_right/status,14.37401294708252,0.0,26.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=11715830)",/luminar_left/status,13.889325141906738,0.0,29.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=11805395)",/luminar_front/status,13.828739166259766,0.0,27.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477811, nanosec=11777108)",/luminar_right/status,14.389159202575684,0.0,26.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=12051399)",/luminar_left/status,13.874178886413574,0.0,29.125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=12203564)",/luminar_front/status,13.813592910766602,0.0,27.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477813, nanosec=12146709)",/luminar_right/status,14.283134460449219,0.0,26.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=12335229)",/luminar_left/status,13.85903263092041,0.0,29.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=12432405)",/luminar_front/status,13.753006935119629,0.0,27.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477815, nanosec=12397810)",/luminar_right/status,14.343720436096191,0.0,26.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=12877096)",/luminar_left/status,13.980204582214355,0.0,29.0,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=12993819)",/luminar_front/status,13.813592910766602,0.0,27.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477817, nanosec=12956281)",/luminar_right/status,14.177108764648438,0.0,26.5,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=13124283)",/luminar_left/status,14.010497093200684,0.0,28.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=13216925)",/luminar_front/status,13.85903263092041,0.0,27.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477819, nanosec=13186325)",/luminar_right/status,14.343720436096191,0.0,26.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=13339195)",/luminar_left/status,13.980204582214355,0.0,28.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=13456100)",/luminar_front/status,13.843886375427246,0.0,27.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477821, nanosec=13417812)",/luminar_right/status,14.192255020141602,0.0,26.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=13712482)",/luminar_left/status,13.949911117553711,0.0,28.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=13814874)",/luminar_front/status,13.919618606567383,0.0,27.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477823, nanosec=13778907)",/luminar_right/status,14.23769474029541,0.0,26.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=13943588)",/luminar_left/status,13.904472351074219,0.0,28.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=14062822)",/luminar_front/status,13.874178886413574,0.0,27.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477825, nanosec=14023220)",/luminar_right/status,14.343720436096191,0.0,26.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=14180787)",/luminar_left/status,13.980204582214355,0.0,28.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=14270734)",/luminar_front/status,13.798446655273438,0.0,27.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477827, nanosec=14240169)",/luminar_right/status,14.343720436096191,0.0,26.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=14398054)",/luminar_left/status,13.919618606567383,0.0,28.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=14511306)",/luminar_front/status,13.813592910766602,0.0,27.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477829, nanosec=14474837)",/luminar_right/status,14.131669044494629,0.0,26.125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=14646652)",/luminar_left/status,13.99535083770752,0.0,28.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=14759294)",/luminar_front/status,13.85903263092041,0.0,27.125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477831, nanosec=14720283)",/luminar_right/status,14.419452667236328,0.0,26.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=14885288)",/luminar_left/status,13.980204582214355,0.0,28.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=14975105)",/luminar_front/status,13.904472351074219,0.0,27.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477833, nanosec=14943712)",/luminar_right/status,14.37401294708252,0.0,26.0,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=15090733)",/luminar_left/status,13.934764862060547,0.0,28.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=15168149)",/luminar_front/status,13.843886375427246,0.0,27.0,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477835, nanosec=15142623)",/luminar_right/status,14.343720436096191,0.0,25.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=15279301)",/luminar_left/status,13.965058326721191,0.0,28.4375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=15373528)",/luminar_front/status,13.874178886413574,0.0,26.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477837, nanosec=15340392)",/luminar_right/status,14.37401294708252,0.0,25.9375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=15495140)",/luminar_left/status,13.99535083770752,0.0,28.375,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=15587864)",/luminar_front/status,13.768153190612793,0.0,26.875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477839, nanosec=15556319)",/luminar_right/status,14.313426971435547,0.0,25.875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=15701922)",/luminar_left/status,13.980204582214355,0.0,28.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=15813280)",/luminar_front/status,13.889325141906738,0.0,26.875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477841, nanosec=15771482)",/luminar_right/status,14.313426971435547,0.0,25.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=15955646)",/luminar_left/status,13.99535083770752,0.0,28.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=16040386)",/luminar_front/status,13.798446655273438,0.0,26.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477843, nanosec=16010551)",/luminar_right/status,14.37401294708252,0.0,25.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=16165549)",/luminar_left/status,13.965058326721191,0.0,28.3125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=16255455)",/luminar_front/status,13.813592910766602,0.0,26.8125,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477845, nanosec=16228039)",/luminar_right/status,14.328573226928711,0.0,25.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=16371581)",/luminar_left/status,13.85903263092041,0.0,28.25,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=16463871)",/luminar_front/status,13.737860679626465,0.0,26.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477847, nanosec=16431042)",/luminar_right/status,14.358866691589355,0.0,25.75,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=16593236)",/luminar_left/status,13.919618606567383,0.0,28.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=16706432)",/luminar_front/status,13.85903263092041,0.0,26.6875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477849, nanosec=16669969)",/luminar_right/status,14.389159202575684,0.0,25.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477851, nanosec=16837476)",/luminar_left/status,13.889325141906738,0.0,28.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477851, nanosec=16965017)",/luminar_front/status,13.662128448486328,0.0,26.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477851, nanosec=16925314)",/luminar_right/status,14.283134460449219,0.0,25.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477853, nanosec=17096022)",/luminar_left/status,13.980204582214355,0.0,28.1875,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477853, nanosec=17197655)",/luminar_front/status,13.828739166259766,0.0,26.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477853, nanosec=17168783)",/luminar_right/status,14.389159202575684,0.0,25.625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477855, nanosec=17294407)",/luminar_left/status,13.889325141906738,0.0,28.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477855, nanosec=17393609)",/luminar_front/status,13.85903263092041,0.0,26.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477855, nanosec=17360844)",/luminar_right/status,14.37401294708252,0.0,25.5625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477857, nanosec=17508758)",/luminar_left/status,13.85903263092041,0.0,28.0625,2,True,True,True,True,True
"builtin_interfaces.msg.Time(sec=1751477857, nanosec=17602252)",/luminar_front/status,13.843886375427246,0.0,26.5,2,True,True,True,True,True
