stamp,engine_oil_pressure,fuel_pressure,coolant_temperature,transmission_temperature,transmission_pressure
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=499790943)",473.3,509.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=509926400)",473.3,508.90000000000003,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=519917909)",473.3,507.40000000000003,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=530367114)",473.3,505.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=539958557)",473.3,506.3,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=549824656)",470.6,505.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=559917657)",470.6,505.20000000000005,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=569910754)",470.6,504.8,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=579923111)",470.6,507.40000000000003,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=589898695)",470.6,509.6,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=599888413)",470.6,511.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=609908619)",470.6,512.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=609908619)",470.6,512.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=629971119)",470.6,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=639917276)",470.6,514.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=649933148)",469.0,517.1,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=659958262)",469.0,516.0,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=669912745)",469.0,513.0,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=679926080)",469.0,513.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=689921102)",469.0,512.2,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=689921102)",469.0,512.2,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=710566480)",469.0,514.1,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=720597352)",469.0,513.7,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=730299961)",469.0,514.1,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=739902621)",469.0,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=749767726)",460.0,516.3000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=759808291)",460.0,516.7,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=769742567)",460.0,513.7,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=781500118)",460.0,511.90000000000003,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=789908674)",460.0,510.8,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=799924173)",460.0,511.1,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=809854834)",460.0,511.90000000000003,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=819876578)",460.0,512.2,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=830242654)",460.0,510.8,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=839930317)",460.0,509.6,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=850503542)",441.70000000000005,510.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=859909298)",441.70000000000005,512.6,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=869854203)",441.70000000000005,512.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=879881090)",441.70000000000005,513.4,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=889875898)",441.70000000000005,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=900340249)",441.70000000000005,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=911009856)",441.70000000000005,514.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=919879657)",441.70000000000005,515.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=929792583)",441.70000000000005,516.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=939868260)",441.70000000000005,514.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=949889466)",436.3,514.5,65.0,0.0,6342.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=959872225)",436.3,514.5,65.0,0.0,6342.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=969900733)",436.3,516.0,65.0,0.0,6342.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=979865575)",436.3,516.3000000000001,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=989969839)",436.3,515.6,65.0,0.0,6342.0
"builtin_interfaces.msg.Time(sec=1751477992, nanosec=999804797)",436.3,516.0,65.0,0.0,6342.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=9828456)",436.3,515.6,65.0,0.0,6342.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=19915993)",436.3,516.0,65.0,0.0,6342.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=29878654)",436.3,517.8000000000001,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=39835967)",436.3,518.6,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=49797048)",439.70000000000005,517.5,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=59947139)",439.70000000000005,516.7,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=69886938)",439.70000000000005,515.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=79867396)",439.70000000000005,516.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=89966872)",439.70000000000005,517.5,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=100433483)",439.70000000000005,516.3000000000001,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=109882176)",439.70000000000005,516.3000000000001,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=119892787)",439.70000000000005,515.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=129852752)",439.70000000000005,514.8000000000001,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=139848275)",439.70000000000005,514.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=149820601)",443.1,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=159821897)",443.1,512.6,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=169893476)",443.1,511.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=179867559)",443.1,509.3,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=189880935)",443.1,509.3,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=200188758)",443.1,511.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=209894647)",443.1,512.6,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=220122167)",443.1,513.7,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=229828498)",443.1,515.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=229828498)",443.1,515.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=249777447)",454.20000000000005,515.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=259907909)",454.20000000000005,514.1,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=270364081)",454.20000000000005,515.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=279872696)",454.20000000000005,514.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=289870420)",454.20000000000005,515.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=299898975)",454.20000000000005,516.0,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=310287792)",454.20000000000005,515.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=320415372)",454.20000000000005,514.1,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=329767838)",454.20000000000005,512.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=339854519)",454.20000000000005,510.8,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=349862621)",462.6,512.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=360346293)",462.6,512.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=369838216)",462.6,511.1,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=380148292)",462.6,513.4,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=390068291)",462.6,514.1,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=400094344)",462.6,514.8000000000001,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=409876129)",462.6,514.8000000000001,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=419916098)",462.6,514.8000000000001,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=429882851)",462.6,513.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=429882851)",462.6,513.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=449899390)",463.8,510.40000000000003,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=459910691)",463.8,512.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=469865498)",463.8,512.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=479851726)",463.8,511.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=489878708)",463.8,510.40000000000003,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=499864909)",463.8,513.4,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=509912837)",463.8,512.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=519871580)",463.8,512.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=529828090)",463.8,511.90000000000003,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=539884054)",463.8,511.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=549895768)",463.1,510.8,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=559807952)",463.1,509.3,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=569872167)",463.1,511.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=579834796)",463.1,512.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=590278767)",463.1,511.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=599991742)",463.1,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=609832965)",463.1,511.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=619858511)",463.1,511.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=629856690)",463.1,512.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=639906076)",463.1,514.8000000000001,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=649813895)",482.8,514.5,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=659880202)",482.8,513.7,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=669806919)",482.8,513.4,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=669806919)",482.8,513.4,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=689869077)",482.8,510.40000000000003,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=700312656)",482.8,511.1,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=709861203)",482.8,513.7,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=719887953)",482.8,514.1,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=729891554)",482.8,513.4,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=739868887)",482.8,512.6,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=749750285)",503.20000000000005,511.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=760347169)",503.20000000000005,512.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=769877299)",503.20000000000005,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=779829909)",503.20000000000005,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=789845516)",503.20000000000005,511.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=799763806)",503.20000000000005,510.40000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=809871730)",503.20000000000005,511.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=819886951)",503.20000000000005,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=829804434)",503.20000000000005,511.90000000000003,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=839872905)",503.20000000000005,513.4,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=849037164)",525.6,511.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=849037164)",525.6,511.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=869810860)",525.6,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=880287545)",525.6,513.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=889273807)",525.6,511.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=899915214)",525.6,510.8,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=909894151)",525.6,509.6,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=920075263)",525.6,511.90000000000003,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=929848210)",525.6,511.1,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=939900797)",525.6,511.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=949971711)",536.2,509.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=959864519)",536.2,512.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=959864519)",536.2,512.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=979914700)",536.2,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=989922774)",536.2,514.8000000000001,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477993, nanosec=999897736)",536.2,516.3000000000001,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=9863517)",536.2,515.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=19812334)",536.2,517.5,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=29825262)",536.2,516.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=39850851)",536.2,514.1,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=49845252)",542.8000000000001,514.1,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=59819590)",542.8000000000001,513.7,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=69844125)",542.8000000000001,515.2,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=79923631)",542.8000000000001,517.1,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=89867323)",542.8000000000001,516.7,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=100077611)",542.8000000000001,518.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=109847081)",542.8000000000001,518.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=119905291)",542.8000000000001,518.6,65.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=129833091)",542.8000000000001,518.6,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=139843249)",542.8000000000001,517.8000000000001,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=149890920)",533.6,517.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=159846598)",533.6,517.8000000000001,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=169862362)",533.6,518.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=179856675)",533.6,518.6,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=189831821)",533.6,518.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=199799552)",533.6,517.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=209808883)",533.6,516.7,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=219892834)",533.6,516.3000000000001,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=231055413)",533.6,515.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=239890823)",533.6,514.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=249987394)",503.20000000000005,515.2,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=259895870)",503.20000000000005,516.0,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=269908870)",503.20000000000005,516.0,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=279877670)",503.20000000000005,518.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=279877670)",503.20000000000005,518.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=299840572)",503.20000000000005,516.3000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=309805400)",503.20000000000005,515.6,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=319830893)",503.20000000000005,513.4,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=329862321)",503.20000000000005,512.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=339784330)",503.20000000000005,512.2,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=349876406)",489.70000000000005,514.8000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=359880401)",489.70000000000005,514.8000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=369844176)",489.70000000000005,514.8000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=379842428)",489.70000000000005,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=389839947)",489.70000000000005,513.7,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=389839947)",489.70000000000005,513.7,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=409871350)",489.70000000000005,515.2,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=419871304)",489.70000000000005,515.6,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=419871304)",489.70000000000005,515.6,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=439766934)",489.70000000000005,514.8000000000001,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=449397141)",482.5,514.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=449397141)",482.5,514.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=469821213)",482.5,513.7,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=479835365)",482.5,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=479835365)",482.5,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=500523521)",482.5,513.4,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=510568396)",482.5,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=519784466)",482.5,513.0,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=529837259)",482.5,513.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=539831880)",482.5,513.4,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=549870578)",496.40000000000003,514.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=559783040)",496.40000000000003,513.7,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=569816674)",496.40000000000003,514.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=579853781)",496.40000000000003,513.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=589825635)",496.40000000000003,513.4,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=589825635)",496.40000000000003,513.4,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=609815129)",496.40000000000003,514.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=619836977)",496.40000000000003,515.2,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=629802263)",496.40000000000003,516.0,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=639876692)",496.40000000000003,516.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=649840982)",492.20000000000005,517.1,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=659804252)",492.20000000000005,517.8000000000001,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=669862036)",492.20000000000005,519.3000000000001,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=679845103)",492.20000000000005,518.6,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=689931232)",492.20000000000005,517.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=700580926)",492.20000000000005,517.8000000000001,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=710325391)",492.20000000000005,517.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=719796623)",492.20000000000005,517.5,65.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=730044398)",492.20000000000005,517.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=741204235)",492.20000000000005,517.5,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=749897229)",501.90000000000003,516.3000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=759917740)",501.90000000000003,517.8000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=769854172)",501.90000000000003,517.5,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=781454770)",501.90000000000003,517.8000000000001,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=789831272)",501.90000000000003,516.3000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=799854944)",501.90000000000003,514.8000000000001,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=809900455)",501.90000000000003,514.5,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=819843584)",501.90000000000003,514.1,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=829803786)",501.90000000000003,513.7,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=839904149)",501.90000000000003,514.1,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=849921111)",504.70000000000005,513.4,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=859837840)",504.70000000000005,513.7,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=869807584)",504.70000000000005,514.1,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=879861838)",504.70000000000005,514.1,65.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=889772027)",504.70000000000005,513.0,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=898909253)",504.70000000000005,513.7,65.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477994, nanosec=909809518)",504.70000000000005,514.1,65.0,0.0,6340.0
