stamp,engine_oil_pressure,fuel_pressure,coolant_temperature,transmission_temperature,transmission_pressure
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=158891354)",590.2,517.5,52.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=169760579)",590.2,518.2,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=178849388)",590.2,517.8000000000001,52.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=196116571)",590.2,517.1,52.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=198874575)",590.2,518.2,52.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=208826245)",590.2,517.5,52.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=218925463)",590.2,517.5,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=229450564)",590.2,517.1,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=238864855)",589.7,516.7,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=248887150)",589.7,518.9,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=259009891)",589.7,518.6,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=268848701)",589.7,519.3000000000001,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=279300233)",589.7,520.1,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=288940359)",589.7,517.8000000000001,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=298845257)",589.7,517.1,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=308859635)",589.7,518.2,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=319136612)",589.7,518.2,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=328904381)",589.7,518.9,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=338855538)",589.4,519.3000000000001,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=349587561)",589.4,519.7,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=358950027)",589.4,520.1,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=368982605)",589.4,519.3000000000001,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=379717967)",589.4,515.6,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=394723405)",589.4,518.6,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=402629297)",589.4,519.3000000000001,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=408862036)",589.4,519.7,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=428861889)",589.4,519.3000000000001,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=428861889)",589.4,519.3000000000001,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=438902869)",589.1,517.8000000000001,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=449620780)",589.1,518.6,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=449620780)",589.1,518.6,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=478871856)",589.1,519.3000000000001,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=478871856)",589.1,519.3000000000001,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=489128139)",589.1,521.2,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=499228048)",589.1,520.4,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=508939545)",589.1,519.3000000000001,52.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=518823800)",589.1,519.3000000000001,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=529000733)",589.1,517.5,52.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=538991538)",589.4,514.5,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=549022319)",589.4,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=558904245)",589.4,516.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=568965483)",589.4,520.8000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=578988052)",589.4,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=589030822)",589.4,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=598861384)",589.4,516.0,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=608899138)",589.4,516.3000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=618964821)",589.4,516.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=629149139)",589.4,517.5,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=639163378)",588.9,516.0,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=650096643)",588.9,521.2,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=658859923)",588.9,519.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=670700042)",588.9,518.9,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=682305405)",588.9,519.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=688875638)",588.9,518.6,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=702295567)",588.9,516.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=710744777)",588.9,516.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=719624305)",588.9,520.1,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=728849026)",588.9,520.1,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=739103557)",590.2,520.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=748887263)",590.2,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=759129948)",590.2,519.3000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=768815815)",590.2,520.4,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=792861831)",590.2,522.3000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=798942602)",590.2,520.4,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=809055468)",590.2,520.4,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=818981608)",590.2,522.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=830255521)",590.2,518.2,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=839463759)",589.9,517.5,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=849075466)",589.9,518.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=859019964)",589.9,515.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=869146915)",589.9,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=879408787)",589.9,520.4,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=889807729)",589.9,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=898932903)",589.9,520.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=908975007)",589.9,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=919056561)",589.9,518.6,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=928951710)",589.9,517.5,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=939292874)",589.3000000000001,516.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=949580951)",589.3000000000001,520.1,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=962309620)",589.3000000000001,519.3000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=970427448)",589.3000000000001,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=979022573)",589.3000000000001,520.8000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=988903110)",589.3000000000001,519.3000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477724, nanosec=998899922)",589.3000000000001,519.3000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=8838064)",589.3000000000001,518.6,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=18986034)",589.3000000000001,518.6,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=30661123)",589.3000000000001,519.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=39481896)",588.5,518.2,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=48967887)",588.5,518.9,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=58960212)",588.5,519.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=68882835)",588.5,517.1,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=78875275)",588.5,517.1,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=88895513)",588.5,517.8000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=98998923)",588.5,517.1,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=108834952)",588.5,519.3000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=118834008)",588.5,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=128837108)",588.5,520.4,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=139162924)",588.1,520.4,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=148906614)",588.1,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=160419116)",588.1,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=168821097)",588.1,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=178842275)",588.1,520.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=189700881)",588.1,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=198916168)",588.1,518.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=208874877)",588.1,515.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=218825647)",588.1,515.6,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=229104128)",588.1,516.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=238887064)",589.1,517.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=248989774)",589.1,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=262270968)",589.1,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=268894649)",589.1,518.6,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=279133973)",589.1,518.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=288950089)",589.1,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=299357251)",589.1,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=308920248)",589.1,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=319156288)",589.1,518.6,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=330599574)",589.1,519.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=340280925)",588.4,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=349319298)",588.4,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=358919944)",588.4,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=368910153)",588.4,517.8000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=381699612)",588.4,517.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=391038289)",588.4,517.5,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=398944687)",588.4,517.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=408871674)",588.4,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=419015537)",588.4,519.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=428931708)",588.4,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=440798947)",588.2,517.8000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=448894756)",588.2,517.8000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=458948085)",588.2,516.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=468930035)",588.2,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=478875222)",588.2,519.3000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=498919475)",588.2,517.5,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=498919475)",588.2,517.5,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=508882550)",588.2,519.3000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=518898545)",588.2,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=528939120)",588.2,519.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=539082125)",588.0,520.4,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=549158060)",588.0,518.9,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=559101169)",588.0,518.9,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=569058872)",588.0,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=579559116)",588.0,518.2,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=589640608)",588.0,523.8000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=599182360)",588.0,520.4,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=608918539)",588.0,520.8000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=622415458)",588.0,520.8000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=628870009)",588.0,517.5,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=638883238)",589.5,516.7,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=649004572)",589.5,518.6,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=659568371)",589.5,518.9,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=669249654)",589.5,520.4,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=678938256)",589.5,520.1,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=688924982)",589.5,519.7,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=698888859)",589.5,519.3000000000001,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=708895663)",589.5,520.1,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=719313376)",589.5,520.1,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=728882153)",589.5,522.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=738896808)",589.1,520.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=748941075)",589.1,521.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=763842713)",589.1,521.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=769059302)",589.1,520.1,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=779161972)",589.1,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=790510438)",589.1,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=798871456)",589.1,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=808820130)",589.1,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=818909665)",589.1,520.1,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=828881581)",589.1,520.8000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=838967908)",589.3000000000001,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=848914711)",589.3000000000001,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=859050132)",589.3000000000001,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=868862890)",589.3000000000001,518.2,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=879274172)",589.3000000000001,520.4,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=889409500)",589.3000000000001,520.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=899208628)",589.3000000000001,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=910204237)",589.3000000000001,520.4,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=929098322)",589.3000000000001,521.2,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=929098322)",589.3000000000001,521.2,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=948823719)",588.7,520.4,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=948823719)",588.7,520.4,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=959012884)",588.7,520.1,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=968821960)",588.7,520.8000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=979106172)",588.7,520.4,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=988843467)",588.7,521.2,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477725, nanosec=999033913)",588.7,520.4,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=9269229)",588.7,520.4,53.0,0.0,6340.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=18875262)",588.7,520.4,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=28855874)",588.7,518.9,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=38849401)",587.8000000000001,517.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=48832017)",587.8000000000001,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=58837150)",587.8000000000001,518.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=68821776)",587.8000000000001,519.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=79564161)",587.8000000000001,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=88948580)",587.8000000000001,519.3000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=99783694)",587.8000000000001,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=108966355)",587.8000000000001,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=121616340)",587.8000000000001,518.6,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=128815922)",587.8000000000001,518.9,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=138854496)",587.9,518.6,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=148822134)",587.9,521.2,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=158824012)",587.9,519.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=168858098)",587.9,519.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=178923460)",587.9,517.1,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=188875194)",587.9,518.2,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=208828998)",587.9,517.5,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=208828998)",587.9,517.5,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=219144645)",587.9,516.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=228931492)",587.9,517.1,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=238991153)",588.3000000000001,516.3000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=248883810)",588.3000000000001,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=258960031)",588.3000000000001,517.5,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=269080897)",588.3000000000001,517.5,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=278957617)",588.3000000000001,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=288916523)",588.3000000000001,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=299085433)",588.3000000000001,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=309476442)",588.3000000000001,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=318909380)",588.3000000000001,517.8000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=328937030)",588.3000000000001,518.2,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=339029429)",589.5,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=349011370)",589.5,518.6,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=359996170)",589.5,520.1,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=368900494)",589.5,518.6,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=389921632)",589.5,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=389921632)",589.5,518.9,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=402265206)",589.5,516.0,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=410356427)",589.5,519.3000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=422280464)",589.5,519.3000000000001,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=430365078)",589.5,518.2,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=442175088)",588.2,516.7,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=454266143)",588.2,516.3000000000001,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=458906324)",588.2,517.1,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=471299064)",588.2,519.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=478893318)",588.2,518.2,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=488931511)",588.2,518.9,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=499284003)",588.2,518.2,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=508879057)",588.2,516.0,53.0,0.0,6339.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=518906970)",588.2,516.0,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=528966252)",588.2,516.7,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=538887842)",587.7,518.2,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=548903786)",587.7,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=559585307)",587.7,519.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=570718289)",587.7,521.2,53.0,0.0,3276.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=578980268)",587.7,517.8000000000001,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=589007472)",587.7,516.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=599061700)",587.7,516.7,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=608995697)",587.7,517.5,53.0,0.0,6338.0
"builtin_interfaces.msg.Time(sec=1751477726, nanosec=618980778)",587.7,517.5,53.0,0.0,3276.0
