stamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=540903968)",0.00565064512193203,-0.006742450874298811,-0.0003713991027325392,-0.00451342249289155,-0.0031745845917612314,0.0003646831028163433
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=550908808)",0.0027357579674571753,-0.005175129044800997,0.001172848278656602,-0.0044805631041526794,0.0012467294000089169,0.004674462601542473
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=560909600)",0.004760413896292448,-0.006874058861285448,0.0003450190706644207,-0.0058630178682506084,0.0003449511423241347,0.0065286047756671906
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=570911368)",0.005676161032170057,-0.007121875416487455,-0.0022118454799056053,0.002931763883680105,-0.008221503347158432,0.002439376199617982
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=580910344)",0.0011984396260231733,-0.00880380067974329,-0.0030818621162325144,0.016633786261081696,-0.0019450685940682888,-0.00016805308405309916
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=590913928)",0.0011528662871569395,-0.011478403583168983,-0.0011504539288580418,0.002170192077755928,-0.00491792568936944,-0.00872977264225483
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=600914720)",0.0010237727547064424,-0.008063660934567451,0.0001824680803110823,-0.011160720139741898,-0.0009799697436392307,-0.00804815161973238
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=610916744)",0.000725975027307868,-0.007550550624728203,-6.649144779657945e-05,-0.012881751172244549,0.004668941721320152,0.0002630364033393562
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=620915720)",0.002503326628357172,-0.0076240235939621925,-0.0027528342325240374,-0.010594986379146576,0.004333433695137501,0.0023853303864598274
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=630919304)",0.001467839814722538,-0.0066332644782960415,-0.004212261643260717,0.006752115674316883,0.0003505926579236984,0.006640397012233734
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=680924960)",0.001085780211724341,-0.007236595265567303,-0.00021056109108030796,-0.00603773258626461,-0.006723676808178425,-0.006398234982043505
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=690925728)",-0.002376990392804146,-0.004692548885941505,0.0023044187109917402,-0.003178780898451805,0.0001572754408698529,-0.001546900370158255
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=700924704)",0.0005596015835180879,-0.0057701594196259975,0.00022303327568806708,-0.008186844177544117,-0.00016206121654249728,0.0009727407013997436
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=710928288)",0.00131888163741678,-0.004534050356596708,-0.003152386052533984,-0.009470334276556969,-0.005644514225423336,0.0009976933943107724
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=720930824)",-0.0010999742662534118,-0.005057655740529299,-0.004476808477193117,0.006787856109440327,0.0025484682992100716,0.0013959950301796198
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=750936456)",0.0018158131279051304,-0.002537703840062022,-0.0007292039226740599,0.007320332806557417,0.0017270046519115567,0.00310892378911376
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=770939016)",0.001409416552633047,-0.003919094800949097,-0.001089300261810422,-0.002218601992353797,-0.010652678087353706,0.0007034192094579339
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=790947464)",0.0024847437161952257,-0.002851607045158744,-0.0017907533328980207,-0.006439658813178539,-0.003949571400880814,0.00035466981353238225
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=820949256)",-0.002234348561614752,-0.004285477101802826,-0.0009414279484190047,-0.0019323271699249744,0.008733144961297512,0.0030628512613475323
"builtin_interfaces.msg.Time(sec=1751477600, nanosec=840954888)",0.0026759908068925142,-0.002103628823533654,-0.0011734628351405263,-0.008031841367483139,-0.0050893742591142654,0.0032312078401446342
