stamp,f_brk_pos_cmd,f_brk_pos_fbk,r_brk_pos_cmd,r_brk_pos_fbk
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=681966816)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=692016716)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=701929847)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=711962467)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=721881078)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=732341172)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=741906545)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=752186954)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=761937423)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=771945191)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=782236575)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=792281654)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=802414284)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=812175500)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=822107474)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=831968521)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=841935900)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=851974992)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=862080834)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=872034658)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=891955464)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=901933808)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=911972545)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=921960277)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=932335277)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=941971512)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=951949659)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=962369461)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=971970057)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=983292544)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477611, nanosec=992003887)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=1916577)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=11977162)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=21946535)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=32133866)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=41949232)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=51935554)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=61923375)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=71908343)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=82405857)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=91969647)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=101895365)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=112035116)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=121947658)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=131955114)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=142081109)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=156131148)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=161917336)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=171956189)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=182278664)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=192342671)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=201985962)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=211934325)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=221975472)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=232030482)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=241927835)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=251930668)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=262005371)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=271919516)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=282022558)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=291999457)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=301933014)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=312013660)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=321935040)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=332099022)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=342368659)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=352007967)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=362119637)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=372025035)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=382151887)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=392092587)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=406496484)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=412439345)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=422066073)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=432004659)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=442081028)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=452037261)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=462006650)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=472007951)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=482370158)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=491981380)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=502313833)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=512246732)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=522447108)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=532177161)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=542379718)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=551984599)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=561989892)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=571933510)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=591915375)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=601992165)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=612009724)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=622241228)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=631946894)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=642018862)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=651946664)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=662008795)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=672022216)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=681986447)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=691952722)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=701974742)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=712702765)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=721938919)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=732022372)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=742009703)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=751905028)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=761921774)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=772059162)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=781991197)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=792003778)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=801936593)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=812402070)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=821919824)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=832169316)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=842010478)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=852023972)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=861926974)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=871909771)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=882004248)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=891905072)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=902161198)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=912007793)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=921954954)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=921954954)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=942365257)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=951958387)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=961921608)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=971976039)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=981907427)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477612, nanosec=991915750)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=2009345)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=14490230)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=21932900)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=21932900)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=42011369)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=52092976)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=62012420)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=72069926)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=82068419)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=92006485)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=102001159)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=112005918)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=122676202)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=132010508)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=142003295)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=152007901)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=161994897)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=172413109)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=182042470)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=192058373)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=202021526)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=221905776)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=232036095)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=242013012)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=252033373)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=262603933)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=272202907)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=282530016)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=292031561)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=301982212)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=311906639)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=322427749)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=331987134)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=341998934)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=352009058)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=362074191)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=371983384)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=391905437)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=402015955)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=411972687)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=431972073)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=431972073)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=441912831)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=452004636)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=461979905)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=472017409)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=481998365)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=492020684)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=501994627)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=512000697)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=522008265)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=532009092)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=541995290)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=552005547)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=561932321)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=571910537)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=581931205)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=591917077)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=601932822)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=612377141)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=622360849)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=631955105)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=641921256)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=652887057)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=665056638)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=672033773)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=682032195)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=691951685)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=702041802)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=712042989)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=722013066)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=732179072)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=742234194)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=754396645)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=766639370)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=774485860)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=782873803)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=792078082)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=801949295)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=812041265)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=823631255)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=834586701)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=842171435)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=854550942)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=862464784)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=872029523)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=887840687)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=892028360)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=902014163)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=912098144)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=922085712)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=933897162)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=942030298)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=952011018)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=962040739)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=972021495)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=982450272)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477613, nanosec=992147814)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=2226839)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=12062220)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=22062516)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=36165578)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=42051316)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=52051176)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=61971942)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=74512075)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=81974766)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=92055622)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=102066248)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=112055976)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=122058208)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=132285094)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=142777535)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=152911950)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=162059972)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=171960662)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=182040891)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=192404233)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=202057079)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=212046633)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=221970424)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=232046744)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=242050751)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=252032290)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=262053620)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=272460144)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=282019516)",7500.0,2400.0,7500.0,2400.0
"builtin_interfaces.msg.Time(sec=1751477614, nanosec=292043301)",7500.0,2400.0,7500.0,2400.0
