stamp,frame_id,child_frame_id,trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,rot_w
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=169044665)",world,ego_car,263.18880152554726,-330.15244743597214,0.0,0.0,0.0,-0.6744082794304581,0.7383586341579876
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=179592894)",world,ego_car,263.2020372040478,-330.31873387724403,0.0,0.0,0.0,-0.6743890486831158,0.7383761988419468
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=189757637)",world,ego_car,263.2149903289938,-330.4883468131124,0.0,0.0,0.0,-0.674378085964583,0.7383862113899106
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=198852626)",world,ego_car,263.2239542570798,-330.67529120164676,0.0,0.0,0.0,-0.6743002651699137,0.73845727865042
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=209059558)",world,ego_car,263.23705725473553,-330.8416394127792,0.0,0.0,0.0,-0.6743018490655479,0.7384558323601915
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=219880732)",world,ego_car,263.2501417995594,-331.0081032466212,0.0,0.0,0.0,-0.6743598268547176,0.7384028872671582
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=228833951)",world,ego_car,263.26323470176203,-331.17476268988264,0.0,0.0,0.0,-0.674401597131128,0.7383647376378315
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=239276533)",world,ego_car,263.2763203304938,-331.3414424761677,0.0,0.0,0.0,-0.6744371348017225,0.7383322769596649
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=249121574)",world,ego_car,263.2889891249385,-331.5097774363588,0.0,0.0,0.0,-0.6743833250905167,0.7383814263914407
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=259794105)",world,ego_car,263.3020299690293,-331.6765509477344,0.0,0.0,0.0,-0.6744058352284851,0.7383608666565215
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=269066612)",world,ego_car,263.31504636330374,-331.84317250490056,0.0,0.0,0.0,-0.6743697042165847,0.7383938664661539
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=278970164)",world,ego_car,263.32802864342426,-332.0098169698384,0.0,0.0,0.0,-0.6743362586011268,0.7384244107123182
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=289386834)",world,ego_car,263.3409512225762,-332.1762394150587,0.0,0.0,0.0,-0.6743026347369193,0.7384551149439272
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=298846752)",world,ego_car,263.35334293748343,-332.34514834569734,0.0,0.0,0.0,-0.6743081262740862,0.7384501004405992
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=309030950)",world,ego_car,263.3662398422042,-332.51209632594043,0.0,0.0,0.0,-0.6743942380190485,0.738371459176685
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=318727123)",world,ego_car,263.36715219401145,-332.61180244181406,0.0,0.0,0.0,-0.6742681192639665,0.7384866304437974
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=328904836)",world,ego_car,263.372790408274,-332.7667383725685,0.0,0.0,0.0,-0.674135042707066,0.738608112732552
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=338784891)",world,ego_car,263.38541129462885,-332.9329808013009,0.0,0.0,0.0,-0.674150106632228,0.7385943634551754
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=348885608)",world,ego_car,263.39351764072535,-333.1252297499572,0.0,0.0,0.0,-0.6740180981143382,0.7387148322690769
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=359496464)",world,ego_car,263.4059725836117,-333.29123057227605,0.0,0.0,0.0,-0.6740376514681019,0.7386969909261617
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=369156130)",world,ego_car,263.4184021636766,-333.4572289926595,0.0,0.0,0.0,-0.674027614371657,0.7387061493343974
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=379176040)",world,ego_car,263.430821981229,-333.62357747865326,0.0,0.0,0.0,-0.674073568145296,0.7386642164934412
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=388764481)",world,ego_car,263.44320417872785,-333.78989551896234,0.0,0.0,0.0,-0.6742521410748964,0.7385012188587897
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=399173209)",world,ego_car,263.4552737973391,-333.95823402331035,0.0,0.0,0.0,-0.6743883007975968,0.7383768819155502
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=409147120)",world,ego_car,263.467711494231,-334.1245792939508,0.0,0.0,0.0,-0.6744765991226856,0.7382962259390847
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=418800056)",world,ego_car,263.4801717130749,-334.29117118295494,0.0,0.0,0.0,-0.6745478328758374,0.7382311434520432
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=429353118)",world,ego_car,263.49259289413,-334.4572280099526,0.0,0.0,0.0,-0.6746114530795795,0.7381730063974559
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=438899759)",world,ego_car,263.49694723843555,-334.59832628978126,0.0,0.0,0.0,-0.6745674397061048,0.7382132275219341
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=449090050)",world,ego_car,263.5089718648458,-334.766990665012,0.0,0.0,0.0,-0.6745696405117853,0.738211216454885
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=458935114)",world,ego_car,263.5164395969388,-334.9457579054823,0.0,0.0,0.0,-0.674448054511185,0.7383223020917612
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=469429867)",world,ego_car,263.5285834455652,-335.11174327862324,0.0,0.0,0.0,-0.6745835015285473,0.7381985501648486
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=479231638)",world,ego_car,263.5407035163964,-335.27779061681696,0.0,0.0,0.0,-0.6748114276465766,0.7379902012341283
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=489623773)",world,ego_car,263.5526701979565,-335.44795451775747,0.0,0.0,0.0,-0.6750111648912006,0.7378075137000331
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=499616586)",world,ego_car,263.56103848492273,-335.63666208659544,0.0,0.0,0.0,-0.6749893244976845,0.737827494617922
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=509695928)",world,ego_car,263.56549690656635,-335.75716801011447,0.0,0.0,0.0,-0.6750062643589685,0.7378119971077661
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=518891523)",world,ego_car,263.5775124473942,-335.92308690067875,0.0,0.0,0.0,-0.6750218008184903,0.7377977828780474
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=529071264)",world,ego_car,263.58950931686593,-336.08917698731517,0.0,0.0,0.0,-0.674933918704175,0.737878177873981
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=538848374)",world,ego_car,263.60141738539517,-336.2552348782166,0.0,0.0,0.0,-0.6748735176460089,0.7379334219156239
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=549156740)",world,ego_car,263.6099382299126,-336.44596656212207,0.0,0.0,0.0,-0.6747736183560159,0.7380247719221421
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=559033793)",world,ego_car,263.6216251237826,-336.6123351761938,0.0,0.0,0.0,-0.6749504506891268,0.7378630558000208
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=569017060)",world,ego_car,263.6333243323564,-336.77892850117684,0.0,0.0,0.0,-0.6750866936724034,0.7377384062297846
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=579025027)",world,ego_car,263.6449637215144,-336.9450239506301,0.0,0.0,0.0,-0.6752365029579208,0.7376012913987867
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=589538194)",world,ego_car,263.6563358862797,-337.11014426063883,0.0,0.0,0.0,-0.6753673168148195,0.737481516635062
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=599082186)",world,ego_car,263.66434725581917,-337.29980881742193,0.0,0.0,0.0,-0.67539736362642,0.7374539993833389
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=608907797)",world,ego_car,263.6759023568773,-337.46641593484253,0.0,0.0,0.0,-0.6754913471336101,0.7373679135598598
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=619601825)",world,ego_car,263.6874139520718,-337.6329240001499,0.0,0.0,0.0,-0.6755355614247582,0.737327407093034
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=629156877)",world,ego_car,263.6988593869071,-337.7992523296462,0.0,0.0,0.0,-0.6756164964136971,0.7372532467027058
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=638898947)",world,ego_car,263.71028361389807,-337.96589224218536,0.0,0.0,0.0,-0.6756831807989631,0.73719213179835
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=648830293)",world,ego_car,263.72137362048244,-338.1344990548324,0.0,0.0,0.0,-0.6757485212081642,0.7371322378549043
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=659721821)",world,ego_car,263.72843925481544,-338.3095543620738,0.0,0.0,0.0,-0.6758003193911676,0.737084749747813
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=668770654)",world,ego_car,263.73962599593114,-338.47620325903296,0.0,0.0,0.0,-0.6760035998200413,0.736898319329299
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=678933399)",world,ego_car,263.75080718624,-338.64291493038587,0.0,0.0,0.0,-0.6762106814977429,0.736708296565444
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=689214904)",world,ego_car,263.76182736892684,-338.81280911680534,0.0,0.0,0.0,-0.6763592590077213,0.7365718924548548
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=699018025)",world,ego_car,263.7694547308835,-338.99801684493866,0.0,0.0,0.0,-0.6763027719227505,0.7366237578910988
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=708789613)",world,ego_car,263.7735768449083,-339.11611965541357,0.0,0.0,0.0,-0.6763618409104502,0.7365695216069065
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=719200531)",world,ego_car,263.7844629795783,-339.2828584739288,0.0,0.0,0.0,-0.6765484351012653,0.7363981361750103
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=729133971)",world,ego_car,263.79531674702093,-339.4492278396658,0.0,0.0,0.0,-0.676653586118882,0.7363015173096255
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=739029197)",world,ego_car,263.8061323192054,-339.6156871540453,0.0,0.0,0.0,-0.6766987738679446,0.7362599876712168
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=749557933)",world,ego_car,263.81378928000225,-339.80366014056295,0.0,0.0,0.0,-0.676658216509982,0.7362972620005662
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=759123700)",world,ego_car,263.824389509191,-339.96991420834934,0.0,0.0,0.0,-0.6767675195697499,0.7361967973683452
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=768861228)",world,ego_car,263.8349771945918,-340.13663154320915,0.0,0.0,0.0,-0.6768475552152471,0.7361232145498083
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=779223545)",world,ego_car,263.8454782430208,-340.3030888556472,0.0,0.0,0.0,-0.6770133344807444,0.735970750054147
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=788979598)",world,ego_car,263.8559498564386,-340.46977130809597,0.0,0.0,0.0,-0.6772773362058834,0.7357278096292562
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=799246621)",world,ego_car,263.86317831299175,-340.65645394598914,0.0,0.0,0.0,-0.6774421116420267,0.7355760908118152
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=809068922)",world,ego_car,263.87359520785816,-340.82328367185823,0.0,0.0,0.0,-0.6775933560628428,0.7354367707828415
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=818851693)",world,ego_car,263.8839484375948,-340.9897178814508,0.0,0.0,0.0,-0.6776765692253475,0.7353600937792062
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=829280017)",world,ego_car,263.89426864603547,-341.15677460142405,0.0,0.0,0.0,-0.6777809974940472,0.7352638434167524
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=839796673)",world,ego_car,263.9045041534553,-341.32351433026,0.0,0.0,0.0,-0.6779229949727836,0.7351329219176157
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=849152581)",world,ego_car,263.9144766170035,-341.49180502378465,0.0,0.0,0.0,-0.6780383769504637,0.7350265025034002
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=859823348)",world,ego_car,263.920614343741,-341.6645379492448,0.0,0.0,0.0,-0.6780834694937656,0.7349849035179549
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=868854670)",world,ego_car,263.93062400223977,-341.83120545558455,0.0,0.0,0.0,-0.6782518872493182,0.734829488686143
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=878772083)",world,ego_car,263.94060533329883,-341.9978885863774,0.0,0.0,0.0,-0.678475471113122,0.734623056470342
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=888781350)",world,ego_car,263.9505958344374,-342.16485076995826,0.0,0.0,0.0,-0.6786732930593976,0.7344403047817522
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=899778070)",world,ego_car,263.9569164106793,-342.3493360698752,0.0,0.0,0.0,-0.6787332698226827,0.734384877591995
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=908915560)",world,ego_car,263.96676059164577,-342.5161079380972,0.0,0.0,0.0,-0.6789197403523937,0.7342124938734279
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=918923022)",world,ego_car,263.9694868292451,-342.62207272258985,0.0,0.0,0.0,-0.679046986616902,0.734094809930233
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=929038520)",world,ego_car,263.97915511279865,-342.78811563373324,0.0,0.0,0.0,-0.6791837701345179,0.7339682597945651
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=939157205)",world,ego_car,263.98868441491135,-342.9574749822716,0.0,0.0,0.0,-0.6793009898540199,0.7338597721522477
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=949127696)",world,ego_car,263.99552910166534,-343.14116163485045,0.0,0.0,0.0,-0.6794856005466553,0.7336888432092662
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=959005164)",world,ego_car,264.0050023536749,-343.3072287982641,0.0,0.0,0.0,-0.6797888682433142,0.7334078637514558
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=969152268)",world,ego_car,264.014522147948,-343.47359691337147,0.0,0.0,0.0,-0.6800074622210602,0.7332051904642202
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=979201505)",world,ego_car,264.024063393691,-343.6402999665377,0.0,0.0,0.0,-0.6801223289041376,0.7330986411977668
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=989219410)",world,ego_car,264.03338850857534,-343.80934013369705,0.0,0.0,0.0,-0.6801976205716808,0.7330287831788217
"builtin_interfaces.msg.Time(sec=1751477721, nanosec=999053940)",world,ego_car,264.03985059582743,-343.99157125682393,0.0,0.0,0.0,-0.6802485360086675,0.7329815340498455
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=8904491)",world,ego_car,264.0491770076448,-344.1578419413341,0.0,0.0,0.0,-0.6803914278932595,0.7328488963281391
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=19524440)",world,ego_car,264.058486182109,-344.32462195143535,0.0,0.0,0.0,-0.6805802753032297,0.7326735213368776
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=28836114)",world,ego_car,264.0677205373817,-344.4906963406182,0.0,0.0,0.0,-0.680788347308237,0.7324801882435588
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=38839761)",world,ego_car,264.0769524990942,-344.65706909703994,0.0,0.0,0.0,-0.6810147219778507,0.7322697238377609
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=49296076)",world,ego_car,264.08616777135654,-344.8233661988562,0.0,0.0,0.0,-0.6812288768949404,0.7320705002146024
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=59217117)",world,ego_car,264.0953704825607,-344.9897881697926,0.0,0.0,0.0,-0.681440340651018,0.7318736654187146
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=69151754)",world,ego_car,264.10454964640167,-345.15611293543304,0.0,0.0,0.0,-0.6816613453958894,0.7316678277695869
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=79958279)",world,ego_car,264.1132518275986,-345.32042790879495,0.0,0.0,0.0,-0.6818204889332221,0.7315195287009513
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=88930823)",world,ego_car,264.1223694384201,-345.4866575535095,0.0,0.0,0.0,-0.6820148867608,0.731338289874565
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=99354786)",world,ego_car,264.1311370071866,-345.6548897330112,0.0,0.0,0.0,-0.6821256219201224,0.7312350073130295
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=109214792)",world,ego_car,264.1401899869989,-345.8210958403642,0.0,0.0,0.0,-0.6822898618295937,0.7310817631732813
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=118939454)",world,ego_car,264.1379411654152,-345.9172412785071,0.0,0.0,0.0,-0.682257354328226,0.7311120997939027
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=129001042)",world,ego_car,264.14676843495556,-346.08310049539404,0.0,0.0,0.0,-0.6824333636826072,0.7309478121814459
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=139094340)",world,ego_car,264.15553408791595,-346.2483216795217,0.0,0.0,0.0,-0.6826274117116881,0.7307665952818324
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=148889369)",world,ego_car,264.1604112536468,-346.43575327772885,0.0,0.0,0.0,-0.6826801612899467,0.730717317011943
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=158932031)",world,ego_car,264.16907589271665,-346.6015567862425,0.0,0.0,0.0,-0.6829090645082334,0.730503394661852
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=169193233)",world,ego_car,264.17774536320957,-346.7673854128335,0.0,0.0,0.0,-0.6831112828986016,0.7303142988991977
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=179898822)",world,ego_car,264.1863756094221,-346.9328254317274,0.0,0.0,0.0,-0.6832985251462524,0.7301391138221239
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=189085017)",world,ego_car,264.194744225675,-347.101656423464,0.0,0.0,0.0,-0.6834448386710898,0.7300021592391683
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=198828969)",world,ego_car,264.19945247407236,-347.28597395237165,0.0,0.0,0.0,-0.6835824943263779,0.729873258484326
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=208873429)",world,ego_car,264.20798440879696,-347.4514398508259,0.0,0.0,0.0,-0.6837789060617393,0.7296892541520748
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=218864026)",world,ego_car,264.2165368706643,-347.61726750830906,0.0,0.0,0.0,-0.6838889868378295,0.7295860838050073
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=229072028)",world,ego_car,264.2250745942986,-347.78317728929864,0.0,0.0,0.0,-0.683950384144173,0.7295285272208608
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=238810381)",world,ego_car,264.2335779034819,-347.94950236820324,0.0,0.0,0.0,-0.6840473662613168,0.7294375920604558
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=249218633)",world,ego_car,264.24168744698096,-348.11683355562974,0.0,0.0,0.0,-0.684158009295433,0.7293338181634732
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=259491888)",world,ego_car,264.24532909136116,-348.2880508261398,0.0,0.0,0.0,-0.6842260272786432,0.7292700073323224
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=268935879)",world,ego_car,264.25363542522877,-348.45422670108167,0.0,0.0,0.0,-0.6844643650514395,0.7290463174413063
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=279170665)",world,ego_car,264.2619494397102,-348.620382578938,0.0,0.0,0.0,-0.6846430220947146,0.7288785442699052
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=289368586)",world,ego_car,264.26993217600483,-348.7892397392345,0.0,0.0,0.0,-0.6847611003624083,0.7287676141476539
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=299560834)",world,ego_car,264.2737797179083,-348.9715184149427,0.0,0.0,0.0,-0.6847236460954664,0.7288028049326721
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=309708369)",world,ego_car,264.27638653007796,-349.08749515321347,0.0,0.0,0.0,-0.6847900425345241,0.7287404185617569
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=319215769)",world,ego_car,264.28441887232657,-349.2530895307043,0.0,0.0,0.0,-0.6849572469367095,0.7285832621388468
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=328938653)",world,ego_car,264.29244385101487,-349.4186794310141,0.0,0.0,0.0,-0.6851326576293547,0.7284183148780222
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=339277115)",world,ego_car,264.300280524588,-349.58737614435813,0.0,0.0,0.0,-0.6852766279344265,0.7282828730698132
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=348964746)",world,ego_car,264.30451265988984,-349.77060872897226,0.0,0.0,0.0,-0.6853296576389302,0.7282329712121712
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=359440703)",world,ego_car,264.31247722819023,-349.9368021845713,0.0,0.0,0.0,-0.6856072118261196,0.7279716691547923
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=369207285)",world,ego_car,264.3204635201133,-350.10248812339194,0.0,0.0,0.0,-0.6858805891037799,0.727714104226826
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=378891902)",world,ego_car,264.32848338201035,-350.2680806775254,0.0,0.0,0.0,-0.6860146754123299,0.7275877026990737
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=388988259)",world,ego_car,264.33650496356415,-350.4343277204045,0.0,0.0,0.0,-0.6860931256690536,0.727513726956178
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=399137168)",world,ego_car,264.33989986528434,-350.61847639713744,0.0,0.0,0.0,-0.6860539038300469,0.7275507137234852
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=408888225)",world,ego_car,264.3476136288202,-350.7834794027011,0.0,0.0,0.0,-0.686119065656461,0.7274892629741728
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=419706577)",world,ego_car,264.3554378745798,-350.94969067063465,0.0,0.0,0.0,-0.6862155735799318,0.7273982310786612
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=428911742)",world,ego_car,264.3632391505461,-351.11607822745776,0.0,0.0,0.0,-0.6863289699835715,0.7272912380616791
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=439068257)",world,ego_car,264.3710389160293,-351.28253364215834,0.0,0.0,0.0,-0.6864322689832909,0.7271937431650873
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=449169396)",world,ego_car,264.37394681651324,-351.46554573842366,0.0,0.0,0.0,-0.6863641264793408,0.7272580600325113
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=459755869)",world,ego_car,264.38165107435964,-351.63210918952234,0.0,0.0,0.0,-0.6863859885467004,0.7272374266543005
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=468951771)",world,ego_car,264.3893253997141,-351.79880982255696,0.0,0.0,0.0,-0.6864241556641324,0.7272014016218498
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=479116886)",world,ego_car,264.3969337003381,-351.96497958522855,0.0,0.0,0.0,-0.6865977355966665,0.7270375158638859
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=489184806)",world,ego_car,264.404556887539,-352.1315414125445,0.0,0.0,0.0,-0.6868174619513527,0.7268299484464726
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=499243017)",world,ego_car,264.4070712410394,-352.31350493125325,0.0,0.0,0.0,-0.6869255815447989,0.7267277656862575
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=509177421)",world,ego_car,264.4146821383556,-352.48031444913823,0.0,0.0,0.0,-0.687072054833911,0.7265892866443238
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=518920072)",world,ego_car,264.41587507592465,-352.58341528096577,0.0,0.0,0.0,-0.6870769091889996,0.7265846962738007
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=529247290)",world,ego_car,264.42339042826165,-352.74967915748425,0.0,0.0,0.0,-0.6870862121252459,0.7265758990686257
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=538897858)",world,ego_car,264.43088100597134,-352.9161802636688,0.0,0.0,0.0,-0.6870760627989145,0.7265854966407891
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=549095835)",world,ego_car,264.43411454260666,-353.1000063662149,0.0,0.0,0.0,-0.6869592628719723,0.7266959275752112
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=559011256)",world,ego_car,264.4414399760691,-353.26613999618826,0.0,0.0,0.0,-0.687051421702097,0.7266087970408336
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=569313104)",world,ego_car,264.44877307532664,-353.43259321044525,0.0,0.0,0.0,-0.687171747874353,0.726495002682955
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=579698927)",world,ego_car,264.4561308652257,-353.59918553448796,0.0,0.0,0.0,-0.6872180156099551,0.7264512365060132
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=588877803)",world,ego_car,264.46345963662486,-353.76516874582256,0.0,0.0,0.0,-0.6872353386354094,0.726434848648297
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=599017559)",world,ego_car,264.4704340051792,-353.9330295553278,0.0,0.0,0.0,-0.687294291327325,0.7263790725983714
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=608903039)",world,ego_car,264.47772542281115,-354.0994791091404,0.0,0.0,0.0,-0.6873388090494181,0.7263369476864904
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=618811701)",world,ego_car,264.4849961270663,-354.2661470274455,0.0,0.0,0.0,-0.6873020432161003,0.7263717377424412
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=629024194)",world,ego_car,264.4862498232117,-354.41422902368197,0.0,0.0,0.0,-0.687233028742642,0.7264370338888395
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=639750068)",world,ego_car,264.49331636033014,-354.58064251194287,0.0,0.0,0.0,-0.6874178775508613,0.7262621163350523
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=649221941)",world,ego_car,264.50014405735135,-354.7489640661252,0.0,0.0,0.0,-0.6875937479956328,0.7260956119667149
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=659226971)",world,ego_car,264.50201052436034,-354.91960122473466,0.0,0.0,0.0,-0.6876071986296797,0.7260828743281611
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=669276076)",world,ego_car,264.5090730385557,-355.08594418498916,0.0,0.0,0.0,-0.6876984428285408,0.7259964543516726
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=678837788)",world,ego_car,264.51615559017915,-355.2524984538414,0.0,0.0,0.0,-0.6877296343177943,0.7259669070151291
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=689108393)",world,ego_car,264.52324295350184,-355.4193228960157,0.0,0.0,0.0,-0.6877342157835585,0.7259625668314956
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=699785355)",world,ego_car,264.52554788953546,-355.60307979263536,0.0,0.0,0.0,-0.6875520085524308,0.7261351358635101
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=708905794)",world,ego_car,264.5324770089869,-355.76956021843415,0.0,0.0,0.0,-0.6874861968016422,0.7261974450569305
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=718953570)",world,ego_car,264.53351519459557,-355.8756359471977,0.0,0.0,0.0,-0.6874791122850159,0.7262041518552526
"builtin_interfaces.msg.Time(sec=1751477722, nanosec=729243150)",world,ego_car,264.54024705673794,-356.0416925868212,0.0,0.0,0.0,-0.6876159400843384,0.7260745959899243
