stamp,latitude,longitude,altitude,status,service,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_9,position_covariance_type
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=511054240)",36.587741775713646,-121.75527257864243,199.31907008318376,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=521053960)",36.58774177601683,-121.75527257874626,199.3191532513829,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=531057544)",36.58774177612059,-121.75527257857343,199.31917038990105,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=541059080)",36.587741776301165,-121.75527257799968,199.3191953821588,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=551059848)",36.58774177648565,-121.75527257751527,199.31919467250736,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=561059080)",36.58774177654098,-121.75527257764296,199.3191892388968,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=571062664)",36.58774177677079,-121.75527257759295,199.31920785733382,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=581064200)",36.58774177704792,-121.75527257720456,199.31922941371886,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=591064968)",36.58774177727018,-121.75527257676171,199.31922398234747,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=601063688)",36.58774177728918,-121.7552725767506,199.31922845313602,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=611067272)",36.587741777458405,-121.75527257659768,199.31924872580566,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=621069064)",36.58774177751247,-121.75527257601333,199.31928240677553,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477601, nanosec=631069576)",36.587741777625226,-121.7552725753063,199.31927520323006,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
