stamp,latitude,longitude,altitude,status,service,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_9,position_covariance_type
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=813896480)",36.58264859855575,-121.74921553200521,238.18170401081443,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=823895224)",36.58264998520122,-121.74921547594015,238.19304956961423,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=833894688)",36.58265137137589,-121.74921541938252,238.2044738586992,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=843897248)",36.58265275887984,-121.74921536220744,238.21564324293286,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=853898016)",36.58265414468296,-121.74921530344385,238.2266425481066,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=863899576)",36.582655531625306,-121.74921524492673,238.23774463497102,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=873901600)",36.58265691935081,-121.7492151864897,238.2489146059379,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=883901344)",36.5826583071009,-121.74921512821605,238.2603366598487,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=893899552)",36.58265969598822,-121.74921506844908,238.2716728905216,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=903901368)",36.58266108403237,-121.74921500818026,238.2832240294665,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=913903136)",36.58266247289905,-121.74921494791047,238.29499320685863,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=923903880)",36.58266386155766,-121.74921488724682,238.30629700422287,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=933900832)",36.582665344263816,-121.74921483718711,238.32532939873636,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=943903392)",36.58266673253829,-121.74921477666267,238.33657738473266,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=953904160)",36.58266812065209,-121.74921471528798,238.34790806565434,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=963906720)",36.5826695083924,-121.74921465284523,238.35911389626563,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=973903672)",36.58267089685762,-121.74921458992644,238.3700257781893,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=983907232)",36.58267228519292,-121.7492145269845,238.3811917323619,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477787, nanosec=993908000)",36.582673676562386,-121.74921446425624,238.39252088125795,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=3907744)",36.58267506425082,-121.7492144025271,238.40321122016758,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=13906208)",36.58267645429504,-121.74921434098249,238.41446489747614,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=23908768)",36.58267784512805,-121.74921427849424,238.42548266239464,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=33909792)",36.58267923566205,-121.74921421504618,238.4368005497381,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=43909536)",36.582680627122855,-121.74921414981573,238.4479343695566,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=53907744)",36.582682017143625,-121.74921408548103,238.45883799809963,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=63910304)",36.58268340738828,-121.74921402080261,238.46987033076584,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=73911072)",36.58268479800751,-121.7492139555103,238.48057880345732,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=83910560)",36.5826861878477,-121.74921389007662,238.49148912541568,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=93909024)",36.58268757829883,-121.7492138240364,238.50223722402006,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=103911584)",36.582688968434304,-121.74921375758592,238.51304327696562,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=113913376)",36.582690358895846,-121.74921369123584,238.52396545000374,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=123913120)",36.58269184244869,-121.74921365768247,238.54199671559036,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=133911328)",36.58269323420377,-121.74921359109041,238.55331093352288,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=143912888)",36.582694626439796,-121.74921352348714,238.56438107322901,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=153914656)",36.582696019059384,-121.74921345485109,238.57571488246322,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=163913400)",36.58269741147394,-121.74921338626078,238.58694679755718,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=173911864)",36.582698804453614,-121.7492133168471,238.59769936650991,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=183915424)",36.58270019715349,-121.74921324782198,238.60858531761914,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=193914400)",36.5827015904549,-121.74921317838657,238.61922395508736,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=203916704)",36.58270298252052,-121.74921310877417,238.62941022217274,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=213914912)",36.58270437474832,-121.74921303869905,238.63973559066653,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=223915168)",36.582705767909935,-121.7492129677122,238.64981837198138,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=233912632)",36.58270716055966,-121.74921289637845,238.6602744953707,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=243916448)",36.5827085560409,-121.7492128242776,238.6708296565339,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=253916960)",36.582709948138216,-121.74921275331036,238.68120354507118,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=263916704)",36.58271134243028,-121.7492126818908,238.6920105824247,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=273914168)",36.58271273720236,-121.7492126099492,238.70269409008324,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=283916728)",36.582714131543234,-121.74921253716455,238.71374410111457,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=293917496)",36.582715526803895,-121.7492124633674,238.72455175127834,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=303917240)",36.58271692140228,-121.74921238981416,238.73545352648944,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=313916704)",36.58271831606417,-121.7492123159994,238.74627072457224,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=323920520)",36.58271971107598,-121.7492122416902,238.7567290328443,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=333920288)",36.58272120000428,-121.74921219126779,238.7743777539581,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=343920288)",36.58272259611136,-121.74921211653759,238.7850236967206,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=353921056)",36.582723990190715,-121.74921204189384,238.7953255129978,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=363920800)",36.582725386068276,-121.74921196655033,238.80602184403688,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=373918008)",36.58272678239003,-121.74921189068338,238.81645318679512,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=383920568)",36.582728179294094,-121.74921181453965,238.8272833591327,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=393922592)",36.582729577059986,-121.74921173733534,238.83779482077807,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=403921336)",36.5827309739896,-121.74921165962584,238.84864035528153,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=413919288)",36.582732372059446,-121.74921158183292,238.8594045676291,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=423922104)",36.582733769088726,-121.74921150375363,238.86968435905874,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=433922616)",36.58273516607095,-121.74921142621274,238.88020936772227,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=443922616)",36.58273656377103,-121.74921134756697,238.89043097943068,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=453920568)",36.58273796050605,-121.74921126984653,238.90069675445557,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=463919288)",36.58273935777921,-121.74921119071014,238.9109577657655,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=473921312)",36.58274075575555,-121.7492111108397,238.92119536735117,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=483921056)",36.58274215383984,-121.74921103083327,238.9317474262789,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=493918520)",36.58274355254025,-121.74921094999183,238.9422510266304,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=503922080)",36.58274495156093,-121.74921086910754,238.95314054004848,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=513923128)",36.582746351548124,-121.74921078775168,238.96398664731532,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=523924128)",36.58274780349483,-121.74921072836833,238.98247045651078,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=533921848)",36.58274920331731,-121.74921064698952,238.99351863749325,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=543925408)",36.5827506033008,-121.74921056493056,239.0041397390887,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=553926176)",36.58275200265703,-121.74921048294132,239.01502317003906,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=563925920)",36.582753402289185,-121.74921040043154,239.0254437001422,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=573924128)",36.58275480181696,-121.74921031821548,239.03608366847038,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=583925944)",36.582756200938874,-121.74921023521485,239.04664859175682,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=593927456)",36.58275760103758,-121.74921015152138,239.05711780302227,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=603927200)",36.58275900103423,-121.74921006834863,239.0678768903017,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=613925664)",36.582760401943744,-121.74920998560964,239.07845143880695,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=623928224)",36.58276180330158,-121.74920990392081,239.08922432921827,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=633929248)",36.58276320499338,-121.7492098219359,239.10035822354257,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=643928992)",36.58276460722053,-121.74920973919536,239.1111534461379,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=653927200)",36.58276600950057,-121.74920965570206,239.12217173352838,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=663929016)",36.58276741185447,-121.74920957153826,239.1327713271603,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=673929784)",36.5827688142579,-121.74920948794076,239.14335847645998,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=683930528)",36.582770216732165,-121.74920940409781,239.15379409026355,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=693927992)",36.58277161872652,-121.74920932038681,239.1640103245154,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=703930552)",36.58277302064016,-121.74920923668374,239.17433713935316,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=713933576)",36.58277442369166,-121.74920915332156,239.18435376975685,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=723932320)",36.58277588162652,-121.74920906515274,239.20352971926332,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=733929528)",36.58277728466506,-121.74920898234653,239.214102932252,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=743933344)",36.58277868825618,-121.74920889947572,239.2243603374809,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=753934112)",36.58278009205402,-121.7492088173816,239.23524421732873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=763932856)",36.582781496702964,-121.74920873534745,239.2459652973339,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=773931064)",36.58278290076235,-121.74920865321955,239.25716507807374,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=783934624)",36.58278430539,-121.74920856976142,239.2681018523872,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=793934392)",36.58278570964882,-121.7492084866336,239.27910053171217,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=803934136)",36.58278711381554,-121.74920840375094,239.29017905239016,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=813932600)",36.58278851822265,-121.74920832042517,239.3007483901456,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=823935160)",36.58278992244443,-121.74920823645226,239.31150759756565,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=833937184)",36.58279132706927,-121.74920815188945,239.32194174733013,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=843936928)",36.582792731472146,-121.74920806750502,239.33245918806642,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=853937696)",36.582794136370985,-121.7492079833748,239.34296552743763,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=863937696)",36.58279554168184,-121.74920789954464,239.3533843709156,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=873935648)",36.58279694727659,-121.74920781574163,239.36407564673573,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=883937208)",36.5827983539877,-121.74920773169724,239.3743126699701,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=893938976)",36.58279976035252,-121.74920764725505,239.3849366568029,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=903938720)",36.58280116731395,-121.74920756191841,239.39528417307884,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=913937184)",36.582802574457624,-121.74920747653043,239.40551402047276,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=923940744)",36.58280398107692,-121.74920739130168,239.415991473943,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=933940768)",36.582805462853464,-121.74920733726367,239.4355599526316,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=943940512)",36.58280686935502,-121.7492072528309,239.44576299376786,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=953937720)",36.582808276699836,-121.74920716878168,239.456222390756,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=963941280)",36.582809683145555,-121.74920708520003,239.46581740956753,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=973942048)",36.582811090194596,-121.74920700186705,239.4760626833886,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=983940792)",36.582812497724284,-121.74920691883688,239.4862593570724,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477788, nanosec=993940000)",36.58281390523807,-121.74920683580056,239.49692255724221,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=3942560)",36.582815313406286,-121.74920675192843,239.50751762092113,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=13942584)",36.58281672113027,-121.74920666675891,239.5183845711872,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=23943328)",36.582818129460705,-121.74920658042473,239.52954869158566,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=33941280)",36.582819537445125,-121.7492064943385,239.53992903605103,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=43943096)",36.5828209453842,-121.74920640903184,239.55066680070013,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=53944864)",36.58282235401237,-121.7492063248768,239.5609329957515,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=63944608)",36.5828237620078,-121.74920624132663,239.5714984163642,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=73942072)",36.58282517049382,-121.74920615734972,239.58154243137687,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=83944632)",36.58282657896888,-121.74920607290174,239.59187322948128,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=93945400)",36.58282798776906,-121.74920598801944,239.60223770979792,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=103946144)",36.58282939747962,-121.74920590309875,239.61234630364925,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=113950752)",36.58283080684761,-121.749205819277,239.62283343914896,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=123953312)",36.5828322608014,-121.74920574277276,239.6406119670719,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=133954336)",36.582833670781746,-121.74920566073868,239.65109896007925,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=143954080)",36.58283508105876,-121.7492055782564,239.66138073056936,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=153954592)",36.58283649123161,-121.74920549521775,239.67140052560717,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=163957152)",36.58283790081397,-121.7492054120395,239.68160344380885,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
"builtin_interfaces.msg.Time(sec=1751477789, nanosec=173957176)",36.58283931094274,-121.74920532909692,239.69144402630627,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
