stamp,nov_header_message_id,nov_header_time_status,nov_header_gps_week,nov_header_gps_ms,nov_header_receiver_status,length,heading,pitch,heading_stdev,pitch_stdev,rover_stn_id,master_stn_id,num_sv_tracked,num_sv_in_sol,num_sv_obs,num_sv_multi,galileo_beidou_sig_mask,gps_glonass_sig_mask,sol_status,pos_type,sol_source,ext_sol_status
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=389696303)",1335,180,2373,323083350,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=441673371)",1335,180,2373,323083400,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=491578982)",1335,180,2373,323083450,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=542540167)",1335,180,2373,323083500,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=590700059)",1335,180,2373,323083550,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=640980270)",1335,180,2373,323083600,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=689161654)",1335,180,2373,323083650,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=739528008)",1335,180,2373,323083700,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=788893253)",1335,180,2373,323083750,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
"builtin_interfaces.msg.Time(sec=1751478265, nanosec=841614397)",1335,180,2373,323083800,33554432,-1.0,0.0,0.0,0.0,0.0,P26W,P26W,11,0,0,0,0,0,1,0,4,0
